"DisMod II input and output, database England 2006",,,,,,,,,,,,
"Females, Disease: Stroke (Rates * ), sex: Females",,,,,,,,,,,,
"Written 04/06/2016, 17:14:11",,,,,,,,,,,,
Age,Incidence (rates),Prevalence (rates),Remission (rates),Mortality (rates),Incidence (rates),Prevalence (rates),Remission (rates),Case fatality (rates),Duration (years),Mortality (rates),RR mortality (number),Age of onset (years)
25,0.000048,0.0011963379,0,0,5.19382E-05,0.0004380514,0,6.1417E-06,35.4999720302,2.7E-09,1.0216276287,25.5
26,0.000051,0.0014740592,0,0,5.47403E-05,0.000505279,0,6.1416E-06,34.5104878196,3.1E-09,1.0201535135,26.5
27,0.000054,0.0017517804,0,0,5.75997E-05,0.0005773892,0,6.1419E-06,33.5214198939,3.5E-09,1.0188439515,27.5
28,0.000057,0.0017517804,0,0,6.07483E-05,0.0006547015,0,6.1422E-06,32.5327022529,0.000000004,1.0177938838,28.5
29,0.00006,0.0020295017,0,0,6.36405E-05,0.0007373918,0,6.1416E-06,31.5442448868,4.5E-09,1.016906838,29.5
30,7.33333E-05,0.002307223,0,1.22896E-05,7.81618E-05,0.0008251651,0,0.0148806008,30.7854592229,1.22802E-05,39.9403097026,30.5
31,8.66667E-05,0.002307223,0,1.36154E-05,9.29615E-05,0.0009229142,0,0.0147395653,30.249053126,1.36048E-05,37.4605382915,31.5
32,0.0001,0.0025849443,0,1.49414E-05,0.0001074708,0.0010363579,0,0.0144045252,29.6979944496,1.49299E-05,34.2937675649,32.5
33,0.0001133333,0.0028626656,0,1.81426E-05,0.0001219147,0.0011646402,0,0.0155630778,29.1515458939,1.81275E-05,34.0872173196,33.5
34,0.0001266667,0.0028626656,0,2.13439E-05,0.0001364848,0.0013070157,0,0.0163136033,28.6255957488,2.13247E-05,32.5083047693,34.5
35,0.00014,0.0028626656,0,0.00002638,0.0001507919,0.0014626764,0,0.0180151295,28.1272678958,2.63537E-05,32.3814740912,35.5
36,0.0001533333,0.0031403869,0,2.98206E-05,0.0001649214,0.0016322336,0,0.01824913,27.6490336861,2.97906E-05,29.6108104783,36.5
37,0.0001666667,0.0034181082,0,3.32612E-05,0.000178937,0.0018166328,0,0.0182886454,27.1673121565,3.32279E-05,26.8853246181,37.5
38,0.00018,0.0034181082,0,3.67304E-05,0.0001925351,0.0020145752,0,0.018212373,26.6777096156,3.66945E-05,24.4332856151,38.5
39,0.0001933333,0.0034181082,0,4.01996E-05,0.000205614,0.0022257293,0,0.0180429192,26.17729393,4.01632E-05,22.2230390892,39.5
40,0.0002066667,0.0039735508,0,4.11319E-05,0.0002199159,0.002451933,0,0.0167590177,25.6503649268,4.10962E-05,19.0754744566,40.5
41,0.00022,0.0042512721,0,4.43996E-05,0.0002334155,0.0026938321,0,0.0164663896,25.0954209347,0.000044362,17.2911920946,41.5
42,0.0002333333,0.0045289933,0,4.76673E-05,0.0002468199,0.0029500562,0,0.0161435318,24.5250931707,4.76287E-05,15.618608322,42.5
43,0.0002466667,0.0053621572,0,5.58784E-05,0.0002612501,0.0032188244,0,0.0173424306,23.9576275092,5.58275E-05,15.3139713194,43.5
44,0.00026,0.0056398785,0,6.40896E-05,0.0002746434,0.0034977008,0,0.018304252,23.4083384223,6.40288E-05,14.7220169174,44.5
45,0.0002733333,0.0064730424,0,7.60019E-05,0.0002887487,0.0037846699,0,0.0200580663,22.8829293257,7.59204E-05,14.6273248019,45.5
46,0.0002866667,0.007028485,0,8.46334E-05,0.0003024288,0.0040795003,0,0.0207211298,22.3775022315,8.45398E-05,13.7466794825,46.5
47,0.0003,0.0073062062,0,9.32649E-05,0.0003158247,0.0043834755,0,0.0212507144,21.8776804255,9.31605E-05,12.8411117087,47.5
48,0.0003553333,0.0075839275,0,0.000103528,0.0003755366,0.0047186926,0,0.0219127648,21.3831013336,0.0001034107,12.0766892021,48.5
49,0.0004106667,0.0081393701,0,0.000113791,0.0004354344,0.0051087538,0,0.0222456951,20.8913732479,0.0001136613,11.2204705158,49.5
50,0.000466,0.0086948127,0,0.0001276686,0.0004949579,0.0055530664,0,0.0229608388,20.4026276107,0.0001275196,10.6077430005,50.5
51,0.0005213333,0.0092502553,0,0.0001382308,0.0005539023,0.0060523154,0,0.0228104244,19.9117535731,0.0001380743,9.7126575434,51.5
52,0.0005766667,0.0098056979,0,0.0001487928,0.0006121097,0.006608382,0,0.0224883896,19.4081226737,0.0001486319,8.8598192006,52.5
53,0.000632,0.0114720256,0,0.0001548628,0.0006732864,0.0072255156,0,0.0214064029,18.8827972632,0.0001546927,7.8626192786,53.5
54,0.0006873333,0.0125829108,0,0.0001609326,0.0007319736,0.0079075003,0,0.0203280915,18.328849381,0.0001607648,6.9880539595,54.5
55,0.0007426667,0.0134160746,0,0.0001525894,0.0007892703,0.0086607898,0,0.0176009489,17.7322028047,0.0001524553,5.7680217299,55.5
56,0.000798,0.0139715172,0,0.0001581354,0.0008447586,0.0094860527,0,0.0166553619,17.0949659473,0.0001580103,5.1491458109,56.5
57,0.0008533333,0.0153601237,0,0.0001636814,0.0009024276,0.0103778484,0,0.0157586847,16.4343484202,0.0001635574,4.6069139529,57.5
58,0.0009086667,0.015637845,0,0.0001895872,0.0009550955,0.0113260628,0,0.0167252131,15.7663617111,0.0001894497,4.5114795595,58.5
59,0.000964,0.0178596153,0,0.0002154929,0.0010154184,0.0123222281,0,0.0174721098,15.1039297002,0.0002153168,4.358881782,59.5
60,0.0010193333,0.0186927791,0,0.0002429346,0.0010697487,0.0133669339,0,0.0181578656,14.4440818512,0.000242739,4.1906082678,60.5
61,0.0010746667,0.0206368282,0,0.0002690051,0.0011279091,0.0144591572,0,0.0185869175,13.7838607919,0.0002687774,3.9799161434,61.5
62,0.00113,0.0220254346,0,0.0002950758,0.0011836804,0.015600724,0,0.0188963994,13.1201096977,0.0002948256,3.759259832,62.5
63,0.001273913,0.0228585985,0,0.0003545082,0.0013333724,0.0168205853,0,0.0210549041,12.4631138085,0.0003541942,3.7953484735,63.5
64,0.0014178261,0.0236917624,0,0.0004139407,0.0014806921,0.0181489168,0,0.0227850797,11.8204095372,0.0004135736,3.7464441016,64.5
65,0.0015617391,0.0248026475,0,0.0004585943,0.0016270352,0.0195926819,0,0.023383786,11.1810621375,0.0004582079,3.5561139092,65.5
66,0.0017056522,0.0259135327,0,0.0005161712,0.0017707377,0.021153107,0,0.0243792565,10.5394351331,0.0005157636,3.4147818351,66.5
67,0.0018495652,0.0273021391,0,0.0005737482,0.0019143144,0.0228237715,0,0.0251161617,9.8950807043,0.0005733212,3.2531440105,67.5
68,0.0019934783,0.028135303,0,0.0007291012,0.0020500213,0.0245543808,0,0.0296680631,9.2629149246,0.0007285843,3.4095421274,68.5
69,0.0021373913,0.0295239095,0,0.0008844541,0.0021905853,0.0262912548,0,0.0336119729,8.6547075498,0.0008838316,3.4685932918,69.5
70,0.0022813043,0.030079352,0,0.0010496572,0.002318393,0.0280214954,0,0.0374342921,8.0629657883,0.0010491218,3.4809102916,70.5
71,0.0024252174,0.0323011224,0,0.0012064818,0.0024702697,0.0297451702,0,0.0405288007,7.4805018007,0.0012057191,3.4162501598,71.5
72,0.0025691304,0.0334120075,0,0.0013633064,0.0026050416,0.031466105,0,0.0432977573,6.8998047982,0.0013626168,3.3126301802,72.5
73,0.0027130435,0.0361892204,0,0.0017289579,0.0027674071,0.0330847987,0,0.0522052407,6.3357927247,0.0017274475,3.486703814,73.5
74,0.0028569565,0.0375778269,0,0.0020946094,0.0029124232,0.0344939078,0,0.0606573324,5.8008842571,0.0020925704,3.5684517535,74.5
75,0.0030008696,0.0409104824,0,0.0024966556,0.0030884381,0.0356719824,0,0.0698661658,5.2880678287,0.0024925158,3.6263345832,75.5
76,0.0031447826,0.0449976072,0,0.0028677162,0.0032717335,0.036624897,0,0.078096658,4.78880413,0.0028604973,3.6075667351,76.5
77,0.0032886957,0.0521770639,0,0.0032387768,0.0034710816,0.0373720922,0,0.0863349632,4.2916807602,0.0032266729,3.5665057842,77.5
78,0.0034326087,0.0547731886,0,0.0040200229,0.0036403423,0.037705504,0,0.1061096936,3.8089511842,0.0040005655,3.8179109319,78.5
79,0.0035765217,0.0573693133,0,0.0048012691,0.0038171439,0.0373988362,0,0.1276241255,3.3523141686,0.0047716539,4.0304773209,79.5
80,0.0037204348,0.0599654379,0,0.0057157544,0.0040020967,0.0363823311,0,0.1559494943,2.9177426236,0.005670332,4.3029838295,80.5
81,0.0038643478,0.0625615626,0,0.0065156468,0.0041955562,0.0346410342,0,0.1864275389,2.4982909918,0.0064513563,4.501577043,81.5
82,0.0040082609,0.0651576873,0,0.0073155391,0.0043966219,0.032233472,0,0.2245919049,2.0803554762,0.0072272431,4.7069314243,82.5
83,0.0041521739,0.0637936663,0,0.0087361145,0.0046146607,0.0288850965,0,0.2986486869,1.6723218905,0.0085964695,5.2903847066,83.5
84,0.004296087,0.0624296453,0,0.01015669,0.0048630833,0.0243298262,0,0.4115532243,1.2858354788,0.009940675,6.1545805838,84.5
85,0.00444,0.0610656243,0,0.0134591737,0.0051634783,0.0177849332,0,0.7520834791,1.0097769241,0.0130068279,9.3428352791,85.5
86,0.00444,0.0597016033,0,0.0139038357,0.0065350973,0.01142224,0,0.9999999994,0.9155186331,0.0110495034,11.1229847403,86.5
87,0.00444,0.0583375823,0,0.0145783182,0.0079752158,0.0086823022,0,1.0000000006,0.9128972628,0.0086282564,10.6534440211,87.5
88,0.00444,0.0569735613,0,0.016456123,0.0082294325,0.0082680337,0,1.0000000012,0.9116505677,0.0082650384,10.7566514578,88.5
89,0.00444,0.0556095403,0,0.0208444244,0.0081243913,0.008194209,0,1.0000000005,0.9017658118,0.0081888312,11.5997635394,89.5
90,0.00444,0.0542455193,0,0.025545614,0.0078932343,0.0080719718,0,1.0000000039,0.8857879187,0.0080582809,8.9159638517,90.5
91,0.00444,0.0528814983,0,0.0298163313,0.0076862879,0.0078909916,0,1.0000000009,0.8761926503,0.0078753241,8.2473616974,91.5
92,0.00444,0.0515174773,0,0.0312528513,0.0076392808,0.0077440644,0,1.0000000008,0.8662570898,0.0077360271,7.6472509066,92.5
93,0.00444,0.0501534563,0,0.0315247679,0.0076463206,0.0076780483,0,1.0000000014,0.8560128557,0.0076755887,7.1086152341,93.5
94,0.00444,0.0501534563,0,0.0309325619,0.0076804815,0.0076676694,0,0.9999999709,0.8454803062,0.0076686097,6.6251570135,94.5
95,0.00444,0.0501534563,0,0.0309325619,0.0076792234,0.007675105,0,1.0000000014,0.834695634,0.0076753817,6.191224389,95.5
96,0.00444,0.0501534563,0,0.0309325619,0.0076788546,0.0076775602,0,0.999999992,0.8237286553,0.0076776212,5.8017434535,96.5
97,0.00444,0.0501534563,0,0.0309325619,0.0076788546,0.0076783884,0,0.999999992,0.8127113716,0.0076783862,5.4521608361,97.5
98,0.00444,0.0501534563,0,0.0309325619,0.0076788546,0.0076786939,0,0.999999992,0.8019612423,0.0076786683,5.1383893251,98.5
99,0.00444,0.0501534563,0,0.0309325619,0.0076785873,0.0076787178,0,0.9999999893,0.7924510283,0.00767867,4.8567604344,99.5
100,0.00444,0.0501534563,0,0.0309325619,0.0076788546,0.0076787204,0,0.999999992,0.7875304332,0.0076786928,4.6039815162,103.1026756882
,,,,,,,,,,,,
All ages,NA,0.0118414562,NA,0.0010563171,0.0008653183,0.0074344599,0,0.0994358678,7.9081535074,0.0007347954,6.4001887235,73.522791154
