"DisMod II input and output, database England 2006",,,,,,,,,,,,
"Females, Disease: CHD (Rates * ), sex: Females",,,,,,,,,,,,
"Written 04/06/2016, 17:02:06",,,,,,,,,,,,
Age,Incidence (rates),Prevalence (rates),Remission (rates),Mortality (rates),Incidence (rates),Prevalence (rates),Remission (rates),Case fatality (rates),Duration (years),Mortality (rates),RR mortality (number),Age of onset (years)
26,0.0002102222,0.0018552945,0,0,0.0002286997,0.0014342444,0,6.1421E-06,40.1301956092,8.8E-09,1.0201550264,26.5
27,0.0002293333,0.0016767032,0,0,0.0002277252,0.0017085031,0,6.1424E-06,39.1429340244,1.05E-08,1.0188455158,27.5
28,0.0002484444,0.0015354247,0,0,0.00020966,0.0019813942,0,6.1438E-06,38.156135563,1.22E-08,1.0177985021,28.5
29,0.0002675556,0.0013941463,0,0,0.0001670856,0.0022146342,0,0.0156060118,37.461804109,3.45643E-05,43.9610445291,29.5
30,0.0002866667,0.0012528678,0,6.9387E-06,8.73479E-05,0.0023881356,0,0.0029105037,36.8204721052,6.9507E-06,8.6163533247,30.5
31,0.0003057778,0.0011115894,0,8.1161E-06,5.7435E-06,0.002498466,0,0.0032588009,35.946671445,0.000008142,9.0611356938,31.5
32,0.0003248889,0.0009703109,0,9.2936E-06,0.000004718,0.0025681261,0,0.0036388537,35.0836458289,0.000009345,9.4106311101,32.5
33,0.000344,0.001250927,0,1.12396E-05,6.0513E-06,0.0026380468,0,0.0042753667,34.2359882307,1.12786E-05,10.0894609132,33.5
34,0.0003631111,0.0015315432,0,1.31854E-05,0.0001297781,0.0027700176,0,0.0047715772,33.4051974689,1.32176E-05,10.2158859586,34.5
35,0.0003822222,0.0018121593,0,1.41435E-05,0.000204706,0.0030048007,0,0.0047153112,32.5792605686,1.41689E-05,9.2138413587,35.5
36,0.0004013333,0.0020927755,0,1.59624E-05,0.0002522869,0.0033067495,0,0.0048344498,31.7518306565,1.59868E-05,8.5794039149,36.5
37,0.0004204444,0.0023733916,0,1.77812E-05,0.0002864127,0.0036555717,0,0.0048707702,30.9244264876,0.000017806,7.8939752564,37.5
38,0.0004395556,0.002728417,0,2.32431E-05,0.0003259434,0.0040474916,0,0.0057505822,30.1083627327,2.32763E-05,8.3990926461,38.5
39,0.0004586667,0.0030834423,0,0.000028705,0.0003568105,0.0044762823,0,0.0064218406,29.3124825697,2.87472E-05,8.5537096905,39.5
40,0.0004777778,0.0034384677,0,3.70291E-05,0.0003827414,0.0049337179,0,0.0075172587,28.5386661986,3.70897E-05,9.1077554178,40.5
41,0.0004968889,0.003793493,0,4.29486E-05,0.0004056698,0.0054151749,0,0.0079441821,27.7824580029,4.30211E-05,8.859658324,41.5
42,0.000516,0.0041485184,0,0.000048868,0.0004265697,0.005918946,0,0.0082702567,27.0323253705,4.89535E-05,8.4890454727,42.5
43,0.0005626667,0.0061272386,0,5.77297E-05,0.0005558419,0.006495979,0,0.0088881963,26.2904183881,0.000057741,8.3360758677,43.5
44,0.0006093333,0.0081059588,0,6.65914E-05,0.0006315387,0.0071744527,0,0.009278072,25.5572089286,6.65694E-05,7.9554255006,44.5
45,0.000656,0.0100846789,0,7.42054E-05,0.0006922063,0.0079218306,0,0.0093614094,24.8255342205,7.41643E-05,7.3600829789,45.5
46,0.0007026667,0.0120633991,0,8.29205E-05,0.0007471458,0.0087286951,0,0.0094928555,24.0920410208,8.28656E-05,6.8395651015,46.5
47,0.0007493333,0.0140421193,0,9.16357E-05,0.0007995584,0.009591384,0,0.0095464814,23.3563695072,9.15698E-05,6.3193954436,47.5
48,0.000796,0.0137981721,0,0.0001085288,0.0008416673,0.0105010327,0,0.010327643,22.6257784349,0.000108458,6.2205229654,48.5
49,0.0008426667,0.0135542249,0,0.0001254219,0.0008800719,0.0114483058,0,0.0109493481,21.9062034751,0.0001253596,6.0305233694,49.5
50,0.0008893333,0.0133102778,0,0.0001452868,0.0009138472,0.0124324883,0,0.01168241,21.1962435819,0.0001452508,5.8883925393,50.5
51,0.000936,0.0130663306,0,0.0001625327,0.0009420569,0.0134503423,0,0.0120846797,20.4928620066,0.0001625533,5.6158578389,51.5
52,0.0009826667,0.0128223834,0,0.0001797786,0.0009635463,0.0145010636,0,0.012404751,19.791163946,0.0001798929,5.3355305504,52.5
53,0.0010293333,0.0158589141,0,0.0002066117,0.001049253,0.0156085434,0,0.0132353001,19.0946714581,0.000206597,5.2430681232,53.5
54,0.001076,0.0188954449,0,0.0002334448,0.0011176643,0.016792728,0,0.0138940006,18.4058483325,0.0002333335,5.0927612528,54.5
55,0.0011226667,0.0219319756,0,0.0002511735,0.0011781529,0.0180414298,0,0.013911411,17.7165451788,0.0002509979,4.7685417081,55.5
56,0.0011693333,0.0249685064,0,0.000277068,0.0012346175,0.0193473246,0,0.0143074337,17.0238912687,0.0002768283,4.5642352969,56.5
57,0.001216,0.0280050371,0,0.0003029625,0.0012889188,0.0207022138,0,0.0146192201,16.3300982122,0.0003026693,4.3461084939,57.5
58,0.0012626667,0.0310179975,0,0.0003639019,0.0013419864,0.0220867266,0,0.0164559431,15.6459062898,0.0003634817,4.4549459915,58.5
59,0.0013093333,0.0340309578,0,0.0004248413,0.0013945223,0.0234806723,0,0.0180679862,14.9802539976,0.0004242768,4.4734345371,59.5
60,0.001356,0.0370439182,0,0.0004886243,0.0014467261,0.0248804166,0,0.0196085034,14.329214834,0.0004879006,4.4455070106,60.5
61,0.0015538,0.0400568785,0,0.0005499204,0.0016668782,0.0263656901,0,0.0208223564,13.688510218,0.0005490393,4.3383091065,61.5
62,0.0017516,0.0423749435,0,0.0006112166,0.0018868173,0.0280222475,0,0.0217733876,13.0528536106,0.0006101939,4.1793588081,62.5
63,0.0019494,0.0429691983,0,0.0007368743,0.0021029884,0.0298196753,0,0.0246643918,12.4313393052,0.0007355591,4.274561102,63.5
64,0.0021472,0.0435634532,0,0.0008625322,0.0023173188,0.0317201493,0,0.0271392601,11.8315349492,0.000860958,4.2712837377,64.5
65,0.002345,0.0465347276,0,0.0009863704,0.0025399178,0.0337259981,0,0.0291853413,11.2461941914,0.0009844243,4.1902899179,65.5
66,0.0025428,0.0471289824,0,0.0011117969,0.0027517454,0.0358353724,0,0.0309617112,10.6694312989,0.0011096666,4.0667784186,66.5
67,0.0027406,0.0483174922,0,0.0012372233,0.0029643828,0.0380419045,0,0.0324585034,10.0965554939,0.0012349481,3.9118176333,67.5
68,0.0029384,0.048911747,0,0.0014969748,0.0031706966,0.0402782745,0,0.037093043,9.5391145791,0.0014942512,4.0125744826,68.5
69,0.0031362,0.0506945116,0,0.0017567263,0.0033855715,0.0424763662,0,0.0412737354,9.007069114,0.0017534073,4.0313027642,69.5
70,0.003334,0.0548542957,0,0.0020536312,0.0036224715,0.044629517,0,0.0459006509,8.4969153484,0.0020488197,4.0420074941,70.5
71,0.0036959,0.0560428055,0,0.0023181686,0.0040187294,0.0468172567,0,0.0493944178,8.0029914933,0.0023128831,3.9448014176,71.5
72,0.0040578,0.0607968444,0,0.002582706,0.0044507936,0.0491490949,0,0.0523962225,7.5162720855,0.0025756881,3.7985995799,72.5
73,0.0044197,0.0649566285,0,0.0030446988,0.0048795323,0.0515497864,0,0.0588623303,7.044614603,0.0030349113,3.8038024438,73.5
74,0.0047816,0.0691164126,0,0.0035066917,0.0053122242,0.0539200553,0,0.0647816125,6.595357968,0.003493708,3.7430887546,74.5
75,0.0051435,0.072087687,0,0.0039475077,0.0057367345,0.0562630319,0,0.0698684282,6.1605861792,0.0039317933,3.6264196296,75.5
76,0.0055054,0.072087687,0,0.0044070354,0.0061293036,0.0585562527,0,0.0749613396,5.7340527969,0.0043903222,3.5028816911,76.5
77,0.0058673,0.0835107847,0,0.004866563,0.0066474358,0.0608330956,0,0.0795642019,5.3102446209,0.0048411513,3.3652292983,77.5
78,0.0062292,0.0849358105,0,0.0057436622,0.0070716615,0.0629165571,0,0.0907481582,4.8986951192,0.0057105447,3.4099610342,78.5
79,0.0065911,0.0863608363,0,0.0066207613,0.0075017354,0.0645543854,0,0.1018965943,4.5093219367,0.0065786985,3.4195685318,79.5
80,0.006953,0.0877858621,0,0.0076426411,0.0079400212,0.0656755647,0,0.1155275916,4.140634174,0.0075877186,3.4468547888,80.5
81,0.0075483077,0.0892108879,0,0.0085366766,0.0086723736,0.0663987072,0,0.1275325289,3.7885864292,0.0084682373,3.3953809509,81.5
82,0.0081436154,0.0906359137,0,0.0094307122,0.0094165736,0.0669242047,0,0.1396603447,3.4441628695,0.0093467095,3.3051201278,82.5
83,0.0087389231,0.095070952,0,0.0108208574,0.0102187249,0.0670627693,0,0.1596013023,3.113378099,0.0107021205,3.2928310643,83.5
84,0.0093342308,0.0995059903,0,0.0122110026,0.0110413655,0.066620459,0,0.1809048173,2.8024031885,0.0120489248,3.2657785283,84.5
85,0.0099295385,0.1039410286,0,0.0153143937,0.0118984891,0.064858605,0,0.2320662966,2.5402435783,0.0150365227,3.5743031723,85.5
86,0.0105248462,0.1083760669,0,0.0158933734,0.0127833752,0.0621239048,0,0.2508223664,2.3181835876,0.0155665289,3.5390709888,86.5
87,0.0111201538,0.1128111052,0,0.016539848,0.0136706991,0.0595912716,0,0.2715072355,2.0798929079,0.0161631408,3.6209798973,87.5
88,0.0117154615,0.1172461435,0,0.017905488,0.014566377,0.0569490241,0,0.3066747221,1.8094287903,0.0174409441,3.9921183708,88.5
89,0.0123107692,0.1216811818,0,0.0211599791,0.0154899168,0.0530800197,0,0.3869150821,1.514777839,0.0204725265,5.1012083786,89.5
90,0.0129060769,0.1261162201,0,0.0246366666,0.0164595744,0.0470819431,0,0.5052781946,1.2418013539,0.0236319266,4.9997639075,90.5
91,0.0135013846,0.1305512584,0,0.0278163937,0.0174684774,0.0390706561,0,0.6854345802,1.0283191141,0.0264226084,5.9675923177,91.5
92,0.0140966923,0.1349862967,0,0.0288859427,0.0184912937,0.0301774221,0,0.9241956729,0.903790568,0.0272603601,7.1433605197,92.5
93,0.014692,0.139421335,0,0.029088396,0.0222562837,0.0245552268,0,0.9999999995,0.8678009991,0.0243761644,7.1086152222,93.5
94,0.014692,0.139421335,0,0.0286474739,0.0230471431,0.0232701156,0,1.0000000017,0.8566058119,0.0232518036,6.6251571871,94.5
95,0.014692,0.139421335,0,0.0286474739,0.0231615533,0.0231312221,0,0.9999999984,0.8455013663,0.0231325392,6.1912243736,95.5
96,0.014692,0.139421335,0,0.0286474739,0.0231559997,0.0231374393,0,1.0000000001,0.8342552152,0.0231378442,5.8017434928,96.5
97,0.014692,0.139421335,0,0.0286474739,0.0231506001,0.0231442858,0,1.0000000041,0.8229660898,0.0231437417,5.4521608904,97.5
98,0.014692,0.139421335,0,0.0286474739,0.0231480346,0.0231466896,0,1.0000000006,0.8119644767,0.0231457604,5.1383893609,98.5
99,0.014692,0.139421335,0,0.0286474739,0.0231480092,0.0231473733,0,1.0000000007,0.8022546754,0.0231463891,4.8567604783,99.5
100,0.014692,0.139421335,0,0.0286474739,0.0231485013,0.0231479087,0,0.999999999,0.7972421943,0.023146921,4.6039815418,103.1026756882
,,,,,,,,,,,,
All ages,NA,0.0199959978,NA,0.0012853053,0.0016449159,0.0144002645,0,0.085562068,8.2286745782,0.0012304929,4.1839034896,75.1939984247
