"DisMod II input and output, database England 2011",,,,,,,,,,,,
"Males, Disease: CHD (Rates * ), sex: Males",,,,,,,,,,,,
"Written 10/09/2015, 15:12:03",,,,,,,,,,,,
Age,Incidence (rates),Prevalence (rates),Remission (rates),Mortality (rates),Incidence (rates),Prevalence (rates),Remission (rates),Case fatality (rates),Duration (years),Mortality (rates),RR mortality (number),Age of onset (years)
41,0.0011989133,0.0141529184,0,0.0001682672,0.0012614086,0.0134586663,6.1414E-06,0.0124962342,26.7027300157,0.0001681983,8.8810259589,41.5
42,0.0013048451,0.0156795666,0,0.0001854135,0.0013734371,0.0149192365,6.1415E-06,0.0124216833,26.0703903393,0.000185339,8.2896051082,42.5
43,0.0014166374,0.01736211,0,0.0002246509,0.0014938091,0.0164985816,6.1415E-06,0.013608926,25.4458199233,0.0002245497,8.4541743642,43.5
44,0.0015343876,0.0192144986,0,0.0002638882,0.0016233156,0.018195032,6.1415E-06,0.014494452,24.8405310718,0.0002637534,8.4210630253,44.5
45,0.0016581398,0.0212514931,0,0.0003031256,0.0017619963,0.0200182837,6.1413E-06,0.015132131,24.2468443568,0.0003029503,8.2382215147,45.5
46,0.0017879357,0.0234886114,0,0.000342363,0.0019098614,0.0219781336,6.1413E-06,0.0155656284,23.6587655756,0.0003421389,7.9388432539,46.5
47,0.0019238168,0.0259420464,0,0.0003816004,0.0020669339,0.0240844817,6.1414E-06,0.015831012,23.0716740758,0.0003813214,7.5475868903,47.5
48,0.002065825,0.0286285497,0,0.0004439717,0.0022337059,0.0263363341,6.1414E-06,0.0168414731,22.491856604,0.0004435904,7.4243704431,48.5
49,0.0022140018,0.0315652766,0,0.0005063431,0.0024106167,0.0287323082,6.1413E-06,0.0176032709,21.9246703157,0.0005058383,7.1601189289,49.5
50,0.002368389,0.0347695868,0,0.0005687145,0.0025974551,0.0312825382,6.1412E-06,0.0181573099,21.3649051934,0.0005680702,6.8039170786,50.5
51,0.0025290282,0.0382587965,0,0.0006310858,0.0027941331,0.0339971081,6.1407E-06,0.0185372992,20.808441569,0.0006302855,6.3948614648,51.5
52,0.0026959611,0.0420498778,0,0.0006934572,0.0030005437,0.0368860908,6.1412E-06,0.0187717215,20.2520293283,0.0006924935,5.9631076153,52.5
53,0.0028692294,0.0461591033,0,0.0007826509,0.0032170044,0.039946898,6.1415E-06,0.0195593908,19.6995724176,0.0007814267,5.6926423017,53.5
54,0.0030488749,0.0506016358,0,0.0008718445,0.0034438397,0.0431766246,6.1414E-06,0.0201552613,19.1544422808,0.0008703373,5.3867213667,54.5
55,0.003234939,0.0553910651,0,0.0009610382,0.0036808302,0.0465852941,6.1415E-06,0.0205885314,18.6130863261,0.000959235,5.0673106337,55.5
56,0.0034274636,0.0605388994,0,0.0010502319,0.0039278157,0.0501826813,6.1412E-06,0.0208836722,18.072592913,0.0010481217,4.7499370503,56.5
57,0.0036264903,0.0660540185,0,0.0011394255,0.0041848989,0.0539784452,6.1408E-06,0.0210615285,17.5305370318,0.001137002,4.4451713703,57.5
58,0.0038320609,0.0719421072,0,0.0012594294,0.0044524614,0.0579679379,6.1413E-06,0.0216740617,16.9892007717,0.0012565494,4.2388212354,58.5
59,0.0040442169,0.0782050856,0,0.0013794334,0.0047305549,0.0621455987,6.1414E-06,0.0221403912,16.4505360438,0.0013760916,4.0296323872,59.5
60,0.004263,0.0848405619,0,0.0014994373,0.0050194281,0.0665204625,0.000006141,0.0224810023,15.9119321987,0.0014956251,3.8216955998,60.5
61,0.0044884725,0.091841337,0,0.0016194412,0.0053192665,0.071101636,6.1413E-06,0.022713509,15.3712710648,0.0016151604,3.617580654,61.5
62,0.0047207785,0.0991949902,0,0.0017394451,0.0056296114,0.0758979535,6.1417E-06,0.022853038,14.8268644147,0.0017347055,3.4188685266,62.5
63,0.0049600828,0.1068835812,0,0.0019211535,0.0059530867,0.0808908987,6.1405E-06,0.023678872,14.2825248409,0.0019156357,3.3008196361,63.5
64,0.0052065501,0.1148834983,0,0.0021028619,0.0062887095,0.0860613751,0.000006141,0.024358114,13.7416817709,0.0020965467,3.1695457841,64.5
65,0.005460345,0.1231654808,0,0.0022845703,0.0066373142,0.0914184667,6.1408E-06,0.0249097516,13.2023915592,0.0022774885,3.0284676764,65.5
66,0.0057216324,0.1316948364,0,0.0024662787,0.0069991435,0.0969715054,0.000006141,0.0253488103,12.6633004689,0.0024584125,2.8802661884,66.5
67,0.0059905769,0.1404318636,0,0.0026479871,0.0073749555,0.1027300201,6.1411E-06,0.0256894737,12.1236242092,0.0026394034,2.7273849553,67.5
68,0.0062673431,0.1493324789,0,0.0029987771,0.0077659101,0.1086294297,6.1405E-06,0.0275058609,11.5913415548,0.0029883172,2.6676379271,68.5
69,0.0065520959,0.1583490332,0,0.0033495671,0.0081730966,0.1146018482,6.1414E-06,0.0291161214,11.0735715606,0.0033371803,2.585810442,69.5
70,0.006845,0.1674312897,0,0.0037003571,0.0085962582,0.1206555996,6.1408E-06,0.0305459868,10.5681976886,0.0036860109,2.4923878943,70.5
71,0.0071474144,0.1765275231,0,0.0040511471,0.0090383369,0.126800127,6.1409E-06,0.03181593,10.0731896372,0.0040347785,2.3954699868,71.5
72,0.0074654759,0.1855856889,0,0.004401937,0.0095070152,0.1330494615,6.1404E-06,0.0329429317,9.5863554945,0.0043836033,2.3010527208,72.5
73,0.0078065157,0.1945546095,0,0.0049471741,0.0100140282,0.1393433066,6.1404E-06,0.0353414943,9.110827756,0.0049252392,2.2626077424,73.5
74,0.0081778648,0.2033851174,0,0.0054924111,0.0105705001,0.1456271596,6.1409E-06,0.0375339025,8.6490672757,0.0054666726,2.2173090736,74.5
75,0.0085868544,0.2120311038,0,0.0060376482,0.0111869536,0.1519403887,6.1408E-06,0.0395371916,8.1976336327,0.006008099,2.1662282994,75.5
76,0.0090408157,0.2204504261,0,0.0065828852,0.0118757872,0.1583322639,6.1407E-06,0.0413603074,7.7536366045,0.0065495713,2.1097712629,76.5
77,0.0095470797,0.2286056392,0,0.0071281223,0.012647937,0.1648621572,6.1407E-06,0.0430061374,7.3146970023,0.0070910983,2.0480639207,77.5
78,0.0101129777,0.2364645288,0,0.0081374535,0.0135169543,0.1714104064,6.1409E-06,0.0472002345,6.8870403638,0.0080917836,2.041319887,78.5
79,0.0107458408,0.2440004383,0,0.0091467847,0.0144961434,0.177858691,6.1413E-06,0.0511124521,6.4770492555,0.0090921445,2.0154632484,79.5
80,0.011453,0.2511923934,0,0.0101561159,0.0155982089,0.1842940141,6.1405E-06,0.0547539764,6.0834075467,0.0100923925,1.9724791541,80.5
81,0.0122372851,0.2580250411,0,0.0111654471,0.0168296454,0.1908118703,6.1405E-06,0.058124191,5.706229242,0.0110926062,1.9143094223,81.5
82,0.01308352,0.2644884263,0,0.0121747784,0.0181699939,0.1975026659,6.1404E-06,0.0612200997,5.3473764333,0.0120932609,1.8432595777,82.5
83,0.013972027,0.2705776354,0,0.013955596,0.0195894695,0.2041361459,6.1408E-06,0.0678601222,5.0185519658,0.0138550959,1.8098401176,83.5
84,0.0148831287,0.2762923413,0,0.0157364136,0.0210605227,0.2104444012,6.1414E-06,0.0741920447,4.7312103161,0.0156159287,1.7681072648,84.5
85,0.0157971474,0.2816362791,0,0.0175172312,0.0225517852,0.2164474894,6.1408E-06,0.0802646929,4.4847292023,0.0173759131,1.7325204496,85.5
86,0.0166944055,0.2866166861,0,0.0192980489,0.0240311511,0.222141703,6.1412E-06,0.0861280637,4.2717807886,0.0191355829,1.7145122093,86.5
87,0.0175552255,0.2912437302,0,0.0210788665,0.0254660105,0.2274996463,6.1414E-06,0.0918301733,4.0751212103,0.0208943042,1.7246821084,87.5
88,0.0183599297,0.2955299504,0,0.0231488075,0.0268184357,0.232360491,6.1413E-06,0.0986989638,3.8674493863,0.0229363699,1.7868421135,88.5
89,0.0190888407,0.2994897267,0,0.0252187485,0.0280630502,0.2365358716,6.1415E-06,0.1055801943,3.6112433339,0.024975491,1.9163773285,89.5
90,0.0197222808,0.3031387906,0,0.0272886895,0.0291639203,0.2399264454,6.1412E-06,0.1125754486,3.3640033774,0.0270107712,1.7385226554,90.5
91,0.0202405724,0.3064937868,0,0.0293586304,0.0300865249,0.242405609,6.1414E-06,0.1198059199,3.171877712,0.0290409952,1.7204476946,91.5
92,0.020624038,0.3095718876,0,0.0314285714,0.0307983771,0.2438202866,6.1416E-06,0.1274144883,2.9948882204,0.0310633294,1.7034500454,92.5
93,0.020853,0.3123904637,0,0.0327650156,0.031262281,0.2442540442,6.1406E-06,0.1325098931,2.8308224507,0.0323614457,1.6728004391,93.5
94,0.0209183179,0.3149668076,0,0.0341014597,0.0314540605,0.2437884989,6.1414E-06,0.1380678438,2.677121104,0.0336522812,1.645854756,94.5
95,0.0208908841,0.3173179097,0,0.0354379038,0.031491947,0.2422576661,6.1411E-06,0.144240215,2.5349047714,0.0349331319,1.6228186091,95.5
96,0.0208908841,0.3194602791,0,0.0367743479,0.0315754412,0.2396110963,6.1407E-06,0.1511436975,2.406186678,0.0362020404,1.6036343871,96.5
97,0.0208908841,0.3214098083,0,0.0381107921,0.0316588177,0.2358583478,0.000006141,0.158889586,2.2944108632,0.0374576638,1.5881798246,97.5
98,0.0208908841,0.3231816723,0,0.0394472362,0.0317412508,0.230991366,6.1414E-06,0.167623731,2.205629178,0.0386970015,1.5764313231,98.5
99,0.0208908841,0.3247902613,0,0.0394472362,0.0318178435,0.2254888094,6.1406E-06,0.1714675634,2.1448246013,0.0386409239,1.5490353012,99.5
100,0.0208908841,0.3262491378,0,0.0394472362,0.0318860318,0.219879925,6.1413E-06,0.1755927497,2.1203764998,0.0385856975,1.5247822445,102.488531159
,,,,,,,,,,,,
All ages,NA,0.0468769195,NA,0.0013973332,0.0029872434,0.0361503367,6.1431E-06,0.0384073719,13.1181399164,0.0013885591,2.6311986051,66.0674712148
