"age","sex","qimd","year","pop"
95,"1","2","2004",3864.20000000019
96,"1","2","2004",3864.19999999925
97,"1","2","2004",3864.20000000019
98,"1","2","2004",3864.20000000019
99,"1","2","2004",3864.20000000019
100,"1","2","2004",3864.24035034887
0,"1","3","2004",56385
1,"1","3","2004",53065.75
2,"1","3","2004",53065.75
3,"1","3","2004",53065.75
4,"1","3","2004",53065.75
5,"1","3","2004",57679.6
6,"1","3","2004",57679.6
7,"1","3","2004",57679.6
8,"1","3","2004",57679.6
9,"1","3","2004",57679.6
10,"1","3","2004",62279
11,"1","3","2004",62279
12,"1","3","2004",62279
13,"1","3","2004",62279
14,"1","3","2004",62279
15,"1","3","2004",61851.8
16,"1","3","2004",61851.7999999999
17,"1","3","2004",61851.7999999999
18,"1","3","2004",61851.8
19,"1","3","2004",61851.8
20,"1","3","2004",64859.6000000001
21,"1","3","2004",64859.5999999999
22,"1","3","2004",64859.6000000001
23,"1","3","2004",64859.5999999999
24,"1","3","2004",64859.6000000001
25,"1","3","2004",64312.2
26,"1","3","2004",64312.2
27,"1","3","2004",64312.2000000002
28,"1","3","2004",64312.2
29,"1","3","2004",64312.2
30,"1","3","2004",73703.6000000001
31,"1","3","2004",73703.5999999999
32,"1","3","2004",73703.6000000001
33,"1","3","2004",73703.5999999999
34,"1","3","2004",73703.6000000001
35,"1","3","2004",78825.2000000002
36,"1","3","2004",78825.1999999997
37,"1","3","2004",78825.2000000002
38,"1","3","2004",78825.1999999997
39,"1","3","2004",78825.2000000002
40,"1","3","2004",74637.6000000001
41,"1","3","2004",74637.6000000001
42,"1","3","2004",74637.5999999996
43,"1","3","2004",74637.6000000001
44,"1","3","2004",74637.6000000001
45,"1","3","2004",65528.2000000002
46,"1","3","2004",65528.1999999997
47,"1","3","2004",65528.2000000002
48,"1","3","2004",65528.1999999997
49,"1","3","2004",65528.2000000002
50,"1","3","2004",61836.6000000001
51,"1","3","2004",61836.6000000001
52,"1","3","2004",61836.5999999996
53,"1","3","2004",61836.6000000001
54,"1","3","2004",61836.6000000001
55,"1","3","2004",66695.2000000002
56,"1","3","2004",66695.1999999997
57,"1","3","2004",66695.2000000002
58,"1","3","2004",66695.1999999997
59,"1","3","2004",66695.2000000002
60,"1","3","2004",51687.2000000002
61,"1","3","2004",51687.1999999997
62,"1","3","2004",51687.2000000002
63,"1","3","2004",51687.1999999997
64,"1","3","2004",51687.2000000002
65,"1","3","2004",45111.5999999996
66,"1","3","2004",45111.6000000006
67,"1","3","2004",45111.5999999996
68,"1","3","2004",45111.6000000006
69,"1","3","2004",45111.5999999996
70,"1","3","2004",37817.5999999996
71,"1","3","2004",37817.6000000006
72,"1","3","2004",37817.5999999996
73,"1","3","2004",37817.6000000006
74,"1","3","2004",37817.5999999996
75,"1","3","2004",29448.2000000002
76,"1","3","2004",29448.2000000002
77,"1","3","2004",29448.1999999993
78,"1","3","2004",29448.2000000002
79,"1","3","2004",29448.2000000002
80,"1","3","2004",20437.2000000002
81,"1","3","2004",20437.2000000002
82,"1","3","2004",20437.1999999993
83,"1","3","2004",20437.2000000002
84,"1","3","2004",20437.2000000002
85,"1","3","2004",8410.20000000019
86,"1","3","2004",8410.20000000019
87,"1","3","2004",8410.19999999925
88,"1","3","2004",8410.20000000019
89,"1","3","2004",8410.20000000019
90,"1","3","2004",3749
91,"1","3","2004",3749
92,"1","3","2004",3749
93,"1","3","2004",3749
94,"1","3","2004",3749
95,"1","3","2004",3749
96,"1","3","2004",3749
97,"1","3","2004",3749
98,"1","3","2004",3749
99,"1","3","2004",3749
100,"1","3","2004",3749.04192979448
0,"1","4","2004",64261
1,"1","4","2004",58287
2,"1","4","2004",58287
3,"1","4","2004",58287
4,"1","4","2004",58287
5,"1","4","2004",61268.4
6,"1","4","2004",61268.4
7,"1","4","2004",61268.4
8,"1","4","2004",61268.4
9,"1","4","2004",61268.4
10,"1","4","2004",64717.4
11,"1","4","2004",64717.4
12,"1","4","2004",64717.3999999999
13,"1","4","2004",64717.4
14,"1","4","2004",64717.4
15,"1","4","2004",64614
16,"1","4","2004",64614
17,"1","4","2004",64614
18,"1","4","2004",64614
19,"1","4","2004",64614
20,"1","4","2004",73095.8
21,"1","4","2004",73095.8
22,"1","4","2004",73095.7999999998
23,"1","4","2004",73095.8
24,"1","4","2004",73095.8
25,"1","4","2004",74109.8
26,"1","4","2004",74109.8
27,"1","4","2004",74109.8
28,"1","4","2004",74109.7999999998
29,"1","4","2004",74109.8
30,"1","4","2004",80529.4000000001
31,"1","4","2004",80529.3999999997
32,"1","4","2004",80529.4000000004
33,"1","4","2004",80529.3999999999
34,"1","4","2004",80529.3999999999
35,"1","4","2004",80438.6000000001
36,"1","4","2004",80438.6000000001
37,"1","4","2004",80438.5999999996
38,"1","4","2004",80438.6000000001
39,"1","4","2004",80438.6000000001
40,"1","4","2004",72344.7999999998
41,"1","4","2004",72344.8000000003
42,"1","4","2004",72344.7999999998
43,"1","4","2004",72344.8000000003
44,"1","4","2004",72344.7999999998
45,"1","4","2004",61255
46,"1","4","2004",61255
47,"1","4","2004",61255
48,"1","4","2004",61255
49,"1","4","2004",61255
50,"1","4","2004",55638.3999999999
51,"1","4","2004",55638.4000000004
52,"1","4","2004",55638.3999999999
53,"1","4","2004",55638.3999999999
54,"1","4","2004",55638.3999999999
55,"1","4","2004",56274.6000000001
56,"1","4","2004",56274.6000000001
57,"1","4","2004",56274.6000000001
58,"1","4","2004",56274.5999999996
59,"1","4","2004",56274.6000000001
60,"1","4","2004",43909.8000000003
61,"1","4","2004",43909.7999999998
62,"1","4","2004",43909.7999999998
63,"1","4","2004",43909.8000000003
64,"1","4","2004",43909.7999999998
65,"1","4","2004",38948.7999999998
66,"1","4","2004",38948.7999999998
67,"1","4","2004",38948.8000000007
68,"1","4","2004",38948.7999999998
69,"1","4","2004",38948.7999999998
70,"1","4","2004",32634.4000000004
71,"1","4","2004",32634.3999999994
72,"1","4","2004",32634.4000000004
73,"1","4","2004",32634.3999999994
74,"1","4","2004",32634.4000000004
75,"1","4","2004",25873.2000000002
76,"1","4","2004",25873.2000000002
77,"1","4","2004",25873.2000000002
78,"1","4","2004",25873.1999999993
79,"1","4","2004",25873.2000000002
80,"1","4","2004",18181.2000000002
81,"1","4","2004",18181.2000000002
82,"1","4","2004",18181.2000000002
83,"1","4","2004",18181.1999999993
84,"1","4","2004",18181.2000000002
85,"1","4","2004",7127.60000000056
86,"1","4","2004",7127.59999999963
87,"1","4","2004",7127.59999999963
88,"1","4","2004",7127.60000000056
89,"1","4","2004",7127.59999999963
90,"1","4","2004",3076.60000000056
91,"1","4","2004",3076.59999999963
92,"1","4","2004",3076.59999999963
93,"1","4","2004",3076.60000000056
94,"1","4","2004",3076.59999999963
95,"1","4","2004",3076.60000000056
96,"1","4","2004",3076.59999999963
97,"1","4","2004",3076.59999999963
98,"1","4","2004",3076.60000000056
99,"1","4","2004",3076.59999999963
100,"1","4","2004",3076.63643324375
0,"1","5","2004",78727
1,"1","5","2004",72217.75
2,"1","5","2004",72217.75
3,"1","5","2004",72217.75
4,"1","5","2004",72217.75
5,"1","5","2004",72685.6
6,"1","5","2004",72685.6
7,"1","5","2004",72685.6
8,"1","5","2004",72685.6
9,"1","5","2004",72685.6
10,"1","5","2004",73704.4
11,"1","5","2004",73704.4
12,"1","5","2004",73704.3999999999
13,"1","5","2004",73704.4
14,"1","5","2004",73704.4
15,"1","5","2004",73434.3999999999
16,"1","5","2004",73434.4000000001
17,"1","5","2004",73434.3999999999
18,"1","5","2004",73434.4000000001
19,"1","5","2004",73434.3999999999
20,"1","5","2004",76272.2
21,"1","5","2004",76272.2
22,"1","5","2004",76272.2
23,"1","5","2004",76272.2000000002
24,"1","5","2004",76272.2
25,"1","5","2004",73085.3999999999
26,"1","5","2004",73085.4000000001
27,"1","5","2004",73085.3999999999
28,"1","5","2004",73085.4000000001
29,"1","5","2004",73085.3999999999
30,"1","5","2004",78138.6000000001
31,"1","5","2004",78138.5999999996
32,"1","5","2004",78138.6000000001
33,"1","5","2004",78138.6000000001
34,"1","5","2004",78138.6000000001
35,"1","5","2004",77112
36,"1","5","2004",77112
37,"1","5","2004",77112
38,"1","5","2004",77112
39,"1","5","2004",77112
40,"1","5","2004",68455
41,"1","5","2004",68455
42,"1","5","2004",68455
43,"1","5","2004",68455
44,"1","5","2004",68455
45,"1","5","2004",57683.3999999999
46,"1","5","2004",57683.3999999999
47,"1","5","2004",57683.4000000004
48,"1","5","2004",57683.3999999999
49,"1","5","2004",57683.3999999999
50,"1","5","2004",51688.7999999998
51,"1","5","2004",51688.8000000003
52,"1","5","2004",51688.7999999998
53,"1","5","2004",51688.8000000003
54,"1","5","2004",51688.7999999998
55,"1","5","2004",49782
56,"1","5","2004",49782
57,"1","5","2004",49782
58,"1","5","2004",49782
59,"1","5","2004",49782
60,"1","5","2004",39697.6000000001
61,"1","5","2004",39697.6000000001
62,"1","5","2004",39697.5999999996
63,"1","5","2004",39697.6000000006
64,"1","5","2004",39697.5999999996
65,"1","5","2004",36780.5999999996
66,"1","5","2004",36780.6000000006
67,"1","5","2004",36780.5999999996
68,"1","5","2004",36780.6000000006
69,"1","5","2004",36780.5999999996
70,"1","5","2004",30172.4000000004
71,"1","5","2004",30172.3999999994
72,"1","5","2004",30172.4000000004
73,"1","5","2004",30172.3999999994
74,"1","5","2004",30172.4000000004
75,"1","5","2004",23261.5999999996
76,"1","5","2004",23261.6000000006
77,"1","5","2004",23261.5999999996
78,"1","5","2004",23261.6000000006
79,"1","5","2004",23261.5999999996
80,"1","5","2004",16094.5999999996
81,"1","5","2004",16094.6000000006
82,"1","5","2004",16094.5999999996
83,"1","5","2004",16094.6000000006
84,"1","5","2004",16094.5999999996
85,"1","5","2004",5926.20000000019
86,"1","5","2004",5926.20000000019
87,"1","5","2004",5926.19999999925
88,"1","5","2004",5926.20000000019
89,"1","5","2004",5926.20000000019
90,"1","5","2004",2533.40000000037
91,"1","5","2004",2533.39999999944
92,"1","5","2004",2533.40000000037
93,"1","5","2004",2533.39999999944
94,"1","5","2004",2533.40000000037
95,"1","5","2004",2533.40000000037
96,"1","5","2004",2533.39999999944
97,"1","5","2004",2533.40000000037
98,"1","5","2004",2533.39999999944
99,"1","5","2004",2533.40000000037
100,"1","5","2004",2533.43050229084
0,"2","1","2004",50737
1,"2","1","2004",53029.25
2,"2","1","2004",53029.25
3,"2","1","2004",53029.25
4,"2","1","2004",53029.25
5,"2","1","2004",60055
6,"2","1","2004",60055
7,"2","1","2004",60055
8,"2","1","2004",60055
9,"2","1","2004",60055
10,"2","1","2004",64135.2
11,"2","1","2004",64135.2000000001
12,"2","1","2004",64135.2
13,"2","1","2004",64135.2000000001
14,"2","1","2004",64135.2
15,"2","1","2004",60899
16,"2","1","2004",60899
17,"2","1","2004",60899
18,"2","1","2004",60899
19,"2","1","2004",60899
20,"2","1","2004",45332.2
21,"2","1","2004",45332.2
22,"2","1","2004",45332.2000000002
23,"2","1","2004",45332.2
24,"2","1","2004",45332.2
25,"2","1","2004",47325.5999999999
26,"2","1","2004",47325.6000000001
27,"2","1","2004",47325.6000000001
28,"2","1","2004",47325.5999999999
29,"2","1","2004",47325.6000000001
30,"2","1","2004",65933
31,"2","1","2004",65933
32,"2","1","2004",65933
33,"2","1","2004",65933
34,"2","1","2004",65933
35,"2","1","2004",81822.3999999999
36,"2","1","2004",81822.3999999999
37,"2","1","2004",81822.3999999999
38,"2","1","2004",81822.4000000004
39,"2","1","2004",81822.3999999999
40,"2","1","2004",83732
41,"2","1","2004",83732
42,"2","1","2004",83732
43,"2","1","2004",83732
44,"2","1","2004",83732
45,"2","1","2004",73827.3999999999
46,"2","1","2004",73827.3999999999
47,"2","1","2004",73827.3999999999
48,"2","1","2004",73827.4000000004
49,"2","1","2004",73827.3999999999
50,"2","1","2004",70417
51,"2","1","2004",70417
52,"2","1","2004",70417
53,"2","1","2004",70417
54,"2","1","2004",70417
55,"2","1","2004",76361.3999999999
56,"2","1","2004",76361.3999999999
57,"2","1","2004",76361.3999999999
58,"2","1","2004",76361.4000000004
59,"2","1","2004",76361.3999999999
60,"2","1","2004",56675.1999999997
61,"2","1","2004",56675.2000000002
62,"2","1","2004",56675.2000000002
63,"2","1","2004",56675.1999999997
64,"2","1","2004",56675.2000000002
65,"2","1","2004",49432.2000000002
66,"2","1","2004",49432.1999999993
67,"2","1","2004",49432.2000000002
68,"2","1","2004",49432.2000000002
69,"2","1","2004",49432.2000000002
70,"2","1","2004",43148.3999999994
71,"2","1","2004",43148.4000000004
72,"2","1","2004",43148.4000000004
73,"2","1","2004",43148.3999999994
74,"2","1","2004",43148.4000000004
75,"2","1","2004",36355.3999999994
76,"2","1","2004",36355.4000000004
77,"2","1","2004",36355.4000000004
78,"2","1","2004",36355.3999999994
79,"2","1","2004",36355.4000000004
80,"2","1","2004",29728
81,"2","1","2004",29728
82,"2","1","2004",29728
83,"2","1","2004",29728
84,"2","1","2004",29728
85,"2","1","2004",15038.3999999994
86,"2","1","2004",15038.4000000004
87,"2","1","2004",15038.4000000004
88,"2","1","2004",15038.3999999994
89,"2","1","2004",15038.4000000004
90,"2","1","2004",10059
91,"2","1","2004",10059
92,"2","1","2004",10059
93,"2","1","2004",10059
94,"2","1","2004",10059
95,"2","1","2004",10059
96,"2","1","2004",10059
97,"2","1","2004",10059
98,"2","1","2004",10059
99,"2","1","2004",10059
100,"2","1","2004",10059.0447691465
0,"2","2","2004",50402
1,"2","2","2004",49777.75
2,"2","2","2004",49777.75
3,"2","2","2004",49777.75
4,"2","2","2004",49777.75
5,"2","2","2004",55501.8
6,"2","2","2004",55501.8
7,"2","2","2004",55501.8
8,"2","2","2004",55501.8
9,"2","2","2004",55501.8
10,"2","2","2004",60115.2
11,"2","2","2004",60115.2000000001
12,"2","2","2004",60115.2
13,"2","2","2004",60115.2000000001
14,"2","2","2004",60115.2
15,"2","2","2004",59441.6
16,"2","2","2004",59441.6
17,"2","2","2004",59441.6000000001
18,"2","2","2004",59441.5999999999
19,"2","2","2004",59441.6000000001
20,"2","2","2004",53584.2
21,"2","2","2004",53584.2
22,"2","2","2004",53584.2000000002
23,"2","2","2004",53584.2
24,"2","2","2004",53584.2
25,"2","2","2004",54437.8
26,"2","2","2004",54437.8
27,"2","2","2004",54437.7999999998
28,"2","2","2004",54437.8
29,"2","2","2004",54437.8
30,"2","2","2004",68781.2
31,"2","2","2004",68781.2
32,"2","2","2004",68781.2000000002
33,"2","2","2004",68781.2
34,"2","2","2004",68781.2
35,"2","2","2004",79608.3999999999
36,"2","2","2004",79608.3999999999
37,"2","2","2004",79608.4000000004
38,"2","2","2004",79608.3999999999
39,"2","2","2004",79608.3999999999
40,"2","2","2004",78589.3999999999
41,"2","2","2004",78589.3999999999
42,"2","2","2004",78589.3999999999
43,"2","2","2004",78589.4000000004
44,"2","2","2004",78589.3999999999
45,"2","2","2004",70564.7999999998
46,"2","2","2004",70564.8000000003
47,"2","2","2004",70564.7999999998
48,"2","2","2004",70564.7999999998
49,"2","2","2004",70564.8000000003
50,"2","2","2004",68672
51,"2","2","2004",68672
52,"2","2","2004",68672
53,"2","2","2004",68672
54,"2","2","2004",68672
55,"2","2","2004",75595
56,"2","2","2004",75595
57,"2","2","2004",75595
58,"2","2","2004",75595
59,"2","2","2004",75595
60,"2","2","2004",58235.7999999998
61,"2","2","2004",58235.8000000003
62,"2","2","2004",58235.7999999998
63,"2","2","2004",58235.7999999998
64,"2","2","2004",58235.8000000003
65,"2","2","2004",50992.4000000004
66,"2","2","2004",50992.3999999994
67,"2","2","2004",50992.4000000004
68,"2","2","2004",50992.3999999994
69,"2","2","2004",50992.4000000004
70,"2","2","2004",45114.5999999996
71,"2","2","2004",45114.6000000006
72,"2","2","2004",45114.5999999996
73,"2","2","2004",45114.6000000006
74,"2","2","2004",45114.5999999996
75,"2","2","2004",38906.5999999996
76,"2","2","2004",38906.6000000006
77,"2","2","2004",38906.5999999996
78,"2","2","2004",38906.6000000006
79,"2","2","2004",38906.5999999996
80,"2","2","2004",32948.2000000002
81,"2","2","2004",32948.2000000002
82,"2","2","2004",32948.1999999993
83,"2","2","2004",32948.2000000002
84,"2","2","2004",32948.2000000002
85,"2","2","2004",17293.4000000004
86,"2","2","2004",17293.3999999994
87,"2","2","2004",17293.4000000004
88,"2","2","2004",17293.3999999994
89,"2","2","2004",17293.4000000004
90,"2","2","2004",11497.7999999998
91,"2","2","2004",11497.7999999998
92,"2","2","2004",11497.8000000007
93,"2","2","2004",11497.7999999998
94,"2","2","2004",11497.7999999998
95,"2","2","2004",11497.7999999998
96,"2","2","2004",11497.7999999998
97,"2","2","2004",11497.8000000007
98,"2","2","2004",11497.7999999998
99,"2","2","2004",11497.7999999998
100,"2","2","2004",11497.8521254547
0,"2","3","2004",53212
1,"2","3","2004",50318
2,"2","3","2004",50318
3,"2","3","2004",50318
4,"2","3","2004",50318
5,"2","3","2004",55010
6,"2","3","2004",55010
7,"2","3","2004",55010
8,"2","3","2004",55010
9,"2","3","2004",55010
10,"2","3","2004",59133.6
11,"2","3","2004",59133.6
12,"2","3","2004",59133.6000000001
13,"2","3","2004",59133.6
14,"2","3","2004",59133.6
15,"2","3","2004",59938
16,"2","3","2004",59938
17,"2","3","2004",59938
18,"2","3","2004",59938
19,"2","3","2004",59938
20,"2","3","2004",63029
21,"2","3","2004",63029
22,"2","3","2004",63029
23,"2","3","2004",63029
24,"2","3","2004",63029
25,"2","3","2004",63844.6000000001
26,"2","3","2004",63844.5999999999
27,"2","3","2004",63844.6000000001
28,"2","3","2004",63844.5999999999
29,"2","3","2004",63844.6000000001
30,"2","3","2004",73229.3999999999
31,"2","3","2004",73229.4000000001
32,"2","3","2004",73229.3999999999
33,"2","3","2004",73229.3999999999
34,"2","3","2004",73229.4000000001
35,"2","3","2004",78461.2000000002
36,"2","3","2004",78461.1999999997
37,"2","3","2004",78461.2000000002
38,"2","3","2004",78461.1999999997
39,"2","3","2004",78461.2000000002
40,"2","3","2004",74948.6000000001
41,"2","3","2004",74948.6000000001
42,"2","3","2004",74948.5999999996
43,"2","3","2004",74948.6000000001
44,"2","3","2004",74948.6000000001
45,"2","3","2004",66298.7999999998
46,"2","3","2004",66298.8000000003
47,"2","3","2004",66298.7999999998
48,"2","3","2004",66298.8000000003
49,"2","3","2004",66298.7999999998
50,"2","3","2004",63799.3999999999
51,"2","3","2004",63799.3999999999
52,"2","3","2004",63799.4000000004
53,"2","3","2004",63799.3999999999
54,"2","3","2004",63799.3999999999
55,"2","3","2004",68473.3999999999
56,"2","3","2004",68473.3999999999
57,"2","3","2004",68473.4000000004
58,"2","3","2004",68473.3999999999
59,"2","3","2004",68473.3999999999
60,"2","3","2004",53917
61,"2","3","2004",53917
62,"2","3","2004",53917
63,"2","3","2004",53917
64,"2","3","2004",53917
65,"2","3","2004",48330
66,"2","3","2004",48330
67,"2","3","2004",48330
68,"2","3","2004",48330
69,"2","3","2004",48330
70,"2","3","2004",44032.2000000002
71,"2","3","2004",44032.2000000002
72,"2","3","2004",44032.1999999993
73,"2","3","2004",44032.2000000002
74,"2","3","2004",44032.2000000002
75,"2","3","2004",38939.5999999996
76,"2","3","2004",38939.6000000006
77,"2","3","2004",38939.5999999996
78,"2","3","2004",38939.6000000006
79,"2","3","2004",38939.5999999996
80,"2","3","2004",33831.4000000004
81,"2","3","2004",33831.3999999994
82,"2","3","2004",33831.4000000004
83,"2","3","2004",33831.3999999994
84,"2","3","2004",33831.4000000004
85,"2","3","2004",17963.4000000004
86,"2","3","2004",17963.3999999994
87,"2","3","2004",17963.4000000004
88,"2","3","2004",17963.3999999994
89,"2","3","2004",17963.4000000004
90,"2","3","2004",11900.2000000002
91,"2","3","2004",11900.2000000002
92,"2","3","2004",11900.1999999993
93,"2","3","2004",11900.2000000002
94,"2","3","2004",11900.2000000002
95,"2","3","2004",11900.2000000002
96,"2","3","2004",11900.2000000002
97,"2","3","2004",11900.1999999993
98,"2","3","2004",11900.2000000002
99,"2","3","2004",11900.2000000002
100,"2","3","2004",11900.2545385743
0,"2","4","2004",61002
1,"2","4","2004",55406.75
2,"2","4","2004",55406.75
3,"2","4","2004",55406.75
4,"2","4","2004",55406.75
5,"2","4","2004",58553.4
6,"2","4","2004",58553.4
7,"2","4","2004",58553.4
8,"2","4","2004",58553.4
9,"2","4","2004",58553.4
10,"2","4","2004",62111.2
11,"2","4","2004",62111.2000000001
12,"2","4","2004",62111.2
13,"2","4","2004",62111.2000000001
14,"2","4","2004",62111.2
15,"2","4","2004",63285.4
16,"2","4","2004",63285.4
17,"2","4","2004",63285.3999999999
18,"2","4","2004",63285.4000000001
19,"2","4","2004",63285.3999999999
20,"2","4","2004",74956.2
21,"2","4","2004",74956.2
22,"2","4","2004",74956.2000000002
23,"2","4","2004",74956.2
24,"2","4","2004",74956.2
25,"2","4","2004",74730.8
26,"2","4","2004",74730.8
27,"2","4","2004",74730.7999999998
28,"2","4","2004",74730.8
29,"2","4","2004",74730.8
30,"2","4","2004",78779.3999999999
31,"2","4","2004",78779.3999999999
32,"2","4","2004",78779.4000000004
33,"2","4","2004",78779.3999999999
34,"2","4","2004",78779.3999999999
35,"2","4","2004",79589.6000000001
36,"2","4","2004",79589.6000000001
37,"2","4","2004",79589.5999999996
38,"2","4","2004",79589.6000000001
39,"2","4","2004",79589.6000000001
40,"2","4","2004",72554
41,"2","4","2004",72554
42,"2","4","2004",72554
43,"2","4","2004",72554
44,"2","4","2004",72554
45,"2","4","2004",61613.2000000002
46,"2","4","2004",61613.1999999997
47,"2","4","2004",61613.2000000002
48,"2","4","2004",61613.1999999997
49,"2","4","2004",61613.2000000002
50,"2","4","2004",56370.3999999999
51,"2","4","2004",56370.3999999999
52,"2","4","2004",56370.4000000004
53,"2","4","2004",56370.3999999999
54,"2","4","2004",56370.3999999999
55,"2","4","2004",57557
56,"2","4","2004",57557
57,"2","4","2004",57557
58,"2","4","2004",57557
59,"2","4","2004",57557
60,"2","4","2004",46010.3999999999
61,"2","4","2004",46010.3999999999
62,"2","4","2004",46010.4000000004
63,"2","4","2004",46010.3999999999
64,"2","4","2004",46010.3999999999
65,"2","4","2004",42792.5999999996
66,"2","4","2004",42792.6000000006
67,"2","4","2004",42792.5999999996
68,"2","4","2004",42792.6000000006
69,"2","4","2004",42792.5999999996
70,"2","4","2004",39684
71,"2","4","2004",39684
72,"2","4","2004",39684
73,"2","4","2004",39684
74,"2","4","2004",39684
75,"2","4","2004",36278.5999999996
76,"2","4","2004",36278.6000000006
77,"2","4","2004",36278.5999999996
78,"2","4","2004",36278.6000000006
79,"2","4","2004",36278.5999999996
80,"2","4","2004",31387
81,"2","4","2004",31387
82,"2","4","2004",31387
83,"2","4","2004",31387
84,"2","4","2004",31387
85,"2","4","2004",16157.4000000004
86,"2","4","2004",16157.3999999994
87,"2","4","2004",16157.4000000004
88,"2","4","2004",16157.3999999994
89,"2","4","2004",16157.4000000004
90,"2","4","2004",10467.4000000004
91,"2","4","2004",10467.3999999994
92,"2","4","2004",10467.4000000004
93,"2","4","2004",10467.3999999994
94,"2","4","2004",10467.4000000004
95,"2","4","2004",10467.4000000004
96,"2","4","2004",10467.3999999994
97,"2","4","2004",10467.4000000004
98,"2","4","2004",10467.3999999994
99,"2","4","2004",10467.4000000004
100,"2","4","2004",10467.4511774229
0,"2","5","2004",75387
1,"2","5","2004",69096.5
2,"2","5","2004",69096.5
3,"2","5","2004",69096.5
4,"2","5","2004",69096.5
5,"2","5","2004",69475
6,"2","5","2004",69475
7,"2","5","2004",69475
8,"2","5","2004",69475
9,"2","5","2004",69475
10,"2","5","2004",70490.8
11,"2","5","2004",70490.7999999999
12,"2","5","2004",70490.8
13,"2","5","2004",70490.7999999999
14,"2","5","2004",70490.8
15,"2","5","2004",72542.6000000001
16,"2","5","2004",72542.5999999999
17,"2","5","2004",72542.6000000001
18,"2","5","2004",72542.6000000001
19,"2","5","2004",72542.5999999999
20,"2","5","2004",81930.6000000001
21,"2","5","2004",81930.5999999999
22,"2","5","2004",81930.6000000001
23,"2","5","2004",81930.6000000001
24,"2","5","2004",81930.5999999999
25,"2","5","2004",75425.6000000001
26,"2","5","2004",75425.6000000001
27,"2","5","2004",75425.5999999999
28,"2","5","2004",75425.5999999999
29,"2","5","2004",75425.6000000001
30,"2","5","2004",77900.6000000001
31,"2","5","2004",77900.6000000001
32,"2","5","2004",77900.6000000001
33,"2","5","2004",77900.5999999996
34,"2","5","2004",77900.6000000001
35,"2","5","2004",77598.2000000002
36,"2","5","2004",77598.1999999997
37,"2","5","2004",77598.2000000002
38,"2","5","2004",77598.2000000002
39,"2","5","2004",77598.1999999997
40,"2","5","2004",69939
41,"2","5","2004",69939
42,"2","5","2004",69939
43,"2","5","2004",69939
44,"2","5","2004",69939
45,"2","5","2004",58030.2000000002
46,"2","5","2004",58030.1999999997
47,"2","5","2004",58030.2000000002
48,"2","5","2004",58030.2000000002
49,"2","5","2004",58030.1999999997
50,"2","5","2004",51133
51,"2","5","2004",51133
52,"2","5","2004",51133
53,"2","5","2004",51133
54,"2","5","2004",51133
55,"2","5","2004",49595.2000000002
56,"2","5","2004",49595.1999999997
57,"2","5","2004",49595.2000000002
58,"2","5","2004",49595.2000000002
59,"2","5","2004",49595.1999999997
60,"2","5","2004",41181.2000000002
61,"2","5","2004",41181.2000000002
62,"2","5","2004",41181.1999999993
63,"2","5","2004",41181.2000000002
64,"2","5","2004",41181.2000000002
65,"2","5","2004",39822.5999999996
66,"2","5","2004",39822.6000000006
67,"2","5","2004",39822.5999999996
68,"2","5","2004",39822.6000000006
69,"2","5","2004",39822.5999999996
70,"2","5","2004",36768.7999999998
71,"2","5","2004",36768.7999999998
72,"2","5","2004",36768.8000000007
73,"2","5","2004",36768.7999999998
74,"2","5","2004",36768.7999999998
75,"2","5","2004",33092.5999999996
76,"2","5","2004",33092.6000000006
77,"2","5","2004",33092.5999999996
78,"2","5","2004",33092.6000000006
79,"2","5","2004",33092.5999999996
80,"2","5","2004",28231.4000000004
81,"2","5","2004",28231.3999999994
82,"2","5","2004",28231.4000000004
83,"2","5","2004",28231.3999999994
84,"2","5","2004",28231.4000000004
85,"2","5","2004",13868
86,"2","5","2004",13868
87,"2","5","2004",13868
88,"2","5","2004",13868
89,"2","5","2004",13868
90,"2","5","2004",8822.40000000037
91,"2","5","2004",8822.39999999944
92,"2","5","2004",8822.40000000037
93,"2","5","2004",8822.39999999944
94,"2","5","2004",8822.40000000037
95,"2","5","2004",8822.40000000037
96,"2","5","2004",8822.39999999944
97,"2","5","2004",8822.40000000037
98,"2","5","2004",8822.39999999944
99,"2","5","2004",8822.40000000037
100,"2","5","2004",8822.44537081569
0,"1","1","2005",53382
1,"1","1","2005",56038
2,"1","1","2005",56038
3,"1","1","2005",56038
4,"1","1","2005",56038
5,"1","1","2005",62867.2
6,"1","1","2005",62867.2
7,"1","1","2005",62867.2
8,"1","1","2005",62867.2000000001
9,"1","1","2005",62867.2
10,"1","1","2005",67921.8
11,"1","1","2005",67921.7999999999
12,"1","1","2005",67921.8
13,"1","1","2005",67921.7999999999
14,"1","1","2005",67921.8
15,"1","1","2005",66096.4
16,"1","1","2005",66096.4
17,"1","1","2005",66096.3999999999
18,"1","1","2005",66096.4000000001
19,"1","1","2005",66096.3999999999
20,"1","1","2005",50908.3999999999
21,"1","1","2005",50908.4000000001
22,"1","1","2005",50908.3999999999
23,"1","1","2005",50908.4000000001
24,"1","1","2005",50908.3999999999
25,"1","1","2005",48309.8
26,"1","1","2005",48309.8
27,"1","1","2005",48309.7999999998
28,"1","1","2005",48309.8
29,"1","1","2005",48309.8
30,"1","1","2005",60502.3999999999
31,"1","1","2005",60502.4000000001
32,"1","1","2005",60502.3999999999
