"age","sex","qimd","year","pop"
94,"1","4","2008",3204
95,"1","4","2008",3204
96,"1","4","2008",3204
97,"1","4","2008",3204
98,"1","4","2008",3204
99,"1","4","2008",3204
100,"1","4","2008",3204.05794128776
0,"1","5","2008",90587
1,"1","5","2008",80671.75
2,"1","5","2008",80671.75
3,"1","5","2008",80671.75
4,"1","5","2008",80671.75
5,"1","5","2008",69986.8
6,"1","5","2008",69986.8
7,"1","5","2008",69986.8
8,"1","5","2008",69986.7999999999
9,"1","5","2008",69986.8
10,"1","5","2008",71677.8
11,"1","5","2008",71677.7999999999
12,"1","5","2008",71677.8
13,"1","5","2008",71677.7999999999
14,"1","5","2008",71677.8
15,"1","5","2008",74214.8
16,"1","5","2008",74214.8
17,"1","5","2008",74214.8
18,"1","5","2008",74214.7999999998
19,"1","5","2008",74214.8
20,"1","5","2008",83803
21,"1","5","2008",83803
22,"1","5","2008",83803
23,"1","5","2008",83803
24,"1","5","2008",83803
25,"1","5","2008",87945.6000000001
26,"1","5","2008",87945.5999999999
27,"1","5","2008",87945.6000000003
28,"1","5","2008",87945.5999999996
29,"1","5","2008",87945.6000000001
30,"1","5","2008",76005.3999999999
31,"1","5","2008",76005.4000000004
32,"1","5","2008",76005.3999999999
33,"1","5","2008",76005.3999999999
34,"1","5","2008",76005.3999999999
35,"1","5","2008",76800
36,"1","5","2008",76800
37,"1","5","2008",76800
38,"1","5","2008",76800
39,"1","5","2008",76800
40,"1","5","2008",73356
41,"1","5","2008",73356
42,"1","5","2008",73356
43,"1","5","2008",73356
44,"1","5","2008",73356
45,"1","5","2008",64601.7999999998
46,"1","5","2008",64601.8000000003
47,"1","5","2008",64601.7999999998
48,"1","5","2008",64601.8000000003
49,"1","5","2008",64601.7999999998
50,"1","5","2008",54766
51,"1","5","2008",54766
52,"1","5","2008",54766
53,"1","5","2008",54766
54,"1","5","2008",54766
55,"1","5","2008",49255.2000000002
56,"1","5","2008",49255.1999999997
57,"1","5","2008",49255.1999999997
58,"1","5","2008",49255.2000000002
59,"1","5","2008",49255.2000000002
60,"1","5","2008",44572.5999999996
61,"1","5","2008",44572.6000000006
62,"1","5","2008",44572.5999999996
63,"1","5","2008",44572.6000000006
64,"1","5","2008",44572.5999999996
65,"1","5","2008",34749.4000000004
66,"1","5","2008",34749.3999999994
67,"1","5","2008",34749.4000000004
68,"1","5","2008",34749.3999999994
69,"1","5","2008",34749.4000000004
70,"1","5","2008",29797.4000000004
71,"1","5","2008",29797.3999999994
72,"1","5","2008",29797.4000000004
73,"1","5","2008",29797.3999999994
74,"1","5","2008",29797.4000000004
75,"1","5","2008",22695.7999999998
76,"1","5","2008",22695.7999999998
77,"1","5","2008",22695.8000000007
78,"1","5","2008",22695.7999999998
79,"1","5","2008",22695.7999999998
80,"1","5","2008",15099.7999999998
81,"1","5","2008",15099.7999999998
82,"1","5","2008",15099.8000000007
83,"1","5","2008",15099.7999999998
84,"1","5","2008",15099.7999999998
85,"1","5","2008",7764
86,"1","5","2008",7764
87,"1","5","2008",7764
88,"1","5","2008",7764
89,"1","5","2008",7764
90,"1","5","2008",2517.79999999981
91,"1","5","2008",2517.79999999981
92,"1","5","2008",2517.80000000075
93,"1","5","2008",2517.79999999981
94,"1","5","2008",2517.79999999981
95,"1","5","2008",2517.79999999981
96,"1","5","2008",2517.79999999981
97,"1","5","2008",2517.80000000075
98,"1","5","2008",2517.79999999981
99,"1","5","2008",2517.79999999981
100,"1","5","2008",2517.84726943169
0,"2","1","2008",53307
1,"2","1","2008",55105.75
2,"2","1","2008",55105.75
3,"2","1","2008",55105.75
4,"2","1","2008",55105.75
5,"2","1","2008",57600.2
6,"2","1","2008",57600.2
7,"2","1","2008",57600.2
8,"2","1","2008",57600.2
9,"2","1","2008",57600.2
10,"2","1","2008",63731.8
11,"2","1","2008",63731.7999999999
12,"2","1","2008",63731.8
13,"2","1","2008",63731.7999999999
14,"2","1","2008",63731.8
15,"2","1","2008",63639.4
16,"2","1","2008",63639.4
17,"2","1","2008",63639.3999999999
18,"2","1","2008",63639.4000000001
19,"2","1","2008",63639.3999999999
20,"2","1","2008",48411
21,"2","1","2008",48411
22,"2","1","2008",48411
23,"2","1","2008",48411
24,"2","1","2008",48411
25,"2","1","2008",48364
26,"2","1","2008",48364
27,"2","1","2008",48364
28,"2","1","2008",48364
29,"2","1","2008",48364
30,"2","1","2008",56611.6000000001
31,"2","1","2008",56611.5999999999
32,"2","1","2008",56611.6000000001
33,"2","1","2008",56611.5999999999
34,"2","1","2008",56611.6000000001
35,"2","1","2008",76863.8
36,"2","1","2008",76863.8
37,"2","1","2008",76863.7999999998
38,"2","1","2008",76863.8000000003
39,"2","1","2008",76863.7999999998
40,"2","1","2008",86941.7999999998
41,"2","1","2008",86941.8000000003
42,"2","1","2008",86941.7999999998
43,"2","1","2008",86941.8000000003
44,"2","1","2008",86941.7999999998
45,"2","1","2008",81906
46,"2","1","2008",81906
47,"2","1","2008",81906
48,"2","1","2008",81906
49,"2","1","2008",81906
50,"2","1","2008",70940.3999999999
51,"2","1","2008",70940.3999999999
52,"2","1","2008",70940.4000000004
53,"2","1","2008",70940.3999999999
54,"2","1","2008",70940.3999999999
55,"2","1","2008",69716.3999999999
56,"2","1","2008",69716.3999999999
57,"2","1","2008",69716.4000000004
58,"2","1","2008",69716.3999999999
59,"2","1","2008",69716.3999999999
60,"2","1","2008",72783.6000000001
61,"2","1","2008",72783.6000000001
62,"2","1","2008",72783.5999999996
63,"2","1","2008",72783.6000000001
64,"2","1","2008",72783.6000000001
65,"2","1","2008",52297
66,"2","1","2008",52297
67,"2","1","2008",52297
68,"2","1","2008",52297
69,"2","1","2008",52297
70,"2","1","2008",46101.2000000002
71,"2","1","2008",46101.2000000002
72,"2","1","2008",46101.1999999993
73,"2","1","2008",46101.2000000002
74,"2","1","2008",46101.2000000002
75,"2","1","2008",39017.5999999996
76,"2","1","2008",39017.6000000006
77,"2","1","2008",39017.5999999996
78,"2","1","2008",39017.6000000006
79,"2","1","2008",39017.5999999996
80,"2","1","2008",29740.7999999998
81,"2","1","2008",29740.7999999998
82,"2","1","2008",29740.8000000007
83,"2","1","2008",29740.7999999998
84,"2","1","2008",29740.7999999998
85,"2","1","2008",20021.5999999996
86,"2","1","2008",20021.6000000006
87,"2","1","2008",20021.5999999996
88,"2","1","2008",20021.6000000006
89,"2","1","2008",20021.5999999996
90,"2","1","2008",10287.7999999998
91,"2","1","2008",10287.7999999998
92,"2","1","2008",10287.8000000007
93,"2","1","2008",10287.7999999998
94,"2","1","2008",10287.7999999998
95,"2","1","2008",10287.7999999998
96,"2","1","2008",10287.7999999998
97,"2","1","2008",10287.8000000007
98,"2","1","2008",10287.7999999998
99,"2","1","2008",10287.7999999998
100,"2","1","2008",10287.8877521502
0,"2","2","2008",54540
1,"2","2","2008",52805.5
2,"2","2","2008",52805.5
3,"2","2","2008",52805.5
4,"2","2","2008",52805.5
5,"2","2","2008",52719.6
6,"2","2","2008",52719.6
7,"2","2","2008",52719.6
8,"2","2","2008",52719.6
9,"2","2","2008",52719.6
10,"2","2","2008",58861.2
11,"2","2","2008",58861.2000000001
12,"2","2","2008",58861.2
13,"2","2","2008",58861.2
14,"2","2","2008",58861.2000000001
15,"2","2","2008",61824.4
16,"2","2","2008",61824.3999999999
17,"2","2","2008",61824.4
18,"2","2","2008",61824.4000000001
19,"2","2","2008",61824.3999999999
20,"2","2","2008",57131.3999999999
21,"2","2","2008",57131.4000000001
22,"2","2","2008",57131.3999999999
23,"2","2","2008",57131.4000000001
24,"2","2","2008",57131.3999999999
25,"2","2","2008",58054.8
26,"2","2","2008",58054.8
27,"2","2","2008",58054.7999999998
28,"2","2","2008",58054.8
29,"2","2","2008",58054.8
30,"2","2","2008",60582.3999999999
31,"2","2","2008",60582.4000000001
32,"2","2","2008",60582.3999999999
33,"2","2","2008",60582.4000000001
34,"2","2","2008",60582.3999999999
35,"2","2","2008",75326.3999999999
36,"2","2","2008",75326.3999999999
37,"2","2","2008",75326.4000000004
38,"2","2","2008",75326.3999999999
39,"2","2","2008",75326.3999999999
40,"2","2","2008",82290
41,"2","2","2008",82290
42,"2","2","2008",82290
43,"2","2","2008",82290
44,"2","2","2008",82290
45,"2","2","2008",77991
46,"2","2","2008",77991
47,"2","2","2008",77991
48,"2","2","2008",77991
49,"2","2","2008",77991
50,"2","2","2008",69342.3999999999
51,"2","2","2008",69342.3999999999
52,"2","2","2008",69342.4000000004
53,"2","2","2008",69342.3999999999
54,"2","2","2008",69342.3999999999
55,"2","2","2008",69236.7999999998
56,"2","2","2008",69236.8000000003
57,"2","2","2008",69236.7999999998
58,"2","2","2008",69236.8000000003
59,"2","2","2008",69236.7999999998
60,"2","2","2008",73031.2000000002
61,"2","2","2008",73031.1999999997
62,"2","2","2008",73031.2000000002
63,"2","2","2008",73031.1999999997
64,"2","2","2008",73031.2000000002
65,"2","2","2008",53994.7999999998
66,"2","2","2008",53994.7999999998
67,"2","2","2008",53994.8000000007
68,"2","2","2008",53994.7999999998
69,"2","2","2008",53994.7999999998
70,"2","2","2008",47010.7999999998
71,"2","2","2008",47010.7999999998
72,"2","2","2008",47010.8000000007
73,"2","2","2008",47010.7999999998
74,"2","2","2008",47010.7999999998
75,"2","2","2008",40465.4000000004
76,"2","2","2008",40465.3999999994
77,"2","2","2008",40465.4000000004
78,"2","2","2008",40465.3999999994
79,"2","2","2008",40465.4000000004
80,"2","2","2008",31580.2000000002
81,"2","2","2008",31580.2000000002
82,"2","2","2008",31580.1999999993
83,"2","2","2008",31580.2000000002
84,"2","2","2008",31580.2000000002
85,"2","2","2008",22086
86,"2","2","2008",22086
87,"2","2","2008",22086
88,"2","2","2008",22086
89,"2","2","2008",22086
90,"2","2","2008",11489
91,"2","2","2008",11489
92,"2","2","2008",11489
93,"2","2","2008",11489
94,"2","2","2008",11489
95,"2","2","2008",11489
96,"2","2","2008",11489
97,"2","2","2008",11489
98,"2","2","2008",11489
99,"2","2","2008",11489
100,"2","2","2008",11489.0955476016
0,"2","3","2008",60699
1,"2","3","2008",54997
2,"2","3","2008",54997
3,"2","3","2008",54997
4,"2","3","2008",54997
5,"2","3","2008",52203.4
6,"2","3","2008",52203.4
7,"2","3","2008",52203.4
8,"2","3","2008",52203.4
9,"2","3","2008",52203.4
10,"2","3","2008",57231.8
11,"2","3","2008",57231.7999999999
12,"2","3","2008",57231.8
13,"2","3","2008",57231.8
14,"2","3","2008",57231.7999999999
15,"2","3","2008",62473
16,"2","3","2008",62473
17,"2","3","2008",62473
18,"2","3","2008",62473
19,"2","3","2008",62473
20,"2","3","2008",68268.2
21,"2","3","2008",68268.2
22,"2","3","2008",68268.2000000002
23,"2","3","2008",68268.2
24,"2","3","2008",68268.2
25,"2","3","2008",71404.8
26,"2","3","2008",71404.8
27,"2","3","2008",71404.7999999998
28,"2","3","2008",71404.8
29,"2","3","2008",71404.8
30,"2","3","2008",66898.2
31,"2","3","2008",66898.2
32,"2","3","2008",66898.2000000002
33,"2","3","2008",66898.1999999997
34,"2","3","2008",66898.2000000002
35,"2","3","2008",75619
36,"2","3","2008",75619
37,"2","3","2008",75619
38,"2","3","2008",75619
39,"2","3","2008",75619
40,"2","3","2008",78895.7999999998
41,"2","3","2008",78895.8000000003
42,"2","3","2008",78895.7999999998
43,"2","3","2008",78895.8000000003
44,"2","3","2008",78895.7999999998
45,"2","3","2008",73414.3999999999
46,"2","3","2008",73414.3999999999
47,"2","3","2008",73414.4000000004
48,"2","3","2008",73414.3999999999
49,"2","3","2008",73414.3999999999
50,"2","3","2008",65245
51,"2","3","2008",65245
52,"2","3","2008",65245
53,"2","3","2008",65245
54,"2","3","2008",65245
55,"2","3","2008",64084.6000000001
56,"2","3","2008",64084.6000000001
57,"2","3","2008",64084.5999999996
58,"2","3","2008",64084.6000000001
59,"2","3","2008",64084.6000000001
60,"2","3","2008",66106.2000000002
61,"2","3","2008",66106.1999999997
62,"2","3","2008",66106.2000000002
63,"2","3","2008",66106.1999999997
64,"2","3","2008",66106.2000000002
65,"2","3","2008",50106.4000000004
66,"2","3","2008",50106.3999999994
67,"2","3","2008",50106.4000000004
68,"2","3","2008",50106.3999999994
69,"2","3","2008",50106.4000000004
70,"2","3","2008",44491.5999999996
71,"2","3","2008",44491.6000000006
72,"2","3","2008",44491.5999999996
73,"2","3","2008",44491.6000000006
74,"2","3","2008",44491.5999999996
75,"2","3","2008",39261.7999999998
76,"2","3","2008",39261.7999999998
77,"2","3","2008",39261.8000000007
78,"2","3","2008",39261.7999999998
79,"2","3","2008",39261.7999999998
80,"2","3","2008",31206.5999999996
81,"2","3","2008",31206.6000000006
82,"2","3","2008",31206.5999999996
83,"2","3","2008",31206.6000000006
84,"2","3","2008",31206.5999999996
85,"2","3","2008",22507
86,"2","3","2008",22507
87,"2","3","2008",22507
88,"2","3","2008",22507
89,"2","3","2008",22507
90,"2","3","2008",11746
91,"2","3","2008",11746
92,"2","3","2008",11746
93,"2","3","2008",11746
94,"2","3","2008",11746
95,"2","3","2008",11746
96,"2","3","2008",11746
97,"2","3","2008",11746
98,"2","3","2008",11746
99,"2","3","2008",11746
100,"2","3","2008",11746.0970380269
0,"2","4","2008",70564
1,"2","4","2008",61977.5
2,"2","4","2008",61977.5
3,"2","4","2008",61977.5
4,"2","4","2008",61977.5
5,"2","4","2008",55132.4
6,"2","4","2008",55132.4
7,"2","4","2008",55132.4
8,"2","4","2008",55132.4
9,"2","4","2008",55132.4
10,"2","4","2008",59489.8
11,"2","4","2008",59489.7999999999
12,"2","4","2008",59489.8
13,"2","4","2008",59489.8
14,"2","4","2008",59489.7999999999
15,"2","4","2008",66518.2000000001
16,"2","4","2008",66518.2
17,"2","4","2008",66518.2000000001
18,"2","4","2008",66518.2
19,"2","4","2008",66518.2
20,"2","4","2008",82436.8
21,"2","4","2008",82436.8
22,"2","4","2008",82436.7999999998
23,"2","4","2008",82436.8
24,"2","4","2008",82436.8
25,"2","4","2008",86679
26,"2","4","2008",86679
27,"2","4","2008",86679
28,"2","4","2008",86679
29,"2","4","2008",86679
30,"2","4","2008",74783.6000000001
31,"2","4","2008",74783.6000000001
32,"2","4","2008",74783.5999999996
33,"2","4","2008",74783.6000000001
34,"2","4","2008",74783.6000000001
35,"2","4","2008",77271
36,"2","4","2008",77271
37,"2","4","2008",77271
38,"2","4","2008",77271
39,"2","4","2008",77271
40,"2","4","2008",76628.6000000001
41,"2","4","2008",76628.6000000001
42,"2","4","2008",76628.6000000001
43,"2","4","2008",76628.5999999996
44,"2","4","2008",76628.6000000001
45,"2","4","2008",69235
46,"2","4","2008",69235
47,"2","4","2008",69235
48,"2","4","2008",69235
49,"2","4","2008",69235
50,"2","4","2008",59105.2000000002
51,"2","4","2008",59105.1999999997
52,"2","4","2008",59105.2000000002
53,"2","4","2008",59105.2000000002
54,"2","4","2008",59105.1999999997
55,"2","4","2008",55177.8000000003
56,"2","4","2008",55177.7999999998
57,"2","4","2008",55177.7999999998
58,"2","4","2008",55177.8000000003
59,"2","4","2008",55177.7999999998
60,"2","4","2008",53863.3999999999
61,"2","4","2008",53863.3999999999
62,"2","4","2008",53863.4000000004
63,"2","4","2008",53863.3999999994
64,"2","4","2008",53863.4000000004
65,"2","4","2008",42225.5999999996
66,"2","4","2008",42225.6000000006
67,"2","4","2008",42225.5999999996
68,"2","4","2008",42225.6000000006
69,"2","4","2008",42225.5999999996
70,"2","4","2008",38484.7999999998
71,"2","4","2008",38484.7999999998
72,"2","4","2008",38484.8000000007
73,"2","4","2008",38484.7999999998
74,"2","4","2008",38484.7999999998
75,"2","4","2008",34799.7999999998
76,"2","4","2008",34799.8000000007
77,"2","4","2008",34799.7999999998
78,"2","4","2008",34799.7999999998
79,"2","4","2008",34799.7999999998
80,"2","4","2008",28087.2000000002
81,"2","4","2008",28087.2000000002
82,"2","4","2008",28087.2000000002
83,"2","4","2008",28087.1999999993
84,"2","4","2008",28087.2000000002
85,"2","4","2008",19986.6000000006
86,"2","4","2008",19986.5999999996
87,"2","4","2008",19986.5999999996
88,"2","4","2008",19986.6000000006
89,"2","4","2008",19986.5999999996
90,"2","4","2008",10096
91,"2","4","2008",10096
92,"2","4","2008",10096
93,"2","4","2008",10096
94,"2","4","2008",10096
95,"2","4","2008",10096
96,"2","4","2008",10096
97,"2","4","2008",10096
98,"2","4","2008",10096
99,"2","4","2008",10096
100,"2","4","2008",10096.0891878204
0,"2","5","2008",86849
1,"2","5","2008",77222.25
2,"2","5","2008",77222.25
3,"2","5","2008",77222.25
4,"2","5","2008",77222.25
5,"2","5","2008",66666.2
6,"2","5","2008",66666.2
7,"2","5","2008",66666.2
8,"2","5","2008",66666.2000000001
9,"2","5","2008",66666.2
10,"2","5","2008",68230
11,"2","5","2008",68230
12,"2","5","2008",68230
13,"2","5","2008",68230
14,"2","5","2008",68230
15,"2","5","2008",72880
16,"2","5","2008",72880
17,"2","5","2008",72880
18,"2","5","2008",72880
19,"2","5","2008",72880
20,"2","5","2008",90607
21,"2","5","2008",90607
22,"2","5","2008",90607
23,"2","5","2008",90607
24,"2","5","2008",90607
25,"2","5","2008",91866
26,"2","5","2008",91866
27,"2","5","2008",91866
28,"2","5","2008",91866
29,"2","5","2008",91866
30,"2","5","2008",74848.6000000001
31,"2","5","2008",74848.6000000001
32,"2","5","2008",74848.5999999996
33,"2","5","2008",74848.6000000001
34,"2","5","2008",74848.6000000001
35,"2","5","2008",76132.7999999998
36,"2","5","2008",76132.8000000003
37,"2","5","2008",76132.7999999998
38,"2","5","2008",76132.8000000003
39,"2","5","2008",76132.7999999998
40,"2","5","2008",73532.3999999999
41,"2","5","2008",73532.3999999999
42,"2","5","2008",73532.4000000004
43,"2","5","2008",73532.3999999999
44,"2","5","2008",73532.3999999999
45,"2","5","2008",65446.7999999998
46,"2","5","2008",65446.8000000003
47,"2","5","2008",65446.7999999998
48,"2","5","2008",65446.8000000003
49,"2","5","2008",65446.7999999998
50,"2","5","2008",54730
51,"2","5","2008",54730
52,"2","5","2008",54730
53,"2","5","2008",54730
54,"2","5","2008",54730
55,"2","5","2008",48500.2000000002
56,"2","5","2008",48500.1999999997
57,"2","5","2008",48500.1999999997
58,"2","5","2008",48500.2000000002
59,"2","5","2008",48500.2000000002
60,"2","5","2008",45105.2000000002
61,"2","5","2008",45105.2000000002
62,"2","5","2008",45105.1999999993
63,"2","5","2008",45105.2000000002
64,"2","5","2008",45105.2000000002
65,"2","5","2008",37267.7999999998
66,"2","5","2008",37267.7999999998
67,"2","5","2008",37267.8000000007
68,"2","5","2008",37267.7999999998
69,"2","5","2008",37267.7999999998
70,"2","5","2008",34495
71,"2","5","2008",34495
72,"2","5","2008",34495
73,"2","5","2008",34495
74,"2","5","2008",34495
75,"2","5","2008",30552.5999999996
76,"2","5","2008",30552.6000000006
77,"2","5","2008",30552.5999999996
78,"2","5","2008",30552.6000000006
79,"2","5","2008",30552.5999999996
80,"2","5","2008",24572.4000000004
81,"2","5","2008",24572.3999999994
82,"2","5","2008",24572.4000000004
83,"2","5","2008",24572.3999999994
84,"2","5","2008",24572.4000000004
85,"2","5","2008",16559.2000000002
86,"2","5","2008",16559.2000000002
87,"2","5","2008",16559.1999999993
88,"2","5","2008",16559.2000000002
89,"2","5","2008",16559.2000000002
90,"2","5","2008",8156.59999999963
91,"2","5","2008",8156.60000000056
92,"2","5","2008",8156.59999999963
93,"2","5","2008",8156.60000000056
94,"2","5","2008",8156.59999999963
95,"2","5","2008",8156.59999999963
96,"2","5","2008",8156.60000000056
97,"2","5","2008",8156.59999999963
98,"2","5","2008",8156.60000000056
99,"2","5","2008",8156.59999999963
100,"2","5","2008",8156.67575577553
0,"1","1","2009",54270
1,"1","1","2009",58439.75
2,"1","1","2009",58439.75
3,"1","1","2009",58439.75
4,"1","1","2009",58439.75
5,"1","1","2009",60165.6
6,"1","1","2009",60165.6
7,"1","1","2009",60165.6
8,"1","1","2009",60165.6
9,"1","1","2009",60165.6
10,"1","1","2009",66768.6
11,"1","1","2009",66768.6
12,"1","1","2009",66768.6000000001
13,"1","1","2009",66768.6
14,"1","1","2009",66768.6
15,"1","1","2009",68886.2000000001
16,"1","1","2009",68886.1999999998
17,"1","1","2009",68886.2000000002
18,"1","1","2009",68886.2
19,"1","1","2009",68886.2
20,"1","1","2009",54047.2
21,"1","1","2009",54047.2
22,"1","1","2009",54047.2000000002
23,"1","1","2009",54047.2
24,"1","1","2009",54047.2
25,"1","1","2009",49618.3999999999
26,"1","1","2009",49618.4000000001
27,"1","1","2009",49618.3999999999
28,"1","1","2009",49618.4000000001
29,"1","1","2009",49618.3999999999
30,"1","1","2009",52730
31,"1","1","2009",52730
32,"1","1","2009",52730
33,"1","1","2009",52730
34,"1","1","2009",52730
35,"1","1","2009",70369.7999999998
36,"1","1","2009",70369.8000000003
37,"1","1","2009",70369.7999999998
38,"1","1","2009",70369.8000000003
39,"1","1","2009",70369.7999999998
40,"1","1","2009",82380.2000000002
41,"1","1","2009",82380.1999999997
42,"1","1","2009",82380.2000000002
43,"1","1","2009",82380.1999999997
44,"1","1","2009",82380.2000000002
45,"1","1","2009",81640.3999999999
46,"1","1","2009",81640.3999999999
47,"1","1","2009",81640.4000000004
48,"1","1","2009",81640.3999999999
49,"1","1","2009",81640.3999999999
50,"1","1","2009",71588
51,"1","1","2009",71588
52,"1","1","2009",71588
53,"1","1","2009",71588
54,"1","1","2009",71588
55,"1","1","2009",66123.6000000001
56,"1","1","2009",66123.6000000001
57,"1","1","2009",66123.5999999996
58,"1","1","2009",66123.6000000001
59,"1","1","2009",66123.6000000001
60,"1","1","2009",71000.2000000002
61,"1","1","2009",71000.1999999997
62,"1","1","2009",71000.2000000002
63,"1","1","2009",71000.1999999997
64,"1","1","2009",71000.2000000002
65,"1","1","2009",51650.4000000004
66,"1","1","2009",51650.3999999994
67,"1","1","2009",51650.4000000004
68,"1","1","2009",51650.3999999994
69,"1","1","2009",51650.4000000004
70,"1","1","2009",43035.7999999998
71,"1","1","2009",43035.7999999998
72,"1","1","2009",43035.8000000007
73,"1","1","2009",43035.7999999998
74,"1","1","2009",43035.7999999998
75,"1","1","2009",33697.5999999996
76,"1","1","2009",33697.6000000006
77,"1","1","2009",33697.5999999996
78,"1","1","2009",33697.6000000006
79,"1","1","2009",33697.5999999996
80,"1","1","2009",22408.4000000004
81,"1","1","2009",22408.3999999994
82,"1","1","2009",22408.4000000004
83,"1","1","2009",22408.3999999994
84,"1","1","2009",22408.4000000004
85,"1","1","2009",11678
86,"1","1","2009",11678
87,"1","1","2009",11678
88,"1","1","2009",11678
89,"1","1","2009",11678
90,"1","1","2009",4207.79999999981
91,"1","1","2009",4207.79999999981
92,"1","1","2009",4207.80000000075
93,"1","1","2009",4207.79999999981
94,"1","1","2009",4207.79999999981
95,"1","1","2009",4207.79999999981
96,"1","1","2009",4207.79999999981
97,"1","1","2009",4207.80000000075
98,"1","1","2009",4207.79999999981
99,"1","1","2009",4207.79999999981
100,"1","1","2009",4207.86730462499
0,"1","2","2009",56474
1,"1","2","2009",56493.5
2,"1","2","2009",56493.5
3,"1","2","2009",56493.5
4,"1","2","2009",56493.5
5,"1","2","2009",55018.4
6,"1","2","2009",55018.4
7,"1","2","2009",55018.4
8,"1","2","2009",55018.4
9,"1","2","2009",55018.4
10,"1","2","2009",61272
11,"1","2","2009",61272
12,"1","2","2009",61272
13,"1","2","2009",61272
14,"1","2","2009",61272
15,"1","2","2009",65024
16,"1","2","2009",65024
17,"1","2","2009",65024
18,"1","2","2009",65024
19,"1","2","2009",65024
20,"1","2","2009",60030.8
21,"1","2","2009",60030.8
22,"1","2","2009",60030.7999999998
23,"1","2","2009",60030.8
24,"1","2","2009",60030.8
25,"1","2","2009",59179.2
26,"1","2","2009",59179.2
27,"1","2","2009",59179.2000000002
28,"1","2","2009",59179.2
29,"1","2","2009",59179.2
30,"1","2","2009",58986.3999999999
31,"1","2","2009",58986.4000000001
32,"1","2","2009",58986.3999999999
33,"1","2","2009",58986.4000000001
34,"1","2","2009",58986.3999999999
35,"1","2","2009",71045.2000000002
36,"1","2","2009",71045.1999999997
37,"1","2","2009",71045.2000000002
38,"1","2","2009",71045.1999999997
39,"1","2","2009",71045.2000000002
40,"1","2","2009",79667
41,"1","2","2009",79667
42,"1","2","2009",79667
43,"1","2","2009",79667
44,"1","2","2009",79667
45,"1","2","2009",77874.2000000002
46,"1","2","2009",77874.1999999997
47,"1","2","2009",77874.2000000002
48,"1","2","2009",77874.1999999997
49,"1","2","2009",77874.2000000002
50,"1","2","2009",69181
51,"1","2","2009",69181
52,"1","2","2009",69181
53,"1","2","2009",69181
54,"1","2","2009",69181
55,"1","2","2009",65432.2000000002
56,"1","2","2009",65432.1999999997
57,"1","2","2009",65432.2000000002
58,"1","2","2009",65432.1999999997
59,"1","2","2009",65432.2000000002
60,"1","2","2009",71342.2000000002
61,"1","2","2009",71342.1999999997
62,"1","2","2009",71342.2000000002
63,"1","2","2009",71342.1999999997
64,"1","2","2009",71342.2000000002
65,"1","2","2009",53094
66,"1","2","2009",53094
67,"1","2","2009",53094
68,"1","2","2009",53094
69,"1","2","2009",53094
70,"1","2","2009",44151.5999999996
71,"1","2","2009",44151.6000000006
72,"1","2","2009",44151.5999999996
73,"1","2","2009",44151.6000000006
74,"1","2","2009",44151.5999999996
75,"1","2","2009",33870
76,"1","2","2009",33870
77,"1","2","2009",33870
78,"1","2","2009",33870
79,"1","2","2009",33870
80,"1","2","2009",22645.4000000004
81,"1","2","2009",22645.3999999994
82,"1","2","2009",22645.4000000004
83,"1","2","2009",22645.3999999994
84,"1","2","2009",22645.4000000004
85,"1","2","2009",12116.2000000002
86,"1","2","2009",12116.2000000002
87,"1","2","2009",12116.1999999993
88,"1","2","2009",12116.2000000002
89,"1","2","2009",12116.2000000002
90,"1","2","2009",4403.59999999963
91,"1","2","2009",4403.60000000056
92,"1","2","2009",4403.59999999963
93,"1","2","2009",4403.60000000056
94,"1","2","2009",4403.59999999963
95,"1","2","2009",4403.59999999963
96,"1","2","2009",4403.60000000056
97,"1","2","2009",4403.59999999963
98,"1","2","2009",4403.60000000056
99,"1","2","2009",4403.59999999963
100,"1","2","2009",4403.66949542612
0,"1","3","2009",63623
1,"1","3","2009",59631.75
2,"1","3","2009",59631.75
3,"1","3","2009",59631.75
4,"1","3","2009",59631.75
5,"1","3","2009",54383.2
6,"1","3","2009",54383.2
7,"1","3","2009",54383.2
8,"1","3","2009",54383.2
9,"1","3","2009",54383.2
10,"1","3","2009",59673.6
11,"1","3","2009",59673.6
12,"1","3","2009",59673.6
13,"1","3","2009",59673.6000000001
14,"1","3","2009",59673.6
15,"1","3","2009",65103.2
16,"1","3","2009",65103.2000000001
17,"1","3","2009",65103.1999999998
18,"1","3","2009",65103.2000000002
19,"1","3","2009",65103.2
20,"1","3","2009",69444.3999999999
21,"1","3","2009",69444.4000000001
22,"1","3","2009",69444.3999999999
23,"1","3","2009",69444.3999999999
24,"1","3","2009",69444.4000000001
25,"1","3","2009",72644.8
26,"1","3","2009",72644.7999999998
27,"1","3","2009",72644.8
28,"1","3","2009",72644.8
29,"1","3","2009",72644.8
30,"1","3","2009",68584.2
31,"1","3","2009",68584.2
32,"1","3","2009",68584.2000000002
33,"1","3","2009",68584.1999999997
34,"1","3","2009",68584.2000000002
35,"1","3","2009",73922.1999999997
36,"1","3","2009",73922.2000000002
37,"1","3","2009",73922.2000000002
38,"1","3","2009",73922.1999999997
39,"1","3","2009",73922.2000000002
40,"1","3","2009",78466.1999999997
41,"1","3","2009",78466.2000000002
42,"1","3","2009",78466.2000000002
43,"1","3","2009",78466.1999999997
44,"1","3","2009",78466.2000000002
45,"1","3","2009",74351.3999999999
46,"1","3","2009",74351.3999999999
