"agegroup","sex","salt","Pe","se"
"30-34","2","6.6",0.0170132325141777,0.00563608701069872
"30-34","2","6.7",0.0056710775047259,0.00327106954474071
"30-34","2","6.8",0.0170132325141777,0.00562527468728749
"30-34","2","6.9",0.0151228733459357,0.00526214915768092
"30-34","2","7",0.0132325141776938,0.00496021395905322
"30-34","2","7.1",0.00756143667296786,0.00377024050550204
"30-34","2","7.2",0.0189035916824197,0.00589572441542519
"30-34","2","7.3",0.0113421550094518,0.00453854673698373
"30-34","2","7.4",0.0113421550094518,0.00457417793449244
"30-34","2","7.5",0.0226843100189036,0.00634540402328766
"30-34","2","7.6",0.00756143667296786,0.00376305690282421
"30-34","2","7.7",0.00945179584120983,0.00420756743607321
"30-34","2","7.8",0.0132325141776938,0.00484430407751671
"30-34","2","7.9",0.00756143667296786,0.00376305690282421
"30-34","2","8",0.0113421550094518,0.00459188985306741
"30-34","2","8.1",0.00756143667296786,0.00377024050550204
"30-34","2","8.2",0.0151228733459357,0.00526214915768092
"30-34","2","8.3",0.0056710775047259,0.0032586380043474
"30-34","2","8.4",0.0132325141776938,0.00491225056715631
"30-34","2","8.5",0.0113421550094518,0.00460953371492273
"30-34","2","8.6",0.00756143667296786,0.00377741044695484
"30-34","2","8.7",0.00756143667296786,0.00377741044695484
"30-34","2","8.8",0.00756143667296786,0.00377741044695484
"30-34","2","8.9",0.00945179584120983,0.00420756743607321
"30-34","2","9",0.0056710775047259,0.00323990125754594
"30-34","2","9.1",0.00756143667296786,0.00376305690282421
"30-34","2","9.2",0.0151228733459357,0.00528267722082499
"30-34","2","9.3",0.00756143667296786,0.00377024050550204
"30-34","2","9.4",0.0113421550094518,0.00458304245011438
"30-34","2","9.5",0.00189035916824197,0.00189182720617059
"30-34","2","9.6",0.0151228733459357,0.00527242317995744
"30-34","2","9.7",0.00378071833648393,0.00266553090495574
"30-34","2","9.8",0.0056710775047259,0.00326485969146512
"30-34","2","9.9",0.00945179584120983,0.00419145955372534
"30-34","2","10",0.00378071833648393,0.00267566276288875
"30-34","2","10.1",0.00756143667296786,0.00374864839949312
"30-34","2","10.2",0.00945179584120983,0.00421559829661198
"30-34","2","10.3",0.00756143667296786,0.00373418430077463
"30-34","2","10.4",0.0189035916824197,0.00587273235431891
"30-34","2","10.5",0.00378071833648393,0.00261945262141068
"30-34","2","10.6",0.0056710775047259,0.00322734966117631
"30-34","2","10.7",0.00378071833648393,0.0026349015843041
"30-34","2","10.8",0.00378071833648393,0.00264515076591175
"30-34","2","10.9",0.00378071833648393,0.00265536038793962
"30-34","2","11",0.00378071833648393,0.00267060163876828
"30-34","2","11.1",0.00945179584120983,0.00416718098750618
"30-34","2","11.2",0.0056710775047259,0.00325240441547492
"30-34","2","11.3",0.00756143667296786,0.00366100672463172
"30-34","2","11.4",0.00756143667296786,0.00376305690282421
"30-34","2","11.5",0.00756143667296786,0.00377741044695484
"30-34","2","11.7",0.00945179584120983,0.00420756743607321
"30-34","2","11.8",0.00189035916824197,0.00188824816275521
"30-34","2","11.9",0.00756143667296786,0.00377741044695484
"30-34","2","12",0.00945179584120983,0.00422361388714593
"30-34","2","12.1",0.00189035916824197,0.00188824816275521
"30-34","2","12.2",0.00378071833648393,0.00265536038793962
"30-34","2","12.3",0.00756143667296786,0.00369777653664674
"30-34","2","12.4",0.00945179584120983,0.00414276013965938
"30-34","2","12.5",0.0056710775047259,0.00326485969146512
"30-34","2","12.6",0.00189035916824197,0.0018882481627552
"30-34","2","12.7",0.00189035916824197,0.00188824816275521
"30-34","2","12.8",0.0056710775047259,0.00327726763144341
"30-34","2","12.9",0.00378071833648393,0.00267566276288875
"30-34","2","13",0.00189035916824197,0.00188824816275521
"30-34","2","13.1",0.0151228733459357,0.00529291139641443
"30-34","2","13.4",0.00189035916824197,0.00189182720617059
"30-34","2","13.5",0.00378071833648393,0.00267060163876828
"30-34","2","13.7",0.0113421550094518,0.00460953371492273
"30-34","2","13.8",0.00189035916824197,0.00189182720617059
"30-34","2","13.9",0.00378071833648393,0.00262461237967303
"30-34","2","14.4",0.00189035916824197,0.00188466232261633
"30-34","2","14.6",0.00378071833648393,0.00264515076591175
"30-34","2","14.7",0.00189035916824197,0.00189182720617059
"30-34","2","14.8",0.00189035916824197,0.00188466232261633
"30-34","2","15",0.00756143667296786,0.00377741044695484
"30-34","2","15.2",0.00189035916824197,0.0018882481627552
"30-34","2","15.3",0.00189035916824197,0.00189182720617059
"30-34","2","15.4",0.00189035916824197,0.00189182720617059
"30-34","2","15.5",0.0056710775047259,0.00327106954474071
"30-34","2","15.6",0.00378071833648393,0.00267566276288875
"30-34","2","15.7",0.00378071833648393,0.00267566276288875
"30-34","2","15.8",0.0056710775047259,0.003202098872488
"30-34","2","16",0.00189035916824197,0.00188824816275521
"30-34","2","16.1",0.00189035916824197,0.00188466232261633
"30-34","2","16.3",0.00189035916824197,0.00188824816275521
"30-34","2","16.5",0.00189035916824197,0.00188824816275521
"30-34","2","16.6",0.00189035916824197,0.00189182720617059
"30-34","2","17.3",0.00189035916824197,0.00188824816275521
"30-34","2","17.4",0.00189035916824197,0.00188466232261633
"30-34","2","17.5",0.00189035916824197,0.00188824816275521
"30-34","2","17.9",0.00189035916824197,0.00186300234759289
"30-34","2","18.2",0.00189035916824197,0.00189182720617059
"30-34","2","18.3",0.00378071833648393,0.00266045050650383
"30-34","2","18.6",0.00189035916824197,0.00188466232261633
"30-34","2","18.7",0.0056710775047259,0.0032586380043474
"30-34","2","19.7",0.00189035916824197,0.00188466232261633
"30-34","2","20.5",0.00189035916824197,0.00189182720617059
"30-34","2","21.1",0.00189035916824197,0.0018882481627552
"30-34","2","23.4",0.00189035916824197,0.00189182720617059
"30-34","2","23.6",0.00189035916824197,0.00188106964688465
"30-34","2","23.8",0.00189035916824197,0.00189182720617059
"30-34","2","24.6",0.00189035916824197,0.00189182720617059
"30-34","2","27.7",0.00378071833648393,0.00267060163876828
"35-39","1","2.4",0.00201612903225806,0.00201305812572009
"35-39","1","2.6",0.00201612903225806,0.00201713065319426
"35-39","1","2.8",0.00201612903225806,0.00201305812572009
"35-39","1","3",0.00806451612903226,0.00398269928165923
"35-39","1","3.1",0.00201612903225806,0.00201713065319427
"35-39","1","3.2",0.00403225806451613,0.00282897239399451
"35-39","1","3.3",0.00201612903225806,0.00201305812572009
"35-39","1","3.4",0.00201612903225806,0.00201305812572008
"35-39","1","3.6",0.00201612903225806,0.00201713065319427
"35-39","1","3.7",0.00201612903225806,0.00201713065319427
"35-39","1","3.8",0.00201612903225806,0.00201713065319426
"35-39","1","3.9",0.00201612903225806,0.00201305812572009
"35-39","1","4",0.00604838709677419,0.00348532356415796
"35-39","1","4.1",0.00201612903225806,0.00201305812572008
"35-39","1","4.2",0.00806451612903226,0.00401553264718158
"35-39","1","4.3",0.00403225806451613,0.00284632449540677
"35-39","1","4.4",0.00403225806451613,0.00284632449540676
"35-39","1","4.5",0.00604838709677419,0.00348532356415796
"35-39","1","4.6",0.00201612903225806,0.00201713065319427
"35-39","1","4.7",0.00403225806451613,0.00284632449540677
"35-39","1","4.8",0.00403225806451613,0.00284632449540677
"35-39","1","4.9",0.00806451612903226,0.00398269928165923
"35-39","1","5.1",0.00403225806451613,0.00283476822951005
"35-39","1","5.2",0.0100806451612903,0.00447944812709424
"35-39","1","5.3",0.00806451612903226,0.00398269928165924
"35-39","1","5.4",0.00403225806451613,0.00282897239399452
"35-39","1","5.5",0.00403225806451613,0.00282897239399451
"35-39","1","5.6",0.0100806451612903,0.00446109011095333
"35-39","1","5.7",0.0141129032258065,0.00525446209354953
"35-39","1","5.8",0.00403225806451613,0.0028520850692448
"35-39","1","5.9",0.00806451612903226,0.00401553264718158
"35-39","1","6",0.00604838709677419,0.00344982384027806
"35-39","1","6.1",0.0100806451612903,0.00447944812709425
"35-39","1","6.2",0.00201612903225806,0.00201713065319427
"35-39","1","6.3",0.00604838709677419,0.00348532356415796
"35-39","1","6.4",0.00403225806451613,0.00284632449540677
"35-39","1","6.5",0.0100806451612903,0.00446109011095333
"35-39","1","6.7",0.00604838709677419,0.00347825260487072
"35-39","1","6.8",0.00604838709677419,0.00347825260487072
"35-39","1","6.9",0.00604838709677419,0.00345695294913536
"35-39","1","7.1",0.00604838709677419,0.00346406738619797
"35-39","1","7.2",0.00403225806451613,0.0028520850692448
"35-39","1","7.3",0.00806451612903226,0.00399914966015965
"35-39","1","7.4",0.0141129032258065,0.0052871585977387
"35-39","1","7.5",0.00604838709677419,0.00347825260487072
"35-39","1","7.6",0.0100806451612903,0.00445188271469547
"35-39","1","7.7",0.00604838709677419,0.00348532356415796
"35-39","1","7.8",0.0141129032258065,0.00599833557763812
"35-39","1","7.9",0.00403225806451613,0.00284055223928307
"35-39","1","8",0.00604838709677419,0.00344982384027806
"35-39","1","8.1",0.0120967741935484,0.00489595134729868
"35-39","1","8.2",0.00604838709677419,0.00346406738619797
"35-39","1","8.3",0.0141129032258065,0.00525446209354953
"35-39","1","8.4",0.0100806451612903,0.00448859897918821
"35-39","1","8.5",0.0100806451612903,0.00448859897918821
"35-39","1","8.6",0.0120967741935484,0.00488588387786145
"35-39","1","8.7",0.00806451612903226,0.00401553264718158
"35-39","1","8.8",0.0120967741935484,0.00487579562130909
"35-39","1","8.9",0.00806451612903226,0.0040073495258672
"35-39","1","9",0.00403225806451613,0.00284632449540676
"35-39","1","9.1",0.00806451612903226,0.00401553264718158
"35-39","1","9.2",0.0120967741935484,0.00491602443540051
"35-39","1","9.3",0.00806451612903226,0.0040073495258672
"35-39","1","9.4",0.00201612903225806,0.00201713065319426
"35-39","1","9.5",0.00604838709677419,0.00448783220521167
"35-39","1","9.6",0.0141129032258065,0.00529801259146673
"35-39","1","9.7",0.00604838709677419,0.00345695294913535
"35-39","1","9.8",0.00201612903225806,0.00201305812572009
"35-39","1","9.9",0.00806451612903226,0.00399914966015965
"35-39","1","10",0.00201612903225806,0.00201713065319426
"35-39","1","10.1",0.0100806451612903,0.00447944812709424
"35-39","1","10.2",0.00403225806451613,0.00285208506924479
"35-39","1","10.3",0.00604838709677419,0.00348532356415796
"35-39","1","10.4",0.00806451612903226,0.00487238747860754
"35-39","1","10.5",0.00403225806451613,0.0028520850692448
"35-39","1","10.6",0.00201612903225806,0.00201713065319426
"35-39","1","10.7",0.00604838709677419,0.00348532356415795
"35-39","1","10.8",0.0100806451612903,0.00444265623616808
"35-39","1","10.9",0.00604838709677419,0.00349238020703066
"35-39","1","11",0.0141129032258065,0.00525446209354954
"35-39","1","11.1",0.00806451612903226,0.00399093294684864
"35-39","1","11.2",0.00604838709677419,0.00348532356415796
"35-39","1","11.3",0.0120967741935484,0.00485555622832625
"35-39","1","11.4",0.00806451612903226,0.00400734952586719
"35-39","1","11.5",0.00201612903225806,0.00201713065319427
"35-39","1","11.6",0.00403225806451613,0.00283476822951005
"35-39","1","11.7",0.0100806451612903,0.00448859897918821
"35-39","1","11.8",0.0100806451612903,0.0044885989791882
"35-39","1","11.9",0.00201612903225806,0.00201713065319427
"35-39","1","12",0.00403225806451613,0.00284632449540677
"35-39","1","12.1",0.00403225806451613,0.00282316465990324
"35-39","1","12.2",0.00201612903225806,0.00200897734257991
"35-39","1","12.3",0.00604838709677419,0.00347825260487072
"35-39","1","12.4",0.00201612903225806,0.00201713065319427
"35-39","1","12.5",0.0100806451612903,0.00446109011095333
"35-39","1","12.6",0.00403225806451613,0.00284055223928307
"35-39","1","12.7",0.0181451612903226,0.00599263967021103
"35-39","1","12.8",0.00604838709677419,0.00344267996847893
"35-39","1","12.9",0.0120967741935484,0.0049260303061009
"35-39","1","13",0.00806451612903226,0.00399914966015966
"35-39","1","13.1",0.00604838709677419,0.00347825260487072
"35-39","1","13.2",0.00806451612903226,0.00401553264718158
"35-39","1","13.3",0.00201612903225806,0.00201713065319427
"35-39","1","13.4",0.0120967741935484,0.00489595134729871
"35-39","1","13.5",0.00201612903225806,0.00201713065319426
"35-39","1","13.6",0.00806451612903226,0.00398269928165924
"35-39","1","13.7",0.00604838709677419,0.00348532356415796
"35-39","1","13.8",0.00403225806451613,0.00285208506924479
"35-39","1","13.9",0.00403225806451613,0.00283476822951005
"35-39","1","14",0.00604838709677419,0.00347116724167897
"35-39","1","14.1",0.00806451612903226,0.00401553264718158
"35-39","1","14.2",0.00201612903225806,0.0020089773425799
"35-39","1","14.3",0.00806451612903226,0.00398269928165924
"35-39","1","14.4",0.00604838709677419,0.00347825260487072
"35-39","1","14.5",0.0120967741935484,0.00487579562130909
"35-39","1","14.6",0.00403225806451613,0.0028520850692448
"35-39","1","14.7",0.00201612903225806,0.0020089773425799
"35-39","1","14.8",0.00604838709677419,0.00347825260487072
"35-39","1","14.9",0.00806451612903226,0.00398269928165924
"35-39","1","15",0.00201612903225806,0.00201713065319427
"35-39","1","15.1",0.00604838709677419,0.00349238020703065
"35-39","1","15.2",0.00604838709677419,0.00347116724167897
"35-39","1","15.5",0.00201612903225806,0.00201713065319427
"35-39","1","15.6",0.00806451612903226,0.0040073495258672
"35-39","1","15.8",0.00201612903225806,0.00201713065319426
"35-39","1","15.9",0.00604838709677419,0.00347825260487072
"35-39","1","16",0.00201612903225806,0.00201305812572009
"35-39","1","16.1",0.00604838709677419,0.00346406738619797
"35-39","1","16.2",0.00604838709677419,0.00349238020703066
"35-39","1","16.3",0.00403225806451613,0.00284632449540676
"35-39","1","16.4",0.00604838709677419,0.00348532356415796
"35-39","1","16.5",0.00604838709677419,0.00348532356415796
"35-39","1","16.7",0.00403225806451613,0.00285208506924479
"35-39","1","16.8",0.00201612903225806,0.00201305812572008
"35-39","1","16.9",0.00403225806451613,0.00284055223928307
"35-39","1","17",0.00403225806451613,0.00284632449540676
"35-39","1","17.1",0.0100806451612903,0.00447027854285243
"35-39","1","17.2",0.00201612903225806,0.00201713065319427
"35-39","1","17.3",0.00403225806451613,0.00285208506924479
"35-39","1","17.4",0.00201612903225806,0.00201305812572009
"35-39","1","17.5",0.00604838709677419,0.00347116724167897
"35-39","1","17.6",0.00201612903225806,0.00201713065319427
"35-39","1","17.8",0.00403225806451613,0.00284055223928307
"35-39","1","17.9",0.00201612903225806,0.00201305812572009
"35-39","1","18",0.00201612903225806,0.00201305812572009
"35-39","1","18.2",0.00604838709677419,0.00347825260487072
"35-39","1","18.3",0.00201612903225806,0.00201713065319427
"35-39","1","18.4",0.00201612903225806,0.0020089773425799
"35-39","1","18.5",0.00604838709677419,0.00349238020703066
"35-39","1","18.6",0.00403225806451613,0.00285208506924479
"35-39","1","18.7",0.00201612903225806,0.00201305812572009
"35-39","1","19",0.00604838709677419,0.00347825260487072
"35-39","1","19.1",0.00201612903225806,0.00201305812572008
"35-39","1","19.2",0.00806451612903226,0.00401553264718158
"35-39","1","19.5",0.00201612903225806,0.00201713065319427
"35-39","1","19.7",0.00403225806451613,0.00284632449540677
"35-39","1","19.8",0.00403225806451613,0.00284055223928307
"35-39","1","19.9",0.00403225806451613,0.00284632449540676
"35-39","1","20.1",0.00403225806451613,0.00284632449540676
"35-39","1","20.2",0.00403225806451613,0.0028520850692448
"35-39","1","20.3",0.00201612903225806,0.00201305812572009
"35-39","1","20.4",0.00201612903225806,0.00201713065319426
"35-39","1","20.5",0.00201612903225806,0.00201305812572009
"35-39","1","20.6",0.00403225806451613,0.00284632449540676
"35-39","1","20.7",0.00403225806451613,0.00284055223928307
"35-39","1","20.8",0.00403225806451613,0.00282316465990323
"35-39","1","21.1",0.00201612903225806,0.00201305812572009
"35-39","1","21.2",0.00403225806451613,0.00284055223928307
"35-39","1","21.3",0.00201612903225806,0.00201713065319427
"35-39","1","21.4",0.00403225806451613,0.00282897239399451
"35-39","1","21.5",0.00403225806451613,0.00283476822951005
"35-39","1","21.6",0.00403225806451613,0.00284632449540677
"35-39","1","22.1",0.00403225806451613,0.00284632449540676
"35-39","1","22.3",0.00201612903225806,0.00201305812572008
"35-39","1","22.5",0.00201612903225806,0.00201305812572009
"35-39","1","22.6",0.00403225806451613,0.00284055223928307
"35-39","1","22.8",0.00201612903225806,0.00200488825336256
"35-39","1","23",0.00201612903225806,0.00200488825336256
"35-39","1","23.5",0.00201612903225806,0.00201305812572009
"35-39","2","1",0.00149700598802395,0.00149585427268117
"35-39","2","1.6",0.00149700598802395,0.00149360670817471
"35-39","2","1.8",0.00149700598802395,0.00149585427268117
"35-39","2","1.9",0.00149700598802395,0.00149360670817471
"35-39","2","2.2",0.00149700598802395,0.00149809846521933
"35-39","2","2.3",0.0029940119760479,0.00210916707171459
"35-39","2","2.4",0.00149700598802395,0.00149360670817472
"35-39","2","2.5",0.0029940119760479,0.00211235029036217
"35-39","2","2.6",0.00149700598802395,0.00149360670817471
"35-39","2","2.8",0.00449101796407186,0.00257546446178546
"35-39","2","2.9",0.00449101796407186,0.00258717766136498
"35-39","2","3",0.0029940119760479,0.00211552871925228
"35-39","2","3.1",0.0029940119760479,0.00211870237994136
"35-39","2","3.2",0.0029940119760479,0.00211870237994137
"35-39","2","3.3",0.00449101796407186,0.00258717766136498
"35-39","2","3.4",0.00598802395209581,0.00296946971751165
"35-39","2","3.5",0.0029940119760479,0.0021091670717146
"35-39","2","3.6",0.00598802395209581,0.00295586236595863
"35-39","2","3.7",0.00748502994011976,0.00330486872471111
"35-39","2","3.8",0.00598802395209581,0.00297850674908935
"35-39","2","3.9",0.0104790419161677,0.0039166523345646
"35-39","2","4",0.00598802395209581,0.00297850674908935
"35-39","2","4.1",0.00898203592814371,0.00360368587495478
"35-39","2","4.2",0.00748502994011976,0.00331501845417394
"35-39","2","4.3",0.0134730538922156,0.00446851988218446
"35-39","2","4.4",0.0179640718562874,0.0051053496365729
"35-39","2","4.5",0.00898203592814371,0.00361485545521211
"35-39","2","4.6",0.0134730538922156,0.00442773571842327
"35-39","2","4.7",0.0104790419161677,0.00394059610831694
"35-39","2","4.8",0.0164670658682635,0.00488026399188985
"35-39","2","4.9",0.0179640718562874,0.0050417824524497
"35-39","2","5",0.0119760479041916,0.00420643327370542
"35-39","2","5.1",0.0119760479041916,0.00418079809145666
"35-39","2","5.2",0.0224550898203593,0.00570854911993517
"35-39","2","5.3",0.00748502994011976,0.00332008168325477
"35-39","2","5.4",0.0104790419161677,0.0039166523345646
"35-39","2","5.5",0.0119760479041916,0.00418079809145666
"35-39","2","5.6",0.00748502994011976,0.00330994747987695
"35-39","2","5.7",0.0164670658682635,0.00487268586717865
"35-39","2","5.8",0.0179640718562874,0.0051053496365729
"35-39","2","5.9",0.0134730538922156,0.00440033627828792
"35-39","2","6",0.0164670658682635,0.00488026399188985
"35-39","2","6.1",0.0104790419161677,0.00390462538796413
"35-39","2","6.2",0.00898203592814371,0.00364262956583526
"35-39","2","6.3",0.00748502994011976,0.00330994747987693
"35-39","2","6.4",0.0104790419161677,0.00392864246265379
"35-39","2","6.5",0.00898203592814371,0.00363154541169032
"35-39","2","6.6",0.0119760479041916,0.00415500475052908
"35-39","2","6.7",0.00748502994011976,0.00330994747987695
"35-39","2","6.8",0.0209580838323353,0.00546338009399666
"35-39","2","6.9",0.0164670658682635,0.00486509593840331
"35-39","2","7",0.0134730538922156,0.00446174841064932
"35-39","2","7.1",0.0119760479041916,0.00418722160061774
"35-39","2","7.2",0.0164670658682635,0.00494794485251644
"35-39","2","7.3",0.0119760479041916,0.00421281769571011
"35-39","2","7.4",0.0104790419161677,0.00392265197979739
"35-39","2","7.5",0.0179640718562874,0.0051211181459825
"35-39","2","7.6",0.0194610778443114,0.00525615603767319
"35-39","2","7.7",0.0104790419161677,0.00394059610831695
"35-39","2","7.8",0.00748502994011976,0.00334025785102948
"35-39","2","7.9",0.0119760479041916,0.00418722160061774
"35-39","2","8",0.00449101796407186,0.00257154820579701
"35-39","2","8.1",0.00748502994011976,0.00333018504702425
"35-39","2","8.2",0.0119760479041916,0.00471552003584856
"35-39","2","8.3",0.0119760479041916,0.00416792137392531
"35-39","2","8.4",0.0149700598802395,0.00468177834093963
"35-39","2","8.5",0.00748502994011976,0.00333018504702425
"35-39","2","8.6",0.0104790419161677,0.00392864246265379
"35-39","2","8.7",0.0119760479041916,0.00416792137392532
"35-39","2","8.8",0.0104790419161677,0.00391665233456459
"35-39","2","8.9",0.0104790419161677,0.0039106434847851
"35-39","2","9",0.00748502994011976,0.00331501845417393
"35-39","2","9.1",0.0029940119760479,0.00210597904159018
"35-39","2","9.2",0.0029940119760479,0.00211235029036217
"35-39","2","9.3",0.00598802395209581,0.00297399166589195
"35-39","2","9.4",0.00748502994011976,0.00332513720250066
"35-39","2","9.5",0.00748502994011976,0.00333018504702426
"35-39","2","9.6",0.00149700598802395,0.00149585427268117
"35-39","2","9.7",0.00598802395209581,0.00297850674908935
"35-39","2","9.8",0.00748502994011976,0.00393416364971192
"35-39","2","9.9",0.0104790419161677,0.0039286424626538
"35-39","2","10",0.0029940119760479,0.0021091670717146
"35-39","2","10.1",0.00598802395209581,0.00296946971751165
"35-39","2","10.2",0.00748502994011976,0.00332513720250066
"35-39","2","10.3",0.00898203592814371,0.003648159014114
"35-39","2","10.4",0.00898203592814371,0.00364262956583527
"35-39","2","10.5",0.0134730538922156,0.00444817454298273
"35-39","2","10.6",0.00449101796407186,0.0025910702944243
"35-39","2","10.7",0.0119760479041916,0.00420003914683947
"35-39","2","10.8",0.00748502994011976,0.00334025785102948
"35-39","2","10.9",0.00149700598802395,0.00149809846521933
"35-39","2","11",0.00449101796407186,0.00258327916266979
"35-39","2","11.1",0.0104790419161677,0.00393462382498309
"35-39","2","11.2",0.0029940119760479,0.00211552871925228
"35-39","2","11.3",0.00449101796407186,0.00257937477174254
"35-39","2","11.4",0.00898203592814371,0.00364262956583526
"35-39","2","11.5",0.00898203592814371,0.00363154541169031
"35-39","2","11.6",0.00149700598802395,0.00148910140216053
"35-39","2","11.7",0.00598802395209581,0.00299201111814428
"35-39","2","11.8",0.00149700598802395,0.00149585427268117
"35-39","2","11.9",0.0029940119760479,0.00211235029036217
"35-39","2","12",0.00898203592814371,0.00364262956583526
"35-39","2","12.1",0.00449101796407186,0.00257937477174254
"35-39","2","12.2",0.00149700598802395,0.00149360670817471
"35-39","2","12.3",0.00149700598802395,0.00149809846521934
"35-39","2","12.4",0.00449101796407186,0.00258327916266979
"35-39","2","12.5",0.00149700598802395,0.00149585427268117
"35-39","2","12.6",0.00898203592814371,0.00363709171117983
"35-39","2","12.8",0.00149700598802395,0.00149360670817471
"35-39","2","12.9",0.00449101796407186,0.00257546446178546
"35-39","2","13",0.0029940119760479,0.0021091670717146
"35-39","2","13.1",0.00149700598802395,0.00149585427268117
"35-39","2","13.2",0.00149700598802395,0.00149809846521933
"35-39","2","13.3",0.00149700598802395,0.00149809846521933
"35-39","2","13.4",0.00149700598802395,0.00149360670817471
"35-39","2","13.5",0.00598802395209581,0.00296946971751165
"35-39","2","13.7",0.0029940119760479,0.00211870237994136
"35-39","2","13.8",0.00149700598802395,0.00149809846521933
"35-39","2","13.9",0.00149700598802395,0.00149809846521934
"35-39","2","14",0.0029940119760479,0.00211235029036217
"35-39","2","14.1",0.00149700598802395,0.00149360670817471
"35-39","2","14.3",0.0029940119760479,0.00211235029036217
"35-39","2","14.4",0.00449101796407186,0.00257937477174254
"35-39","2","14.5",0.00149700598802395,0.00149585427268117
"35-39","2","14.7",0.00449101796407186,0.00258717766136498
"35-39","2","14.8",0.00149700598802395,0.00149809846521933
"35-39","2","14.9",0.00449101796407186,0.0025910702944243
"35-39","2","15",0.00149700598802395,0.00149809846521933
"35-39","2","15.1",0.0029940119760479,0.0021091670717146
"35-39","2","15.4",0.0029940119760479,0.00210278617810492
"35-39","2","15.6",0.00149700598802395,0.00149360670817471
"35-39","2","15.8",0.00149700598802395,0.00149809846521934
"35-39","2","16.1",0.00149700598802395,0.00149809846521933
"35-39","2","16.2",0.0029940119760479,0.00210597904159018
"35-39","2","16.3",0.00149700598802395,0.00149809846521933
"35-39","2","16.4",0.0029940119760479,0.00211235029036218
"35-39","2","16.5",0.00149700598802395,0.00149360670817471
"35-39","2","16.6",0.00149700598802395,0.00149809846521933
"35-39","2","16.8",0.00149700598802395,0.00149360670817472
"35-39","2","16.9",0.00149700598802395,0.00149809846521934
"35-39","2","17.2",0.00149700598802395,0.00149585427268117
"35-39","2","17.4",0.00149700598802395,0.00148910140216053
"35-39","2","17.5",0.00149700598802395,0.00149809846521933
"35-39","2","17.6",0.00149700598802395,0.00149585427268117
"35-39","2","17.7",0.0029940119760479,0.00211870237994136
"35-39","2","17.9",0.0029940119760479,0.0021091670717146
"35-39","2","18.1",0.00149700598802395,0.00149585427268117
"35-39","2","18.3",0.00149700598802395,0.00149809846521934
"35-39","2","19",0.00149700598802395,0.00149585427268117
"35-39","2","19.8",0.00149700598802395,0.00149585427268117
"35-39","2","20.4",0.00149700598802395,0.00149809846521934
"35-39","2","20.9",0.00149700598802395,0.00149135575645467
"35-39","2","25.8",0.00149700598802395,0.00149360670817471
"40-44","1","2.1",0.0046656298600311,0.00269574408855093
"40-44","1","2.4",0.0015552099533437,0.00155390239004845
"40-44","1","2.6",0.0031104199066874,0.00219416437137545
"40-44","1","3",0.0046656298600311,0.00267470231242731
"40-44","1","3.1",0.0015552099533437,0.00155390239004845
"40-44","1","3.2",0.0015552099533437,0.00155390239004845
"40-44","1","3.3",0.0015552099533437,0.00155390239004845
"40-44","1","3.5",0.0046656298600311,0.00266623910551222
"40-44","1","3.6",0.00622083981337481,0.00309828613228695
"40-44","1","3.7",0.0015552099533437,0.00155147641159684
"40-44","1","3.8",0.00622083981337481,0.00310314538585435
"40-44","1","3.9",0.0031104199066874,0.00218383969106527
"40-44","1","4.1",0.00777604976671851,0.00345317003913207
"40-44","1","4.2",0.00777604976671851,0.00344771161915769
"40-44","1","4.3",0.0046656298600311,0.00268313882466883
"40-44","1","4.4",0.0015552099533437,0.00154904663379916
"40-44","1","4.5",0.0046656298600311,0.00268313882466884
"40-44","1","4.6",0.0046656298600311,0.00268313882466884
"40-44","1","4.7",0.0015552099533437,0.00155632458692111
"40-44","1","4.8",0.00777604976671851,0.00348033372977099
"40-44","1","4.9",0.0031104199066874,0.00219759515214408
"40-44","1","5",0.0031104199066874,0.00219416437137544
"40-44","1","5.1",0.0031104199066874,0.00220102058528333
"40-44","1","5.2",0.0046656298600311,0.00269154889325581
"40-44","1","5.3",0.0046656298600311,0.00267047406164773
"40-44","1","5.4",0.00933125972006221,0.0037947675158125
"40-44","1","5.5",0.00777604976671851,0.00345861984459754
"40-44","1","5.6",0.00622083981337481,0.00309828613228695
"40-44","1","5.7",0.0031104199066874,0.00219759515214408
"40-44","1","5.8",0.0031104199066874,0.00219759515214408
"40-44","1","5.9",0.0046656298600311,0.00268313882466885
"40-44","1","6",0.00933125972006221,0.00378880706908183
"40-44","1","6.1",0.0124416796267496,0.00431268526379811
"40-44","1","6.2",0.00933125972006221,0.00379476751581249
"40-44","1","6.3",0.00622083981337481,0.00310799704214413
"40-44","1","6.4",0.0031104199066874,0.00219759515214409
"40-44","1","6.5",0.0124416796267496,0.00482936953796777
"40-44","1","6.6",0.00777604976671851,0.00346949377431532
"40-44","1","6.7",0.0108864696734059,0.00406661107847096
"40-44","1","6.8",0.0046656298600311,0.00267047406164772
"40-44","1","6.9",0.0031104199066874,0.00219416437137544
"40-44","1","7",0.00933125972006221,0.00378283723075459
"40-44","1","7.1",0.00933125972006221,0.0037648709190833
"40-44","1","7.2",0.0046656298600311,0.0026747023124273
"40-44","1","7.3",0.00933125972006221,0.00375284559403613
"40-44","1","7.4",0.0108864696734059,0.00407308982689321
"40-44","1","7.5",0.0031104199066874,0.00219759515214408
"40-44","1","7.6",0.0046656298600311,0.00269154889325581
"40-44","1","7.7",0.0108864696734059,0.00407308982689321
"40-44","1","7.8",0.0046656298600311,0.00268313882466884
