"agegroup","sex","omsysval.usual","Pe","se"
"55-59","1","151",0.00825913814690083,0.00503038085121347
"55-59","1","151.5",0.00562434202873768,0.00410488378490727
"55-59","1","152",0.00299617237500172,0.00299168792984353
"55-59","1","152.5",0.00522450731672179,0.00383400185125923
"55-59","1","153",0.00367591806533457,0.0026409885876467
"55-59","1","155.5",0.00215423260868767,0.00215282400207197
"55-59","1","156",0.00645998005668148,0.00376413220043048
"55-59","1","156.5",0.0019399520832725,0.00194410861334366
"55-59","1","157.5",0.00244114754534172,0.00244395049307672
"55-59","1","158",0.00630271118877116,0.00471581148849128
"55-59","1","160",0.00214067603001012,0.00213994728573473
"55-59","1","160.5",0.00404568808045126,0.00288280884452153
"55-59","1","161.5",0.00209729490403288,0.00209604301764997
"55-59","1","163.5",0.00600698033788736,0.0042523209910919
"55-59","1","164",0.00265348522051151,0.00265042420555833
"55-59","1","167.5",0.00635075056814378,0.0063338895967669
"55-59","1","168.5",0.00211496748096413,0.00210816283041254
"55-59","1","169",0.00330478417283191,0.0033081898215106
"55-59","1","175",0.00440261692679792,0.00313254511841889
"55-59","1","176",0.00427252579469542,0.00426789370813917
"55-59","1","177",0.00216361426548565,0.00216158544023519
"55-59","1","177.5",0.00275098554795913,0.00272544974358821
"55-59","1","180.5",0.00435061750199275,0.00307747360568949
"55-59","1","183",0.0021045303147274,0.0021032588731988
"55-59","1","184",0.00293794140628535,0.00292916291440801
"55-59","2","85",0.00266348367634419,0.00265454496663658
"55-59","2","85.5",0.00216415666219676,0.00216136453882687
"55-59","2","90.5",0.00180750025119648,0.00181174808881065
"55-59","2","91.5",0.00279681392634641,0.00278472243381855
"55-59","2","92.5",0.00244873960574451,0.00244647416406313
"55-59","2","93",0.00268350651839817,0.00268436236341246
"55-59","2","93.5",0.0022646619383522,0.00225368310327466
"55-59","2","95.5",0.00190782075676583,0.0019063647353936
"55-59","2","96",0.00231060331369953,0.00230790832500847
"55-59","2","97.5",0.00164444169154668,0.00164011615632355
"55-59","2","98",0.00344135172876588,0.00343343982635215
"55-59","2","98.5",0.00173655209049758,0.00173250356518242
"55-59","2","99.5",0.00164537315109126,0.00164454952323547
"55-59","2","100.5",0.00857360239072599,0.00430688472046968
"55-59","2","101",0.00345527281290953,0.00243523103161651
"55-59","2","101.5",0.00407050652486676,0.00288278964171295
"55-59","2","102",0.00585908127548103,0.00418152363218867
"55-59","2","102.5",0.00224433949834297,0.00224194438177749
"55-59","2","103",0.00359279496514975,0.00253329748376038
"55-59","2","103.5",0.00526266432799369,0.00303131794133971
"55-59","2","104.5",0.0106189402454659,0.00481385920483573
"55-59","2","105",0.004371964127754,0.00311164924676169
"55-59","2","105.5",0.00732394811537252,0.00451723449131504
"55-59","2","106.5",0.00705523826141434,0.00356392507618186
"55-59","2","107.5",0.00444261283283994,0.00318680886304518
"55-59","2","108",0.00696269647497146,0.00410644419353418
"55-59","2","108.5",0.00636108437880047,0.00371639304688011
"55-59","2","109",0.0101692473030982,0.00521811339640266
"55-59","2","109.5",0.00181926247134902,0.00181803526305394
"55-59","2","110",0.0114547193333144,0.00594028652054093
"55-59","2","110.5",0.00734482615353682,0.00369065260059389
"55-59","2","111",0.011197407482197,0.00506462157934921
"55-59","2","111.5",0.016209016339964,0.00642096757027584
"55-59","2","112",0.00554559554498971,0.00319609765695366
"55-59","2","112.5",0.00492693568249954,0.00347508705650982
"55-59","2","113",0.0123770537118386,0.00509552351698694
"55-59","2","113.5",0.00823425352228624,0.00424532410539634
"55-59","2","114",0.00933169317866132,0.00419481093433426
"55-59","2","114.5",0.0189426266375796,0.00674078558962221
"55-59","2","115",0.00293857382507451,0.00293329832413778
"55-59","2","115.5",0.0131436620367388,0.00603175002074835
"55-59","2","116",0.00861045086357118,0.00431378536362436
"55-59","2","116.5",0.0174728396566873,0.00652922761381325
"55-59","2","117",0.0204573557947255,0.00690379431555917
"55-59","2","117.5",0.00729372393613045,0.0036578821282577
"55-59","2","118",0.0131284743669507,0.0047129728125808
"55-59","2","118.5",0.0249793191830626,0.00724930170383571
"55-59","2","119",0.0127415633960207,0.00528653792719323
"55-59","2","119.5",0.00812478038993445,0.00411562963540406
"55-59","2","120",0.00177696766117607,0.00178275740122804
"55-59","2","120.5",0.0106935077566339,0.00579642042847089
"55-59","2","121",0.0130546404944655,0.00496313610244364
"55-59","2","121.5",0.0163670246004119,0.00475524362860837
"55-59","2","122",0.00612929503265248,0.00361850276338522
"55-59","2","122.5",0.00592148249005017,0.00339070861907071
"55-59","2","123",0.00867854999349309,0.00438077676782923
"55-59","2","123.5",0.00966909838215092,0.00432828842195788
"55-59","2","124",0.0254940422647829,0.00790646299306142
"55-59","2","124.5",0.00897914651772581,0.00404356170218785
"55-59","2","125",0.00982813379376716,0.0057588379746046
"55-59","2","125.5",0.00729859678457509,0.00418522158264401
"55-59","2","126",0.00665657871402998,0.00388858720203629
"55-59","2","126.5",0.00731208709553496,0.00366157276076294
"55-59","2","127",0.0111568646738335,0.00603010835540514
"55-59","2","127.5",0.00623725332942372,0.00362596337584773
"55-59","2","128",0.00751530280735569,0.00373595394513613
"55-59","2","128.5",0.0178548261661241,0.00669169874138825
"55-59","2","129",0.00765573584451317,0.00387777386539494
"55-59","2","129.5",0.0133868178353098,0.00616505198228232
"55-59","2","130",0.00558957368841352,0.00321807307454103
"55-59","2","130.5",0.00795133971409645,0.00402410765596578
"55-59","2","131",0.00968512474633024,0.00436514990535523
"55-59","2","131.5",0.00566325629901915,0.00337769400875797
"55-59","2","132",0.00538734629245285,0.00310078150772505
"55-59","2","132.5",0.00426331926528186,0.00301781989715562
"55-59","2","133",0.0113080514808491,0.00506295482458747
"55-59","2","133.5",0.00359689142988131,0.00253730082070434
"55-59","2","134",0.0146209337506969,0.0055924993546572
"55-59","2","134.5",0.00412582678407045,0.00293407003213301
"55-59","2","135",0.00442363366157379,0.00319065831324621
"55-59","2","135.5",0.00395550212916484,0.00279196396766966
"55-59","2","136",0.00853301681794145,0.00428015778842608
"55-59","2","136.5",0.00318588406648762,0.00226386127979999
"55-59","2","137",0.00410898491760065,0.00290798182947515
"55-59","2","137.5",0.00395387456686565,0.00287009757476245
"55-59","2","138",0.00765760261428236,0.00389291620687371
"55-59","2","138.5",0.00837684587007263,0.00426986309782251
"55-59","2","139",0.00191558887945467,0.00191411203761024
"55-59","2","139.5",0.00420558542614078,0.00297516741798922
"55-59","2","140",0.00720018984531206,0.00414865589733739
"55-59","2","141",0.00181463069808356,0.00181341502482622
"55-59","2","141.5",0.00913119784350462,0.00459177827862559
"55-59","2","142",0.00301545271889671,0.00301526266066005
"55-59","2","142.5",0.0143800790837481,0.00550157322238089
"55-59","2","143",0.00193935573034229,0.00193313064838393
"55-59","2","143.5",0.00565587093558003,0.00330182907875445
"55-59","2","144",0.0023991181811659,0.00239610733749236
"55-59","2","144.5",0.00283999229753665,0.00283517423639845
"55-59","2","145",0.0120764402517991,0.00562839015573562
"55-59","2","145.5",0.00336395969871935,0.0023704897319095
"55-59","2","146",0.00539692875105818,0.00393509306484033
"55-59","2","147",0.00163909243096,0.0016354226226018
"55-59","2","147.5",0.00660686905409037,0.00383888976909491
"55-59","2","148",0.00359091242541698,0.00251947419724463
"55-59","2","148.5",0.00185646224676632,0.00185439554382486
"55-59","2","149",0.00248119668049777,0.00247787891281457
"55-59","2","149.5",0.00398252131527882,0.00279837182631561
"55-59","2","150.5",0.0043128620886538,0.00306454195325513
"55-59","2","151.5",0.00166529202031784,0.0016644252339548
"55-59","2","152",0.00453252725338495,0.0032262672678068
"55-59","2","153",0.00308175520755473,0.00308335818076498
"55-59","2","155.5",0.00228363986361367,0.00227760946756776
"55-59","2","156",0.0034470359157488,0.00243467852164973
"55-59","2","156.5",0.00255619165658186,0.00255705683565323
"55-59","2","157.5",0.00180909042929013,0.00180788849715661
"55-59","2","158",0.00272548507639174,0.0027258462642843
"55-59","2","159.5",0.00201662602251867,0.00201486736345023
"55-59","2","160.5",0.00197570869277253,0.00197406662651292
"55-59","2","161",0.00383274670520489,0.00271135767878467
"55-59","2","163",0.0019127266427205,0.00191125748643789
"55-59","2","166",0.00176653656766863,0.00176543812899983
"55-59","2","166.5",0.0020245170352597,0.00201470239658655
"55-59","2","168",0.00194551942138309,0.00193862771844288
"55-59","2","169.5",0.00351336731734191,0.00351209330006501
"55-59","2","171.5",0.00579060398383614,0.00432023448779169
"55-59","2","172",0.00192830328179449,0.00193664342901648
"55-59","2","172.5",0.00175936239150708,0.00175442964299882
"55-59","2","175.5",0.00266207654185048,0.00265056756075197
"55-59","2","182.5",0.00227837123714269,0.0022757873637664
"55-59","2","183",0.00178373598417753,0.00179712867917263
"55-59","2","187.5",0.0016082808794652,0.00160753550252458
"55-59","2","197.5",0.00171985932662396,0.00172481321865377
"55-59","2","200",0.00218534730196256,0.00217922021370841
"60-64","1","96",0.00166824642283443,0.00167379719618911
"60-64","1","99.5",0.00188238348083797,0.00188399933242958
"60-64","1","100",0.00193696489105196,0.00194193491644987
"60-64","1","104",0.00305245125392925,0.0030481031375437
"60-64","1","104.5",0.00256570405211344,0.00256639974205882
"60-64","1","106.5",0.00256786908396386,0.00256806697288426
"60-64","1","107",0.00172295993438728,0.0017253687894584
"60-64","1","108",0.00192163791459287,0.00191993062523364
"60-64","1","108.5",0.00244458124307679,0.00244553848563943
"60-64","1","109",0.00399056125104149,0.0028266335428893
"60-64","1","110",0.0065161619315537,0.00382910731778773
"60-64","1","110.5",0.00379211815065722,0.002695270117556
"60-64","1","111",0.00339755817665083,0.00240543782171322
"60-64","1","111.5",0.00888677246754616,0.00449581102585712
"60-64","1","112",0.00345512780986746,0.00243875648226291
"60-64","1","113",0.0107503750570535,0.00488330949909213
"60-64","1","113.5",0.00737485409801188,0.00369241727638853
"60-64","1","114",0.00353437871309584,0.00248968964420064
"60-64","1","114.5",0.00413410107304127,0.00293717359872241
"60-64","1","115",0.0141087060303701,0.00584887921126394
"60-64","1","115.5",0.0117314249559055,0.00528329009458351
"60-64","1","116",0.00329792783053821,0.00238370007773464
"60-64","1","117",0.00531934328896477,0.00307811600936947
"60-64","1","117.5",0.00520845489919085,0.00299019113599048
"60-64","1","118",0.00917110732065977,0.00411814975696758
"60-64","1","118.5",0.00807148377911501,0.00409605238142721
"60-64","1","119",0.00167852591836126,0.00167814030314891
"60-64","1","119.5",0.0117059011620015,0.00529432914846399
"60-64","1","120",0.0146267818338172,0.00622940901286443
"60-64","1","120.5",0.00768538542564358,0.0038909716909464
"60-64","1","121",0.00382974742418281,0.00269873303712729
"60-64","1","121.5",0.0112759036209232,0.00465040068932222
"60-64","1","122",0.00246223725055246,0.00245397415718829
"60-64","1","122.5",0.0101596687268925,0.00460062490237909
"60-64","1","123",0.00632357658069155,0.00366271690808877
"60-64","1","123.5",0.00849277420941344,0.00422374792668976
"60-64","1","124",0.018385891006111,0.00611396764279474
"60-64","1","124.5",0.00991646298003585,0.00503299352861937
"60-64","1","125",0.0138076550922949,0.00529545854810331
"60-64","1","125.5",0.00970266974546164,0.00443490239058786
"60-64","1","126",0.0114070872663735,0.00525569894249551
"60-64","1","126.5",0.0134316599303242,0.00509231449440381
"60-64","1","127",0.0140994329785965,0.00498104939570851
"60-64","1","127.5",0.00659975526243314,0.00384747485068958
"60-64","1","128",0.0150757049159314,0.00597028512169021
"60-64","1","128.5",0.0157181005191257,0.00721030724892143
"60-64","1","129",0.0125980305862791,0.00480493281828128
"60-64","1","129.5",0.00713342208565957,0.00355732180804799
"60-64","1","130",0.00938565426318999,0.00507018251373076
"60-64","1","130.5",0.00921524953352894,0.00463418620717383
"60-64","1","131",0.00912613039182866,0.0040239963970899
"60-64","1","131.5",0.0152570065259028,0.00585804566024065
"60-64","1","132",0.0110874005076491,0.00623055064684421
"60-64","1","132.5",0.0126965429394986,0.00521835131062373
"60-64","1","133",0.0124502764720175,0.0050911207270524
"60-64","1","133.5",0.0133332209820985,0.0055658355744737
"60-64","1","134",0.0165099207778904,0.00602051113392985
"60-64","1","134.5",0.0119788196735098,0.00490939839854977
"60-64","1","135",0.00896755110906515,0.00398547813385712
"60-64","1","135.5",0.0108905629327945,0.00444777243766527
"60-64","1","136",0.00419368847104172,0.00299434599312046
"60-64","1","136.5",0.00778226967713358,0.00402241769013435
"60-64","1","137",0.0118304108325448,0.0048644803618125
"60-64","1","137.5",0.00604696183360637,0.0035222088217251
"60-64","1","138",0.0287641062840589,0.00890895446753498
"60-64","1","138.5",0.0125265836155977,0.00524815652844499
"60-64","1","139",0.0131945181428514,0.00503027280209153
"60-64","1","139.5",0.00176101808104694,0.00175973657841257
"60-64","1","140",0.00897873236230345,0.00399299977123875
"60-64","1","140.5",0.00485919892529617,0.00343858795789696
"60-64","1","141",0.00645878683391698,0.00380277860130267
"60-64","1","141.5",0.00349014048422267,0.00245628167643555
"60-64","1","142",0.00489216304048715,0.00355912641242606
"60-64","1","142.5",0.0100111734146148,0.0046061946679828
"60-64","1","143",0.00786335246144823,0.00394450353571543
"60-64","1","143.5",0.00438358065175569,0.00314349313977045
"60-64","1","144",0.00533568752634057,0.00377122145079102
"60-64","1","144.5",0.00861179817932923,0.00431625360783234
"60-64","1","145",0.00529935705030381,0.0030605489466035
"60-64","1","145.5",0.0049291947571973,0.00357385225942591
"60-64","1","146",0.0044145388648795,0.00440842545528659
"60-64","1","146.5",0.009370486629919,0.00417285793822982
"60-64","1","147",0.0036408215549641,0.00256488476688408
"60-64","1","147.5",0.00188856064243992,0.00188335705154393
"60-64","1","148",0.00314437117996816,0.00224413847871766
"60-64","1","148.5",0.00374934150904946,0.00264306251896172
"60-64","1","149",0.00601332753740673,0.00354804136237808
"60-64","1","149.5",0.00914035349323431,0.00459243175070228
"60-64","1","150",0.0019536991464842,0.00195190067744531
"60-64","1","150.5",0.00196886144165053,0.00197077282341434
"60-64","1","151",0.00538260592802187,0.00381650192962627
"60-64","1","151.5",0.00378893976712676,0.00268412929453251
"60-64","1","152",0.00189544771889285,0.00189688226031772
"60-64","1","152.5",0.00394570566935894,0.00278619897861493
"60-64","1","153",0.00166835689629102,0.00166423564373552
"60-64","1","153.5",0.00770672966898365,0.00446121941707005
"60-64","1","154",0.00511917212155641,0.00375018941564731
"60-64","1","154.5",0.00749215016197762,0.00373248551895894
"60-64","1","155",0.00336717310572637,0.00238393423923987
"60-64","1","155.5",0.00324193676563997,0.00231402146214423
"60-64","1","156",0.0086479595516998,0.00516387895705588
"60-64","1","156.5",0.00784854015178704,0.00450868937582044
"60-64","1","157.5",0.00192163791459287,0.00191518903421107
"60-64","1","158",0.001802233084349,0.00180400640605171
"60-64","1","158.5",0.0035996668556446,0.00254390998832495
"60-64","1","159",0.00593046508855702,0.00342897011382568
"60-64","1","159.5",0.00338269694877667,0.00239234372575869
"60-64","1","161",0.00362298507987583,0.00256754487147958
"60-64","1","161.5",0.00539440272168246,0.00311261053061517
"60-64","1","163.5",0.00269731436988303,0.00269282300866018
"60-64","1","164",0.00194000832608578,0.00193824904466631
"60-64","1","165",0.00176508824452941,0.00176379659057033
"60-64","1","165.5",0.00168391848867619,0.00168388635247594
"60-64","1","166.5",0.00186622940609165,0.00186789016901977
"60-64","1","170",0.00254271034158711,0.002538870153546
"60-64","1","170.5",0.00178068183796315,0.00177880766131833
"60-64","1","171",0.00565811801515969,0.00326900152130509
"60-64","1","171.5",0.00336777990374409,0.00337175180212651
"60-64","1","172.5",0.00164865495763431,0.00164207610669226
"60-64","1","173",0.00186055451731765,0.00186557462693141
"60-64","1","174",0.00177617880867623,0.00177787544910362
"60-64","1","176.5",0.00304511111806169,0.00304694824915212
"60-64","1","186.5",0.0018574604994144,0.00186248584703805
"60-64","1","187.5",0.00181971096634135,0.00181187445649199
"60-64","1","188.5",0.00194416451702782,0.00194178831623445
"60-64","1","189",0.00184577421640129,0.0018446023966259
"60-64","1","193",0.00182072107057817,0.00182352773143366
"60-64","1","194.5",0.00167928479239861,0.00167820011533278
"60-64","2","88",0.00165854436249933,0.0016612743339816
"60-64","2","90",0.00155204316275601,0.00154620868003582
"60-64","2","91",0.0017735184769459,0.00177530162539652
"60-64","2","96",0.00176732371746707,0.00176590692599673
"60-64","2","96.5",0.00278165978783592,0.00276738532401155
"60-64","2","98",0.00358456385466224,0.00253129064981687
"60-64","2","98.5",0.00190043409639305,0.00189864556690725
"60-64","2","99",0.00483600470450681,0.0027945719955227
"60-64","2","99.5",0.00345070399949117,0.00244425437053555
"60-64","2","100",0.00167195130452419,0.00167076460221197
"60-64","2","101.5",0.00442819103032503,0.00329501878724804
"60-64","2","102",0.0017523232046393,0.00176096048021483
"60-64","2","102.5",0.00183452181102647,0.00183225795780753
"60-64","2","103",0.00270336821284334,0.00269865048307335
"60-64","2","103.5",0.00566410151886724,0.00330831812848822
"60-64","2","104",0.0034612182121503,0.00245659379187657
"60-64","2","104.5",0.00575286797638051,0.00336333588005717
"60-64","2","105",0.00419871260870534,0.00303035263630723
"60-64","2","105.5",0.00650760540429272,0.00381882841956419
"60-64","2","106",0.00558663890472225,0.00323192972892873
"60-64","2","106.5",0.0106739968796849,0.00435597833532851
"60-64","2","107",0.00164996527424618,0.00164613970952795
"60-64","2","107.5",0.00590072494286283,0.00346618213208739
"60-64","2","108",0.00949594072343837,0.00502223123980484
"60-64","2","108.5",0.00358873170548963,0.00253792732303239
"60-64","2","109",0.00170267515366477,0.00170140974138791
"60-64","2","109.5",0.00896440280359164,0.00402093595016365
"60-64","2","110",0.00823811872223904,0.00368770416507663
"60-64","2","110.5",0.0052993152272714,0.00307467969232904
"60-64","2","111",0.00828542047052631,0.00433933887250815
"60-64","2","111.5",0.00329082452674946,0.00233110526382719
"60-64","2","112",0.0073469098695455,0.0036720413017936
"60-64","2","112.5",0.0125921838999048,0.00456562046681057
"60-64","2","113",0.00657672704143611,0.00387481743957236
"60-64","2","113.5",0.00694708443210767,0.0042375603194509
"60-64","2","114",0.0158138139022573,0.0058266134572765
"60-64","2","114.5",0.00176955753582653,0.00178194757544385
"60-64","2","115",0.0105027340322117,0.00426937086015868
"60-64","2","115.5",0.00308375062274557,0.00219132257716245
"60-64","2","116",0.00491008262474195,0.00359259372538925
"60-64","2","116.5",0.0141272721243017,0.00506139239176765
"60-64","2","117",0.00954053944372477,0.00430035692031812
"60-64","2","117.5",0.00495434284808379,0.00286182076651854
"60-64","2","118",0.00742516184695312,0.00373222121438391
"60-64","2","118.5",0.00331032759892971,0.00234577141888113
"60-64","2","119",0.007235793696897,0.00360458028840592
"60-64","2","119.5",0.010488841897525,0.00433224894221644
"60-64","2","120",0.00484223274028079,0.00280700436514613
"60-64","2","120.5",0.0162567072943105,0.00584799616001039
"60-64","2","121",0.0149700958821613,0.00498194840825833
"60-64","2","121.5",0.0128188536503005,0.00482684371589561
"60-64","2","122",0.00507239377014345,0.00292828738629066
"60-64","2","122.5",0.0153899818071598,0.00517593039560751
"60-64","2","123",0.012107079720729,0.00453996031464507
"60-64","2","123.5",0.0112550464257422,0.00461891284285114
"60-64","2","124",0.012511622449895,0.00390273715195679
"60-64","2","124.5",0.0130709050903269,0.00495573207241891
"60-64","2","125",0.0160425687771583,0.00547504717305401
"60-64","2","125.5",0.012173566564199,0.00507101054220739
"60-64","2","126",0.0139595482967367,0.00526927477547822
"60-64","2","126.5",0.0086119610764579,0.00383206866938782
"60-64","2","127",0.0117838721958922,0.00446899227053202
"60-64","2","127.5",0.016251820875411,0.00577180898235021
"60-64","2","128",0.0134839044635684,0.00478199379584151
"60-64","2","128.5",0.00371914558579989,0.00264188129804703
"60-64","2","129",0.00708739173916225,0.00357720994757018
"60-64","2","129.5",0.0104931757988054,0.00433894334693587
"60-64","2","130",0.0055989875911344,0.00322337082581811
"60-64","2","130.5",0.0100670000652648,0.00407744249243461
"60-64","2","131",0.00341481483652206,0.00242131969126757
"60-64","2","131.5",0.00741279686557486,0.00368165144684986
"60-64","2","132",0.0149138265326494,0.00522508592793003
"60-64","2","132.5",0.00873348062502803,0.003922009267485
"60-64","2","133",0.0112486373791075,0.00476916183483309
"60-64","2","133.5",0.0103133680919898,0.00416815163774958
"60-64","2","134",0.00397785154405837,0.00284264230305812
"60-64","2","134.5",0.00925618147508938,0.00370453428558034
"60-64","2","135",0.0143455292151713,0.00519525167796549
"60-64","2","135.5",0.00512592146043519,0.00296477778541767
"60-64","2","136",0.00995874946472915,0.0044835191102375
"60-64","2","136.5",0.0127671836176888,0.00485940269076481
"60-64","2","137",0.0103007341029543,0.00420753668241924
"60-64","2","137.5",0.00353062526444642,0.00248521646309048
"60-64","2","138",0.0103016708484094,0.00467741532909456
"60-64","2","138.5",0.00673267945877581,0.00335521304022568
"60-64","2","139",0.00363718017469599,0.0025843829661985
"60-64","2","139.5",0.00358389024658349,0.00253031740791405
"60-64","2","140",0.00530520600253517,0.00306933779912283
"60-64","2","140.5",0.00399803124877589,0.00286445784214351
"60-64","2","141",0.00166952222103866,0.00167813223297808
"60-64","2","141.5",0.00457233447961972,0.00329994182919983
"60-64","2","142",0.0134373439592672,0.00503424142938393
"60-64","2","142.5",0.00826694276638877,0.00365812689366126
"60-64","2","143",0.0033159462916746,0.00234385779996651
"60-64","2","143.5",0.00161794789185768,0.00161421214400447
"60-64","2","144",0.00514545794203553,0.00384009035125852
"60-64","2","144.5",0.00178625325504156,0.00177501538655066
"60-64","2","145",0.00185665180051249,0.00185059521073693
"60-64","2","146",0.00346539740913279,0.00243706320441157
"60-64","2","146.5",0.00159946341470713,0.00159853126449856
"60-64","2","147",0.00242585905294246,0.00241794565036856
"60-64","2","147.5",0.0104716713623384,0.0054597523793766
"60-64","2","148.5",0.00480928879309076,0.00276282355992572
"60-64","2","149",0.00680043585965713,0.00339449026981411
"60-64","2","149.5",0.00222548852754846,0.00222266987974162
"60-64","2","150",0.00602171685555598,0.00350075724971533
"60-64","2","150.5",0.00332733928935884,0.00234918835916736
"60-64","2","151",0.00713853199269661,0.00359136432925816
"60-64","2","151.5",0.00228089911946498,0.00226654928174
"60-64","2","152",0.003323820745151,0.00236265013554179
"60-64","2","152.5",0.00351491530771054,0.00246400178221411
"60-64","2","153",0.00179241933706028,0.00179399524403962
"60-64","2","153.5",0.00312189897229827,0.0022099116977588
"60-64","2","154",0.0017562621638408,0.00175486274083667
"60-64","2","155",0.00234026631945859,0.00234300310644388
"60-64","2","156",0.00770974522994089,0.00389171831087202
"60-64","2","157.5",0.00346891961908946,0.00244130440897204
"60-64","2","158",0.00321263418419329,0.00225501874352896
"60-64","2","158.5",0.0035034641915889,0.00249255116148421
"60-64","2","160",0.00771275885294925,0.00391408384681712
"60-64","2","160.5",0.00167100257203563,0.00166229285963205
"60-64","2","161",0.00170702174260273,0.00170284879756801
"60-64","2","162",0.00412299454906084,0.00296860764539443
"60-64","2","162.5",0.00319313140704666,0.00317896676515382
"60-64","2","163",0.00221158908881469,0.00221249153253223
"60-64","2","163.5",0.00318253121461715,0.00318395095669793
"60-64","2","164.5",0.00204871548266036,0.00204648330801701
"60-64","2","165.5",0.00171119987577594,0.00172515944047867
"60-64","2","166",0.00784607286100599,0.00397468275586437
"60-64","2","167",0.00199146036493849,0.00198587514063847
"60-64","2","168",0.00283711393010942,0.00282232613336933
"60-64","2","169",0.00170980084581984,0.0017085314626689
"60-64","2","170",0.00193318875782854,0.00193130602076553
"60-64","2","171",0.00161606324042198,0.001615002265667
"60-64","2","171.5",0.00155964308334955,0.00156930485098344
"60-64","2","173",0.00211851899459027,0.00211162056777217
"60-64","2","173.5",0.00174148800603477,0.00173658705294478
"60-64","2","174",0.00178097008501028,0.00178231794953087
"60-64","2","175.5",0.00170867275440145,0.00170739262917412
"60-64","2","177.5",0.0015993042303193,0.00159176440066555
"60-64","2","183",0.00173687258166255,0.0017415182072261
"60-64","2","190.5",0.00184196226432266,0.00184675206519322
"60-64","2","198",0.00178577176321088,0.00178791210801907
"60-64","2","200",0.00192827527174691,0.00192448819064269
"65-69","1","97.5",0.00209204979174139,0.00209499036224328
"65-69","1","98.5",0.00238828176281364,0.0023915558036167
"65-69","1","103.5",0.0047428060786386,0.00335749815982685
"65-69","1","104.5",0.00247524085614588,0.00247792599369666
"65-69","1","105",0.00318605456005414,0.00318737407552862
"65-69","1","105.5",0.00235480195850016,0.00234696925725802
"65-69","1","106",0.00242175299625642,0.00242651108388558
"65-69","1","107",0.00252231437103629,0.00251920956822908
"65-69","1","108",0.00309322299938533,0.00309368526343964
"65-69","1","110",0.00214702534912632,0.00214062376762458
"65-69","1","110.5",0.00226585013415861,0.00225628773076872
"65-69","1","111",0.00462729993255083,0.00463468770905147
"65-69","1","111.5",0.00650783739839686,0.00376970831473101
"65-69","1","112",0.00460368998702428,0.00325563801088147
"65-69","1","112.5",0.00938154003036586,0.00470950649863217
"65-69","1","113",0.00652269508422137,0.00462215654929133
"65-69","1","113.5",0.00750157184490436,0.00435088651501229
"65-69","1","114",0.00484231355510801,0.0034186847344805
"65-69","1","115",0.00423793437194235,0.00300744444529626
"65-69","1","115.5",0.00801934048315496,0.00470905583119783
"65-69","1","116.5",0.00217490441190996,0.00217298363085715
"65-69","1","117",0.00222877228156845,0.00221265437545273
"65-69","1","117.5",0.00508451433387301,0.00358923750012887
"65-69","1","118",0.00640766824457435,0.00368550826821913
"65-69","1","118.5",0.0105880417393918,0.00535044150493168
"65-69","1","119.5",0.00212496561164337,0.00211925148180141
"65-69","1","120",0.0167809103181851,0.00777851064355761
"65-69","1","120.5",0.00459031572333537,0.00324198149291685
"65-69","1","121",0.00248638800079645,0.00248968789397037
"65-69","1","121.5",0.00676469628640932,0.00391345390173917
"65-69","1","122",0.00790960167925985,0.00466482087679916
"65-69","1","122.5",0.0143588700019441,0.00586278872098322
"65-69","1","123",0.00243128827227453,0.00240709632484679
"65-69","1","124",0.0158385147622591,0.00655830937224461
"65-69","1","124.5",0.00837154044611828,0.00490745013534188
"65-69","1","125",0.0161118682619779,0.00603008587276534
"65-69","1","125.5",0.00670026270742251,0.00386453083187306
"65-69","1","126",0.0117078629527323,0.00518976071201987
"65-69","1","126.5",0.00452375477573701,0.00316378719266384
"65-69","1","127",0.0142517746444061,0.00583031010469397
"65-69","1","127.5",0.00944985565029457,0.0047670613651979
"65-69","1","128",0.00792934834086037,0.00465870617158079
"65-69","1","128.5",0.0173743053525415,0.00666102218521578
"65-69","1","129",0.00710194041327343,0.00409769974726984
"65-69","1","129.5",0.009450017349973,0.00475647196964706
"65-69","1","130",0.0125759988271522,0.00563326907606439
"65-69","1","130.5",0.00807915483338166,0.00466609775367444
"65-69","1","131",0.00918914046353512,0.00458865526317808
"65-69","1","131.5",0.0118074895221141,0.00518858583071816
"65-69","1","132",0.00556262244379423,0.00390570504244766
"65-69","1","132.5",0.00960322082398043,0.00477936080465321
"65-69","1","133",0.00702140520169129,0.00404433847051089
"65-69","1","133.5",0.00733638643297582,0.00422533952968485
"65-69","1","134",0.00927583897899489,0.00465082043971082
"65-69","1","134.5",0.017988745495785,0.0077357458840592
"65-69","1","135",0.00952796109867201,0.00472488493509859
"65-69","1","135.5",0.0046196796938509,0.00327761122539166
"65-69","1","136",0.00988726720692397,0.00495592781928762
"65-69","1","136.5",0.0149023267254656,0.00605933947086667
"65-69","1","137",0.0136777328183344,0.00547964470651169
"65-69","1","138",0.00865098918649608,0.00430046461276581
"65-69","1","138.5",0.00664613206102796,0.00384611632975451
"65-69","1","139",0.0132096929647038,0.00597516780669008
"65-69","1","139.5",0.0212854053622031,0.00707462480385434
"65-69","1","140",0.0124555713980513,0.00556392807862157
"65-69","1","140.5",0.0106197888875042,0.00545211524134961
"65-69","1","141",0.00885686512965601,0.00513058347910249
"65-69","1","142",0.0136851380882618,0.00553796797675658
"65-69","1","142.5",0.0155389402892936,0.00639082386240548
