"agegroup","sex","omsysval.usual","Pe"
"55-59","2",109.597806122449,0.00591712582010914
"70-74","2",109.597806122449,0.00662365731385152
"05-09","1",110.022015816327,0.0281325335496392
"10-14","1",110.022015816327,0.015891235445667
"60-64","1",110.022015816327,0.00673810618274018
"05-09","2",110.022015816327,0.0085067205291692
"10-14","2",110.022015816327,0.0178944618272674
"20-24","2",110.022015816327,0.0070327753452854
"30-34","2",110.022015816327,0.015247675510855
"35-39","2",110.022015816327,0.0189327730420667
"40-44","2",110.022015816327,0.00398459013545287
"45-49","2",110.022015816327,0.00552613868362833
"50-54","2",110.022015816327,0.0159906520818823
"55-59","2",110.022015816327,0.00457211695331886
"05-09","1",110.445583673469,0.00333751674249205
"10-14","1",110.445583673469,0.0125042967497969
"15-19","1",110.445583673469,0.0134063453336544
"30-34","1",110.445583673469,0.00546141850111124
"35-39","1",110.445583673469,0.00500751017191405
"45-49","1",110.445583673469,0.00530886563361764
"65-69","1",110.445583673469,0.0172318885111238
"05-09","2",110.445583673469,0.0164915947074687
"10-14","2",110.445583673469,0.0136293388252018
"15-19","2",110.445583673469,0.013405073268385
"20-24","2",110.445583673469,0.0100496702380819
"25-29","2",110.445583673469,0.0126933890874014
"30-34","2",110.445583673469,0.00982059816938536
"35-39","2",110.445583673469,0.00871779310726175
"40-44","2",110.445583673469,0.0101840451633909
"45-49","2",110.445583673469,0.00933472820518619
"55-59","2",110.445583673469,0.00640037970341503
"05-09","1",110.868509693878,0.00310091547057953
"10-14","1",110.868509693878,0.00774227306783693
"15-19","1",110.868509693878,0.00692155487796458
"30-34","1",110.868509693878,0.00630295776929938
"40-44","1",110.868509693878,0.00703275785113226
"45-49","1",110.868509693878,0.00537817678503621
"60-64","1",110.868509693878,0.00418958697336392
"05-09","2",110.868509693878,0.0157517799987854
"10-14","2",110.868509693878,0.00947757130790238
"15-19","2",110.868509693878,0.0108215414267777
"20-24","2",110.868509693878,0.00741515291943446
"25-29","2",110.868509693878,0.0117265740364773
"30-34","2",110.868509693878,0.0210530239724278
"40-44","2",110.868509693878,0.014088707863516
"45-49","2",110.868509693878,0.00654779751336056
"50-54","2",110.868509693878,0.00299140718641227
"55-59","2",110.868509693878,0.00454375484853868
"60-64","2",110.868509693878,0.00763658809191493
"80-84","2",110.868509693878,0.0126869125454164
"85+","2",110.868509693878,0.0208170388006793
"05-09","1",111.290793877551,0.00465281528871656
"10-14","1",111.290793877551,0.0114926884212358
"15-19","1",111.290793877551,0.0222049951701976
"30-34","1",111.290793877551,0.00580659079513834
"35-39","1",111.290793877551,0.0057678498892724
"40-44","1",111.290793877551,0.00901233590900704
"45-49","1",111.290793877551,0.00965345796949567
"50-54","1",111.290793877551,0.00412667648010493
"65-69","1",111.290793877551,0.00626037094231892
"75-79","1",111.290793877551,0.0078152791701389
"05-09","2",111.290793877551,0.00496174844037413
"10-14","2",111.290793877551,0.00459793072663364
"15-19","2",111.290793877551,0.0117421667081126
"20-24","2",111.290793877551,0.0229641254148301
"25-29","2",111.290793877551,0.0375280553785641
"30-34","2",111.290793877551,0.0165579933033018
"35-39","2",111.290793877551,0.0148114746754663
"40-44","2",111.290793877551,0.0100243001265576
"50-54","2",111.290793877551,0.00508868366939287
"70-74","2",111.290793877551,0.0108374601002917
"05-09","1",111.71243622449,0.0112106373539209
"10-14","1",111.71243622449,0.00383645065142037
"25-29","1",111.71243622449,0.0105271871437942
"35-39","1",111.71243622449,0.0116536449706698
"50-54","1",111.71243622449,0.00943098671954915
"55-59","1",111.71243622449,0.00513251295644633
"65-69","1",111.71243622449,0.00601001441005149
"05-09","2",111.71243622449,0.0151562013494338
"10-14","2",111.71243622449,0.0187154978304466
"15-19","2",111.71243622449,0.0139843992492681
"20-24","2",111.71243622449,0.0142756885593551
"25-29","2",111.71243622449,0.0434924524943855
"30-34","2",111.71243622449,0.0280677783107711
"35-39","2",111.71243622449,0.0032437492746927
"40-44","2",111.71243622449,0.0185658250996853
"45-49","2",111.71243622449,0.00879852763671104
"50-54","2",111.71243622449,0.00737348873320313
"55-59","2",111.71243622449,0.00469418847081174
"60-64","2",111.71243622449,0.0085873753315338
"65-69","2",111.71243622449,0.00440310476685063
"70-74","2",111.71243622449,0.00489880663755507
"75-79","2",111.71243622449,0.00694552046747894
"05-09","1",112.133436734694,0.0093814875197982
"10-14","1",112.133436734694,0.00956199726980908
"15-19","1",112.133436734694,0.0126829734881249
"30-34","1",112.133436734694,0.00464286778422634
"35-39","1",112.133436734694,0.00777685104437398
"55-59","1",112.133436734694,0.00592514075745944
"05-09","2",112.133436734694,0.00405721290616711
"10-14","2",112.133436734694,0.0184404690121428
"15-19","2",112.133436734694,0.0144781382564067
"20-24","2",112.133436734694,0.00885345552055247
"25-29","2",112.133436734694,0.00359611173654577
"30-34","2",112.133436734694,0.0255247022874249
"35-39","2",112.133436734694,0.0165654746357239
"40-44","2",112.133436734694,0.0114269031509609
"45-49","2",112.133436734694,0.0122891440457474
"50-54","2",112.133436734694,0.00842668432825933
"55-59","2",112.133436734694,0.00352662553412169
"60-64","2",112.133436734694,0.00441751533041619
"05-09","1",112.553795408163,0.0120403546928135
"10-14","1",112.553795408163,0.00692648328103089
"35-39","1",112.553795408163,0.00573971441465427
"45-49","1",112.553795408163,0.00482372718491072
"50-54","1",112.553795408163,0.00352380033735904
"65-69","1",112.553795408163,0.00527214192384976
"05-09","2",112.553795408163,0.00960515445930177
"10-14","2",112.553795408163,0.0131333290817322
"15-19","2",112.553795408163,0.0194553967074995
"20-24","2",112.553795408163,0.0228083908355305
"25-29","2",112.553795408163,0.0108890139285547
"30-34","2",112.553795408163,0.0158081552545993
"35-39","2",112.553795408163,0.00821698015941242
"40-44","2",112.553795408163,0.0182003211818982
"45-49","2",112.553795408163,0.0135498835355959
"50-54","2",112.553795408163,0.00694008547593722
"55-59","2",112.553795408163,0.00607931943171592
"60-64","2",112.553795408163,0.00357111270338595
"85+","2",112.553795408163,0.0178634090740701
"05-09","1",112.973512244898,0.0159573769131653
"10-14","1",112.973512244898,0.0129683098812227
"15-19","1",112.973512244898,0.00588162407393642
"20-24","1",112.973512244898,0.01737918943784
"25-29","1",112.973512244898,0.0128193205866523
"30-34","1",112.973512244898,0.00736496815416939
"35-39","1",112.973512244898,0.00535494009230375
"40-44","1",112.973512244898,0.00382609969121766
"50-54","1",112.973512244898,0.00423311005057434
"55-59","1",112.973512244898,0.00488601666616844
"60-64","1",112.973512244898,0.00491869952595671
"75-79","1",112.973512244898,0.00763707401997182
"05-09","2",112.973512244898,0.00474236661116611
"10-14","2",112.973512244898,0.0083223876567451
"15-19","2",112.973512244898,0.0189565702325962
"20-24","2",112.973512244898,0.00704160448777342
"25-29","2",112.973512244898,0.0163742061772853
"30-34","2",112.973512244898,0.0184780071017949
"35-39","2",112.973512244898,0.00745675060159638
"40-44","2",112.973512244898,0.00318438542560394
"45-49","2",112.973512244898,0.0277246677779378
"50-54","2",112.973512244898,0.00954181502395657
"55-59","2",112.973512244898,0.00359433110445027
"60-64","2",112.973512244898,0.00830245841575335
"70-74","2",112.973512244898,0.00677586021888483
"05-09","1",113.392587244898,0.0143286874236626
"10-14","1",113.392587244898,0.00849824076114281
"15-19","1",113.392587244898,0.0103489125160932
"25-29","1",113.392587244898,0.00761215266284788
"40-44","1",113.392587244898,0.004133278364282
"45-49","1",113.392587244898,0.00557554574824076
"50-54","1",113.392587244898,0.00404403605378024
"60-64","1",113.392587244898,0.00561461595725524
"85+","1",113.392587244898,0.0193396191686166
"05-09","2",113.392587244898,0.00382853237359567
"15-19","2",113.392587244898,0.016852897663502
"20-24","2",113.392587244898,0.0113419271949399
"25-29","2",113.392587244898,0.0131553274462739
"30-34","2",113.392587244898,0.0119630064945939
"35-39","2",113.392587244898,0.0119984827597345
"40-44","2",113.392587244898,0.0113758726558303
"45-49","2",113.392587244898,0.0121304274596992
"50-54","2",113.392587244898,0.0223801690852315
"55-59","2",113.392587244898,0.00334542109265575
"60-64","2",113.392587244898,0.00351042641382741
"65-69","2",113.392587244898,0.00497337552408532
"70-74","2",113.392587244898,0.00574151981480304
"85+","2",113.392587244898,0.0166679367660153
"05-09","1",113.811020408163,0.0101852557068468
"10-14","1",113.811020408163,0.019313246898835
"15-19","1",113.811020408163,0.0283240943524343
"30-34","1",113.811020408163,0.00562654642163313
"35-39","1",113.811020408163,0.0151649757626402
"50-54","1",113.811020408163,0.0051294622639224
"65-69","1",113.811020408163,0.0051967268574268
"70-74","1",113.811020408163,0.00744109622173336
"75-79","1",113.811020408163,0.00566097806197079
"80-84","1",113.811020408163,0.0103602536371913
"05-09","2",113.811020408163,0.0120686578842062
"10-14","2",113.811020408163,0.0122625879813867
"15-19","2",113.811020408163,0.0162581480993032
"20-24","2",113.811020408163,0.00599232643582978
"25-29","2",113.811020408163,0.0295756993044488
"30-34","2",113.811020408163,0.00586683324397042
"35-39","2",113.811020408163,0.00709675142289437
"40-44","2",113.811020408163,0.0139619858220188
"45-49","2",113.811020408163,0.0112382045341103
"50-54","2",113.811020408163,0.0079374355063908
"60-64","2",113.811020408163,0.00467844691089849
"65-69","2",113.811020408163,0.00466428473481775
"85+","2",113.811020408163,0.0155959400852723
"05-09","1",114.228811734694,0.00499724819404054
"10-14","1",114.228811734694,0.00649374086314265
"15-19","1",114.228811734694,0.0039846069038094
"20-24","1",114.228811734694,0.0130720559934245
"30-34","1",114.228811734694,0.00554879458784466
"35-39","1",114.228811734694,0.00582617966044941
"45-49","1",114.228811734694,0.0104307084866497
"60-64","1",114.228811734694,0.0124096167308358
"65-69","1",114.228811734694,0.00554919236008193
"80-84","1",114.228811734694,0.0142023886956338
"05-09","2",114.228811734694,0.0236590594020676
"10-14","2",114.228811734694,0.0147632607848982
"15-19","2",114.228811734694,0.00503410097488689
"20-24","2",114.228811734694,0.00945894153542984
"25-29","2",114.228811734694,0.0147640887673964
"30-34","2",114.228811734694,0.00639289844092478
"35-39","2",114.228811734694,0.010901649714612
"40-44","2",114.228811734694,0.00576947836522537
"45-49","2",114.228811734694,0.0173222024216181
"50-54","2",114.228811734694,0.0102939202055513
"55-59","2",114.228811734694,0.00461486945235721
"60-64","2",114.228811734694,0.00905784062156953
"65-69","2",114.228811734694,0.00548255129573385
"75-79","2",114.228811734694,0.00585091037646905
"05-09","1",114.64596122449,0.0222999152068932
"10-14","1",114.64596122449,0.0318832963279043
"20-24","1",114.64596122449,0.00505973319153316
"25-29","1",114.64596122449,0.00938885639980105
"30-34","1",114.64596122449,0.0134620888684845
"35-39","1",114.64596122449,0.00823423217996014
"40-44","1",114.64596122449,0.0117401770090737
"45-49","1",114.64596122449,0.00588855335139098
"50-54","1",114.64596122449,0.0202352690121825
"55-59","1",114.64596122449,0.0115515691288573
"60-64","1",114.64596122449,0.00558035829156196
"65-69","1",114.64596122449,0.00496979732069207
"85+","1",114.64596122449,0.0264739033577661
"05-09","2",114.64596122449,0.00414821721437874
"10-14","2",114.64596122449,0.00939622792316292
"15-19","2",114.64596122449,0.0208907338363216
"20-24","2",114.64596122449,0.0227431899534983
"25-29","2",114.64596122449,0.0467123384051705
"30-34","2",114.64596122449,0.0187810978867913
"35-39","2",114.64596122449,0.0152421210398243
"40-44","2",114.64596122449,0.0102782881267794
"45-49","2",114.64596122449,0.00332231875750155
"55-59","2",114.64596122449,0.00449465119865545
"65-69","2",114.64596122449,0.00938645596455308
"05-09","1",115.062468877551,0.00504556282475442
"10-14","1",115.062468877551,0.0185155125933779
"15-19","1",115.062468877551,0.0187603840177518
"25-29","1",115.062468877551,0.00980280856237628
"30-34","1",115.062468877551,0.00551596602959408
"35-39","1",115.062468877551,0.00698655267184825
"40-44","1",115.062468877551,0.00759875803685207
"55-59","1",115.062468877551,0.00885980576027505
"60-64","1",115.062468877551,0.0063975262565634
"75-79","1",115.062468877551,0.007057813363257
"05-09","2",115.062468877551,0.00760201321037954
"10-14","2",115.062468877551,0.0306909485125951
"15-19","2",115.062468877551,0.0210429594231552
"20-24","2",115.062468877551,0.0440847623841688
"25-29","2",115.062468877551,0.0393098255015601
"30-34","2",115.062468877551,0.037900890811009
"35-39","2",115.062468877551,0.00988117502254354
"40-44","2",115.062468877551,0.00718234025992374
"45-49","2",115.062468877551,0.00754709312682428
"65-69","2",115.062468877551,0.00431897770366419
"80-84","2",115.062468877551,0.0118553649415756
"10-14","1",115.478334693878,0.003553167401171
"20-24","1",115.478334693878,0.00563005922969842
"25-29","1",115.478334693878,0.00520067522074202
