"agegroup","sex","bmival","Pe","se"
"45-49","2","24.4",0.00860370291224861,0.00401526199841743
"45-49","2","24.5",0.0115913493480004,0.00500491896950826
"45-49","2","24.6",0.0130108463688959,0.00463736816546265
"45-49","2","24.7",0.0118362416684129,0.00500779099915983
"45-49","2","24.8",0.00650948221439481,0.00328794220989221
"45-49","2","24.9",0.0101240447335619,0.00385565443794095
"45-49","2","25",0.0109581689406455,0.00460244917210484
"45-49","2","25.1",0.00292560165049845,0.00207488177713008
"45-49","2","25.2",0.0113806236371343,0.00447655285350304
"45-49","2","25.3",0.0036923956254051,0.00264732822385836
"45-49","2","25.4",0.00816049749070075,0.00410110609642938
"45-49","2","25.5",0.00149727114297588,0.00149639110868144
"45-49","2","25.6",0.0168831394929047,0.00543175779095806
"45-49","2","25.7",0.00597221676458193,0.00306809185823178
"45-49","2","25.8",0.00854259030093713,0.00401168802611888
"45-49","2","25.9",0.00746028062895837,0.00404369158513666
"45-49","2","26",0.00787959342200458,0.00430832136398834
"45-49","2","26.1",0.00781449333872015,0.00390526679226898
"45-49","2","26.2",0.0133489514744954,0.0047390837440465
"45-49","2","26.3",0.00411888639709075,0.00292840934913554
"45-49","2","26.4",0.0076038238876723,0.00389895711802608
"45-49","2","26.5",0.00456886306611942,0.00275166866971538
"45-49","2","26.6",0.0115143329642047,0.0048027601413846
"45-49","2","26.7",0.00703522818778016,0.00356015013830203
"45-49","2","26.8",0.00361732775361061,0.0026160655290442
"45-49","2","26.9",0.00235684071762661,0.00166772768364651
"45-49","2","27.1",0.0117188530544397,0.00453035486502336
"45-49","2","27.2",0.00620260090857211,0.00319695917626369
"45-49","2","27.3",0.00432777203691297,0.00248652575143821
"45-49","2","27.4",0.00821627755523963,0.00365821320179482
"45-49","2","27.5",0.00266508551309588,0.00191951639546994
"45-49","2","27.6",0.00186073516900419,0.00185895335453176
"45-49","2","27.7",0.00501974475579727,0.00293375278945996
"45-49","2","27.8",0.0112794428193784,0.00464684548038394
"45-49","2","27.9",0.00739442393633783,0.00386189004022117
"45-49","2","28",0.00620161130570859,0.00376426374789412
"45-49","2","28.1",0.00589607525013998,0.00296383709652139
"45-49","2","28.2",0.00148399165879657,0.00147862251197828
"45-49","2","28.3",0.00364279310122415,0.00210274217519483
"45-49","2","28.4",0.00643692892061495,0.00323487564792429
"45-49","2","28.5",0.00436085651672598,0.00251028111785717
"45-49","2","28.6",0.00223395048491646,0.00223420056836472
"45-49","2","28.7",0.00372789482976635,0.00271919582027723
"45-49","2","28.9",0.00151649303079028,0.00151215508700106
"45-49","2","29",0.00664754799072312,0.00333931055846653
"45-49","2","29.1",0.00135692346832795,0.00135630821359512
"45-49","2","29.2",0.0049473982566613,0.00375040697304513
"45-49","2","29.4",0.00291911611096607,0.00207825864624335
"45-49","2","29.5",0.00866531212978448,0.00389909799205349
"45-49","2","29.6",0.0028221039262681,0.00201780272013761
"45-49","2","29.7",0.00797320142755238,0.00406017251039582
"45-49","2","29.8",0.00300691750702289,0.00216217267162851
"45-49","2","29.9",0.00726671425399915,0.00370895403295409
"45-49","2","30.1",0.00169121027854975,0.00168618302904859
"45-49","2","30.2",0.00300949319393691,0.00213520073055003
"45-49","2","30.3",0.00507880619591433,0.00292407213479646
"45-49","2","30.4",0.0107556465925576,0.00445887186373198
"45-49","2","30.5",0.00360164795977365,0.00255855349368365
"45-49","2","30.6",0.00452445624686697,0.00267416496489988
"45-49","2","30.7",0.00321145145701149,0.00230595186246014
"45-49","2","30.8",0.00321859677491096,0.00229094094483409
"45-49","2","30.9",0.00234463065990039,0.002341249554636
"45-49","2","31",0.00523182354389838,0.00312146005478968
"45-49","2","31.1",0.00104875267241121,0.00104860043984149
"45-49","2","31.2",0.00372479134887772,0.00371418568279491
"45-49","2","31.4",0.00325814899485805,0.00229497687596171
"45-49","2","31.5",0.00169288352107686,0.00169571324316421
"45-49","2","31.8",0.0013017969350127,0.00129902361002851
"45-49","2","31.9",0.00313769042507229,0.00221684307448681
"45-49","2","32",0.00773957787525254,0.00392546901583528
"45-49","2","32.1",0.00196817708365067,0.00196608070547661
"45-49","2","32.2",0.00369881681478136,0.0026644789524831
"45-49","2","32.3",0.00137549383480825,0.00137484460467123
"45-49","2","32.4",0.00555450772174089,0.00283484312589766
"45-49","2","32.5",0.0021094657777729,0.00148954521936781
"45-49","2","32.6",0.00558933353972016,0.00345469179719895
"45-49","2","32.7",0.00907696105642162,0.00408679584067456
"45-49","2","32.8",0.00213414005752642,0.00212861360193627
"45-49","2","32.9",0.0017105871759727,0.0017122672607299
"45-49","2","33.1",0.00111635734293855,0.00111478641297104
"45-49","2","33.2",0.00584733426088275,0.00335823264724474
"45-49","2","33.3",0.00262323652018144,0.0026124348014814
"45-49","2","33.4",0.00297016819567663,0.00210150794335839
"45-49","2","33.5",0.00121157712838222,0.00120925434873711
"45-49","2","33.6",0.00164215000844933,0.00164060427532721
"45-49","2","33.7",0.00177941060169686,0.00177529222079329
"45-49","2","34",0.00121940100428686,0.00122112808663308
"45-49","2","34.4",0.00438937566223079,0.0025393618097682
"45-49","2","34.5",0.00143970959917,0.0014408409507127
"45-49","2","34.7",0.00340451266354318,0.0024406790170399
"45-49","2","34.8",0.00163923978309129,0.0016336666491023
"45-49","2","35",0.00262173749008603,0.00262044054027651
"45-49","2","35.3",0.00218312691886011,0.0021803317759301
"45-49","2","35.4",0.00134690646936901,0.00134780097361512
"45-49","2","35.6",0.00194892182214953,0.00194708732895621
"45-49","2","35.7",0.0020729824730912,0.00206365020620476
"45-49","2","35.8",0.00141911648524676,0.00141291457744295
"45-49","2","35.9",0.005338660303601,0.00307774218638791
"45-49","2","36",0.0015627409096807,0.00156384191993462
"45-49","2","36.1",0.00193604561743992,0.00193023322570216
"45-49","2","36.4",0.00537728581841043,0.0032096484391371
"45-49","2","36.5",0.00341265121951396,0.00243986376612332
"45-49","2","36.6",0.00288569662220528,0.0021113352569399
"45-49","2","36.8",0.0047668961892512,0.00274908832491892
"45-49","2","37",0.00209109509336829,0.00208861046751379
"45-49","2","37.2",0.00128441608688354,0.00128480392328345
"45-49","2","37.4",0.00161286201519589,0.00161177825125154
"45-49","2","37.6",0.00134994661519401,0.00134661043264089
"45-49","2","37.7",0.00174662127945451,0.00175141451887625
"45-49","2","37.8",0.00147581858185269,0.00147763444365246
"45-49","2","38",0.00208021438388699,0.00207444168417207
"45-49","2","38.3",0.00219839958196398,0.00219892071124159
"45-49","2","38.5",0.00161715190363495,0.00161391104942695
"45-49","2","39.1",0.00135035594327919,0.0013519296944478
"45-49","2","39.7",0.00162452071841859,0.00162361861584858
"45-49","2","40.1",0.0020022721669319,0.00199830349448446
"45-49","2","40.6",0.00144780533378128,0.00144321353027107
"45-49","2","41.6",0.00137423732662148,0.0013759349238183
"45-49","2","42.5",0.00123628053663792,0.00124225098836486
"45-49","2","42.8",0.00143598190840713,0.00143265838068182
"45-49","2","42.9",0.00169436925201684,0.00169510279021565
"45-49","2","43",0.00216534436142798,0.00216566736129082
"45-49","2","43.1",0.00341771160314945,0.00242774252956309
"45-49","2","43.9",0.00227155074728288,0.00226146109504012
"45-49","2","45",0.00213079958971304,0.00212997908386219
"45-49","2","46.8",0.00152327037637197,0.00151991432410576
"45-49","2","47.2",0.00268996136380382,0.00268515184098669
"45-49","2","47.4",0.00129435543794281,0.00129384957220731
"45-49","2","47.6",0.00135302817381466,0.00135241995810568
"45-49","2","48.3",0.00135585303143283,0.00135724084909972
"45-49","2","52.6",0.00116845682547393,0.00116755411840108
"50-54","1","19.2",0.0020376192465951,0.00203984790160662
"50-54","1","19.8",0.00208316447180309,0.00207834578672557
"50-54","1","20",0.00334923235927169,0.00335019699050326
"50-54","1","20.3",0.00254696998716577,0.00254216802692001
"50-54","1","20.6",0.00370536071348553,0.00262410046253997
"50-54","1","20.9",0.00354955080930984,0.00250665174883529
"50-54","1","21.1",0.00193973372748972,0.00193387158384636
"50-54","1","21.3",0.00661977721299262,0.00386546907825488
"50-54","1","21.4",0.00376756295175283,0.00264779562520937
"50-54","1","21.6",0.00200778664797323,0.00199846300123235
"50-54","1","21.9",0.00788220829382473,0.00458336425573286
"50-54","1","22.1",0.0065293886433539,0.00464339918959395
"50-54","1","22.2",0.00908683567221132,0.00462273661984699
"50-54","1","22.3",0.00311635658169628,0.00312106768444681
"50-54","1","22.4",0.00195335534288196,0.0019523948078732
"50-54","1","22.5",0.00888191501989351,0.00519884117235019
"50-54","1","22.6",0.00336815307012899,0.00335797043176149
"50-54","1","22.7",0.00143308261387647,0.00143312368213934
"50-54","1","22.8",0.00156754983623915,0.00156465347356626
"50-54","1","22.9",0.00205253391397851,0.0020513209316607
"50-54","1","23",0.00220013948619521,0.00220326685812925
"50-54","1","23.1",0.00403425300516555,0.00284950761945257
"50-54","1","23.2",0.00186495391794425,0.00186420179148878
"50-54","1","23.4",0.0139586953340679,0.00574284937470086
"50-54","1","23.5",0.00344157564597967,0.0024422182139977
"50-54","1","23.6",0.00305422564795062,0.00307028933236916
"50-54","1","23.7",0.00831391139953969,0.00419327146092772
"50-54","1","23.8",0.0102970758756947,0.00526928415631831
"50-54","1","23.9",0.00677704951259874,0.00394523192695123
"50-54","1","24",0.0089684596830391,0.00465082448921554
"50-54","1","24.1",0.0104330790925273,0.00474551128980128
"50-54","1","24.2",0.00638226834161825,0.00381033678774484
"50-54","1","24.3",0.0024598598689592,0.00245740340818751
"50-54","1","24.4",0.00478267923246583,0.00338217235390811
"50-54","1","24.5",0.00188079059038412,0.00187817102912188
"50-54","1","24.6",0.00174018401495292,0.00173696867601546
"50-54","1","24.7",0.00489061453175425,0.00354810945593514
"50-54","1","24.8",0.00596593703474302,0.00347379463821875
"50-54","1","24.9",0.00974673603130403,0.00496106363794322
"50-54","1","25",0.0103813741601884,0.00497819683783442
"50-54","1","25.1",0.0188513251506801,0.00732426184658453
"50-54","1","25.2",0.00648318481046723,0.00374672320838207
"50-54","1","25.3",0.00283925091511798,0.00283048879367506
"50-54","1","25.4",0.0175207591602949,0.00588607385271649
"50-54","1","25.5",0.00661911790577302,0.0039579823042581
"50-54","1","25.6",0.010861070022458,0.00491718911104344
"50-54","1","25.7",0.0100650437692172,0.00508858351506279
"50-54","1","25.8",0.00730596119176407,0.00451063728929177
"50-54","1","25.9",0.0136336362527107,0.00558201496336325
"50-54","1","26",0.0148703806782567,0.00699406423978571
"50-54","1","26.1",0.00828639231063561,0.00420076876691713
"50-54","1","26.2",0.0119148072688435,0.00627495609656873
"50-54","1","26.3",0.0138199172517853,0.00581226309023279
"50-54","1","26.4",0.0153353602163299,0.00651982680489291
"50-54","1","26.5",0.00520530199950619,0.00385094338957621
"50-54","1","26.6",0.00862085804318813,0.00631982087310518
"50-54","1","26.7",0.011026867923748,0.00565164774801095
"50-54","1","26.8",0.0121462963588314,0.00621661040214679
"50-54","1","26.9",0.0206126452708353,0.0078403824375139
"50-54","1","27",0.00695017689888753,0.00405482887774616
"50-54","1","27.1",0.00731494338578862,0.00430348820098202
"50-54","1","27.2",0.00849213390530431,0.00449777699540919
"50-54","1","27.3",0.0124067028753556,0.00759490352610741
"50-54","1","27.4",0.00460249870001571,0.0032990035572565
"50-54","1","27.5",0.00416900987259515,0.00311839010382808
"50-54","1","27.6",0.0058992990022616,0.00417186783353039
"50-54","1","27.7",0.0134037764815399,0.00778436601434793
"50-54","1","27.8",0.0106834762538822,0.00548527390870838
"50-54","1","27.9",0.0134999495153675,0.0060798212017915
"50-54","1","28",0.00398832852998964,0.0028222834270124
"50-54","1","28.1",0.016763837859968,0.00689164442134527
"50-54","1","28.2",0.0145173080474904,0.0059701181616199
"50-54","1","28.3",0.0147342673925335,0.0072597124424868
"50-54","1","28.4",0.0106279945488387,0.00473029222070451
"50-54","1","28.5",0.00938913216499787,0.00415173958911183
"50-54","1","28.6",0.00655970409864901,0.00378128012410639
"50-54","1","28.7",0.00495054088011801,0.00359316032333676
"50-54","1","28.8",0.023367325864579,0.00835112612402977
"50-54","1","28.9",0.00366578988067204,0.00259020019517203
"50-54","1","29",0.00847996912390677,0.00506961220217669
"50-54","1","29.1",0.00377867552369488,0.00266663616070749
"50-54","1","29.2",0.0111741803665522,0.00584920923660266
"50-54","1","29.3",0.0105607146636134,0.00529279580286524
"50-54","1","29.4",0.00632405994485868,0.00377418405636995
"50-54","1","29.5",0.00993583405207659,0.00455780409223579
"50-54","1","29.6",0.00784259376110718,0.00460436882105699
"50-54","1","29.7",0.00321417322015892,0.00320413409301919
"50-54","1","29.8",0.00977355580566383,0.00491339804202274
"50-54","1","29.9",0.00214258368800289,0.00215530509137465
"50-54","1","30",0.00798500133469236,0.00631464897806928
"50-54","1","30.1",0.0127898540686807,0.0055195572527444
"50-54","1","30.2",0.014229463767756,0.00739504856312115
"50-54","1","30.4",0.00519357190606836,0.00372497762821538
"50-54","1","30.5",0.00234640809211676,0.00234524572725562
"50-54","1","30.6",0.0135525637383698,0.00633133295276208
"50-54","1","30.7",0.00630078564177134,0.00369506088568251
"50-54","1","30.9",0.00916754564868228,0.0046070835168299
"50-54","1","31",0.0124671059840495,0.00622980428760912
"50-54","1","31.1",0.00208332982241105,0.00208203444372807
"50-54","1","31.2",0.0130469090102609,0.00723361811021623
"50-54","1","31.3",0.00250612905793237,0.00252097679930793
"50-54","1","31.4",0.00459008135819949,0.00325806541447793
"50-54","1","31.5",0.00734030197427138,0.00424266986139311
"50-54","1","31.7",0.00709205991329539,0.00505862898968585
"50-54","1","31.9",0.00630701813588183,0.00367249072276855
"50-54","1","32",0.00788291140679406,0.00395451433510603
"50-54","1","32.1",0.00421691442571545,0.0029861426472686
"50-54","1","32.2",0.0016526443004418,0.00164983798811927
"50-54","1","32.5",0.00392166814254252,0.00278648719033297
"50-54","1","32.7",0.00925941795539904,0.00478195282993597
"50-54","1","32.8",0.00394634754010093,0.00278848415798712
"50-54","1","33",0.00316333271436521,0.0031525148461469
"50-54","1","33.4",0.00219820535555167,0.00219153123576743
"50-54","1","33.5",0.00329159572289493,0.00328556705780786
"50-54","1","33.6",0.00271372056380181,0.00270860421836737
"50-54","1","33.7",0.00336478768191088,0.00335837822700578
"50-54","1","33.8",0.00343973558385248,0.00343005445822781
"50-54","1","33.9",0.001901278130456,0.00189562787688565
"50-54","1","34.2",0.009720240368678,0.00497918262408185
"50-54","1","34.3",0.00191058851060221,0.00190973075384962
"50-54","1","34.5",0.00238237189792957,0.00238017760057976
"50-54","1","34.7",0.00536983352925401,0.00388355007800963
"50-54","1","34.8",0.00191543371261526,0.00191507053325069
"50-54","1","34.9",0.00244097048608546,0.00243857904267488
"50-54","1","35",0.00476056957723342,0.00336013989544555
"50-54","1","35.1",0.00837085191975956,0.00486007986518674
"50-54","1","35.6",0.00924978864892759,0.00533729951542953
"50-54","1","35.8",0.00358873629550956,0.00256138346109313
"50-54","1","36",0.00339195899811646,0.00240351970004179
"50-54","1","36.1",0.00415686626011982,0.00295093894394916
"50-54","1","36.5",0.00243946705866218,0.00243708075933018
"50-54","1","36.8",0.00201105405615913,0.00199778174474645
"50-54","1","37.2",0.00284198117610015,0.00285137717732199
"50-54","1","37.3",0.00261890388069261,0.00261587162511223
"50-54","1","37.4",0.00307123641397861,0.00308291698874254
"50-54","1","37.6",0.00150821510579887,0.0015143255076692
"50-54","1","38.3",0.00165482190319826,0.00165450235670253
"50-54","1","39.1",0.00178495374875116,0.00178437673445408
"50-54","1","41.4",0.0018117079863896,0.00181635700809467
"50-54","2","17.6",0.00129320684767656,0.00129317700038994
"50-54","2","18.1",0.00133816834142354,0.00133807728763421
"50-54","2","18.4",0.00148718359573533,0.00148896388500481
"50-54","2","18.6",0.00328040836244917,0.00233131796996761
"50-54","2","18.9",0.00184500993946057,0.00184713495793215
"50-54","2","19.1",0.00382910885932666,0.00270985034474111
"50-54","2","19.4",0.00161060688164279,0.00161359698310366
"50-54","2","19.5",0.00374077892060171,0.0026324976229807
"50-54","2","19.6",0.0072177560826509,0.003706774596995
"50-54","2","19.8",0.00123265376961548,0.00123364246692469
"50-54","2","20",0.00293247740930266,0.00208979206122954
"50-54","2","20.1",0.00327188114602204,0.00232636703263079
"50-54","2","20.2",0.00175295671372569,0.00175103969429847
"50-54","2","20.3",0.003815135486975,0.00273623667046404
"50-54","2","20.4",0.00456081994972976,0.00323546443277303
"50-54","2","20.5",0.00889617174340473,0.00451748354496291
"50-54","2","20.6",0.00949882393257809,0.00602608344876984
"50-54","2","20.7",0.0070822068801583,0.00427217756858093
"50-54","2","20.8",0.00796468596741625,0.00412484197035422
"50-54","2","20.9",0.00585819139941444,0.00336808826474655
"50-54","2","21",0.00187328311222221,0.00186797685393527
"50-54","2","21.1",0.0031239103604375,0.00226164544050257
"50-54","2","21.3",0.00885188016725603,0.00406572751065308
"50-54","2","21.4",0.00675326667629683,0.00395321668658638
"50-54","2","21.5",0.0104784117163564,0.00634305314430303
"50-54","2","21.6",0.00397266687790767,0.00286032749869988
"50-54","2","21.7",0.00521487199176916,0.00305269700807495
"50-54","2","21.8",0.00643016191917418,0.00379606530413604
"50-54","2","21.9",0.00507278341321678,0.0029475895395037
"50-54","2","22",0.0110431263547062,0.00510580911392997
"50-54","2","22.1",0.00781590663338538,0.00392152189151198
"50-54","2","22.2",0.00525828742211697,0.00306700705300917
"50-54","2","22.4",0.00632260462197978,0.00316354988484469
"50-54","2","22.5",0.00289494217191644,0.00204056522913287
"50-54","2","22.6",0.0106789868315974,0.00482339771599098
"50-54","2","22.7",0.00235008689165003,0.00235526750992247
"50-54","2","22.8",0.0115136711060918,0.00488412844229916
"50-54","2","22.9",0.0155308613864496,0.00600516025105285
"50-54","2","23",0.00139992973035367,0.00139668873536545
"50-54","2","23.1",0.013759704090553,0.00546288347994247
"50-54","2","23.2",0.0137637347976632,0.00561187234254452
"50-54","2","23.3",0.00534725748637738,0.0043513038344311
"50-54","2","23.4",0.00886085597490364,0.00439600954563131
"50-54","2","23.5",0.00449927842257671,0.0032162826025043
"50-54","2","23.6",0.00986857742036293,0.00522972005544294
"50-54","2","23.7",0.0132663786551549,0.00638321524892429
"50-54","2","23.8",0.00247236830722185,0.0024563948262362
"50-54","2","23.9",0.00477311297037861,0.00275385536802703
"50-54","2","24",0.00671007195874269,0.00336368493199235
"50-54","2","24.1",0.0047607678466161,0.00333779360198565
"50-54","2","24.2",0.00670922609500486,0.00332890150984494
"50-54","2","24.3",0.0116659432187383,0.00485412667224956
"50-54","2","24.4",0.0107422684145269,0.00446396719159436
"50-54","2","24.5",0.0126353034660964,0.00483006824046751
"50-54","2","24.6",0.00509413390953473,0.00293039335593466
"50-54","2","24.8",0.00974311244694267,0.00436192671357241
"50-54","2","24.9",0.0102274071275186,0.00454475126588905
"50-54","2","25",0.0119108131301423,0.00461257833071761
"50-54","2","25.1",0.014325815622403,0.00519251606018725
"50-54","2","25.2",0.0112612900572796,0.00560936464490142
"50-54","2","25.3",0.00365214601627364,0.00266213722244783
"50-54","2","25.4",0.00184808772967245,0.00183702294631239
"50-54","2","25.5",0.00748207654053503,0.00380067707111313
"50-54","2","25.6",0.00638547592493683,0.00237639327636367
"50-54","2","25.7",0.00294926907425158,0.00213537878203493
"50-54","2","25.8",0.0103529523030608,0.00476992678287114
"50-54","2","25.9",0.00389935795112855,0.00275917091835371
"50-54","2","26",0.00371740802243583,0.00270618150036585
"50-54","2","26.1",0.0036934616052194,0.00262234522370357
"50-54","2","26.2",0.00529706798356104,0.00309516173891778
"50-54","2","26.3",0.0113905829632174,0.00471294508276911
"50-54","2","26.4",0.00156601634525087,0.0015678200285749
"50-54","2","26.5",0.0103750417558515,0.00424447219837085
"50-54","2","26.6",0.0122297798880858,0.00464009799172119
"50-54","2","26.7",0.0121126124724877,0.00499108389595191
"50-54","2","26.8",0.00840844607477713,0.00374255263623861
"50-54","2","26.9",0.00713734577095181,0.00410560307106598
"50-54","2","27",0.00533588277620073,0.00309251547602885
"50-54","2","27.1",0.00460090961803205,0.00324392150576824
"50-54","2","27.2",0.00244135727290678,0.00243382753622039
"50-54","2","27.3",0.0114562614293519,0.00523483072019296
"50-54","2","27.4",0.00533712838532112,0.00311698781706979
"50-54","2","27.5",0.00743647808881405,0.00382088520144929
"50-54","2","27.6",0.01054474015575,0.0048552425590041
"50-54","2","27.7",0.00553759759080852,0.00422683760557087
"50-54","2","27.8",0.00123376561270383,0.00123611020197408
"50-54","2","27.9",0.00873040695181779,0.00397724675336398
"50-54","2","28",0.00552293077765047,0.00335146348023261
"50-54","2","28.1",0.00471988581069291,0.00277809795154548
"50-54","2","28.2",0.00410358255916982,0.0029269505445537
"50-54","2","28.3",0.00341194846853029,0.00241850882411924
"50-54","2","28.4",0.00846719424962864,0.00428229666343986
"50-54","2","28.6",0.00771716478440684,0.00391478833077757
"50-54","2","28.7",0.00679137944899004,0.00406598506185214
"50-54","2","28.8",0.00171177227568986,0.00171107110978343
"50-54","2","28.9",0.00208339833139929,0.00208170327383377
"50-54","2","29",0.00527487142095824,0.00305537641293676
"50-54","2","29.1",0.00906905794433356,0.00408999268155134
"50-54","2","29.2",0.00166210648285362,0.00166145484357062
"50-54","2","29.3",0.00595846598081346,0.00296969970340139
"50-54","2","29.4",0.00214089780515583,0.00213218831313562
"50-54","2","29.5",0.00305155682815766,0.00215264492324739
"50-54","2","29.6",0.00528119540817329,0.00305775176459495
"50-54","2","29.7",0.00197613225413897,0.00197017720307562
"50-54","2","29.8",0.00364062928545639,0.00258531259994079
"50-54","2","29.9",0.00176717989578427,0.00176630129559236
"50-54","2","30",0.0107750873624728,0.00485298629203181
"50-54","2","30.1",0.00175687041372728,0.00176513156604792
"50-54","2","30.2",0.00455448938071949,0.00321764905913079
"50-54","2","30.3",0.00264336436803114,0.00265259024678997
"50-54","2","30.4",0.00295362020240067,0.00293453744842583
"50-54","2","30.5",0.00223111176636015,0.00220596391287303
"50-54","2","30.6",0.00312721153907684,0.00221668039502403
"50-54","2","30.7",0.00226433910912659,0.00225864514641362
"50-54","2","30.8",0.00165970615768035,0.00165905944485209
"50-54","2","30.9",0.0131409048987322,0.00621173951618544
"50-54","2","31",0.00203671696905711,0.0020351550434689
"50-54","2","31.1",0.00155587760308446,0.00154757836594316
"50-54","2","31.2",0.00202848277221405,0.00202079617293503
"50-54","2","31.3",0.00327355173946788,0.00231895971922563
"50-54","2","31.4",0.00157897032388149,0.00157848259420213
"50-54","2","31.6",0.00875603078792947,0.00447879521349031
"50-54","2","31.8",0.0015172508302917,0.00151343551410559
"50-54","2","31.9",0.00303615089846496,0.00215510422954663
"50-54","2","32",0.00156746454327068,0.00155838043299071
"50-54","2","32.1",0.00183812197615925,0.00183412338958743
"50-54","2","32.2",0.00638981701354965,0.00319709461643924
"50-54","2","32.3",0.00174224281347779,0.00174711825705348
"50-54","2","32.4",0.00243169660670586,0.00243250716872029
"50-54","2","32.6",0.00226185587269817,0.00225414822760571
"50-54","2","32.7",0.00122581985253662,0.0012258741639854
"50-54","2","33",0.00680148941885701,0.00410855771414707
"50-54","2","33.2",0.00168494257679718,0.00168127721135938
"50-54","2","33.4",0.0015219636771531,0.00151314326335508
"50-54","2","33.5",0.0055476163716249,0.00321512916198167
"50-54","2","33.7",0.00165512047763309,0.00165813647591686
"50-54","2","33.9",0.00254048062223762,0.00252701235039242
"50-54","2","34",0.0075090585251774,0.00439426868600444
"50-54","2","34.1",0.00364569132769829,0.00261661474724985
"50-54","2","34.2",0.00481400389751147,0.00276657468807322
"50-54","2","34.3",0.00215466037305623,0.00215275366052475
"50-54","2","34.5",0.00212110800275529,0.0021176064657445
"50-54","2","34.6",0.00169254084152696,0.00169195844365047
"50-54","2","34.9",0.0040533647482806,0.00291966224006388
"50-54","2","35.1",0.00385652740717907,0.00279059488242307
"50-54","2","35.4",0.00191451804573969,0.00191549628759389
"50-54","2","35.5",0.00347593851375083,0.00250865126334202
"50-54","2","35.8",0.00576512465292286,0.00340276542266742
"50-54","2","36",0.00360394646288117,0.0025403406802309
"50-54","2","36.1",0.00745630300979287,0.00377425992077017
"50-54","2","36.2",0.00223606288634909,0.00223390194892451
"50-54","2","36.4",0.00153243809190832,0.00152975935019258
"50-54","2","37",0.00258877780546415,0.00258966456110754
"50-54","2","37.1",0.00186579648403344,0.00186698666205185
"50-54","2","37.2",0.00254807755526351,0.00255369463146153
"50-54","2","37.3",0.00469091637093309,0.00269801693680838
"50-54","2","37.4",0.00260574796595361,0.00259469571416748
"50-54","2","37.5",0.00643804692453136,0.00496374379450509
"50-54","2","37.6",0.00206426324370813,0.00206758332346008
"50-54","2","37.7",0.0049482047569961,0.00348652619814041
"50-54","2","37.8",0.00404558308225772,0.00292485436467732
"50-54","2","38.2",0.00400660487556818,0.00288503081625025
"50-54","2","38.3",0.00155117455873636,0.00154521335402643
"50-54","2","38.5",0.00296902740363312,0.00212433959562488
"50-54","2","38.7",0.00250127825321739,0.00249066910858678
"50-54","2","38.9",0.00225752196676605,0.00225169820115469
"50-54","2","39.2",0.00180992296638486,0.00180623555137708
"50-54","2","39.4",0.00400410289473966,0.00295606601082107
"50-54","2","39.5",0.00166124775045647,0.00166489460052221
"50-54","2","39.7",0.00282867101144996,0.00281159312648616
"50-54","2","40.1",0.00434045763862449,0.00307807688803738
"50-54","2","40.4",0.00248414470568586,0.00246631800497302
"50-54","2","41.1",0.00246706218711033,0.00246410750437131
"50-54","2","41.4",0.00265787417034256,0.00265521440279382
"50-54","2","42",0.00198710864846934,0.0019888823390345
"50-54","2","42.1",0.00237469980661609,0.00237298880855096
"50-54","2","43.1",0.00173112733007455,0.00172076280648165
"50-54","2","43.3",0.00207787311844095,0.00207954098033941
"50-54","2","44.1",0.0016737992291997,0.00166487098400707
"50-54","2","44.2",0.00264474569221163,0.00264110767333488
"50-54","2","44.8",0.00172589758897159,0.00172045296922717
"50-54","2","45.5",0.00168944515243748,0.00168873658892742
"50-54","2","47.2",0.00193046551306322,0.00193853670627702
"50-54","2","47.5",0.00160997864106816,0.00161262850904738
"50-54","2","53.3",0.00234026020317709,0.00233221741186526
"55-59","1","18.8",0.0021558470879792,0.00215443394283938
"55-59","1","19",0.00229915057464862,0.00229731377884999
"55-59","1","20.4",0.00369403784791553,0.00365944885455953
"55-59","1","20.5",0.00769604304866129,0.0056235499516958
"55-59","1","20.8",0.00302227268255472,0.00301950062765026
"55-59","1","20.9",0.00175283777092578,0.00175239552676957
"55-59","1","21",0.00250493229941568,0.00250241516959989
"55-59","1","21.1",0.00440682528196744,0.00312919123735023
"55-59","1","21.2",0.00697888765538433,0.00535356168017683
"55-59","1","21.3",0.00207666831219771,0.00207098792195364
"55-59","1","21.4",0.00894846212313069,0.00450684103971752
"55-59","1","21.5",0.00855204049365166,0.00626619670542917
"55-59","1","21.6",0.00348567828287918,0.00348449166329785
"55-59","1","21.7",0.00213082518027373,0.00212948178846262
"55-59","1","22",0.00321330974944362,0.00321458903497411
"55-59","1","22.1",0.00681026330896979,0.00482176519368911
"55-59","1","22.2",0.00210067945897575,0.0021037921067747
"55-59","1","22.4",0.00876806984263367,0.00688717317970981
"55-59","1","22.5",0.00564700676935387,0.00408749499517806
"55-59","1","22.7",0.00566650199121856,0.00327410131828814
"55-59","1","22.8",0.00204295350162812,0.00202699247947053
"55-59","1","22.9",0.00310808915921844,0.00310308881713579
"55-59","1","23",0.00852959978599793,0.00510319375574095
"55-59","1","23.1",0.00199519891125847,0.00198516086684991
"55-59","1","23.2",0.00336016143138422,0.0033539070758253
"55-59","1","23.3",0.00937293683484765,0.00553774558556592
"55-59","1","23.4",0.0157323242668898,0.00650771103854255
"55-59","1","23.5",0.0126816718083295,0.00639474966924933
"55-59","1","23.6",0.0119506579085353,0.0054227731130132
"55-59","1","23.7",0.00401978315309398,0.00284112633151134
